Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,112.42700,36.08900,76.33800,9.41500,-3.43300,47.50100,28.83700,-18.85200,9.98500,0.51800,9.46700,9.46700,9.08000,61.99500,28.83700,123.35900,123.47100,0.07000,0.07000,0.53090,1.13180,25.64950,25.64950,8.88130,8.07640,0.03500,0.70710,0.76780,0.29480,0.33170,10.72240,0.2766,0.1162
2024-06-30,106.54600,35.73200,70.81400,9.36800,-3.11500,52.16200,18.65200,13.91100,32.56300,0.53900,32.02400,32.02400,30.75900,58.65500,18.65200,118.85900,118.97100,0.26000,0.26000,0.54280,1.18750,17.50610,17.50610,30.56240,28.86920,0.03290,2.53000,2.78170,0.98970,1.15660,10.75830,0.3527,-0.3115
2024-03-31,109.62600,37.50900,72.11700,9.04600,-3.12800,50.74800,21.36900,-18.25900,3.11000,0.66500,2.44500,2.44500,2.60100,59.37400,21.36900,118.07200,122.81400,0.02000,0.02000,0.55510,1.24780,19.49260,19.49260,2.83690,2.37260,0.03410,0.20000,0.21990,0.07610,0.08900,10.28810,0.18660,-0.17410
2023-12-31,116.58200,35.72000,80.86200,9.16700,-3.16400,43.79100,37.07100,194.83800,231.90900,-0.01000,231.91900,231.91900,221.02200,63.43600,37.07100,117.50600,117.59700,1.87000,1.87000,0.56370,1.29200,31.79820,31.79820,198.92350,189.58500,0.03550,18.98750,20.94020,7.07110,8.28420,10.38160,0.5446,0.2513
2023-09-30,101.83400,32.80000,69.03400,8.93800,-3.15900,39.01900,30.01500,24.58800,54.60300,17.06300,37.54000,37.54000,36.11800,56.14900,30.01500,117.54300,122.20500,0.31000,0.31000,0.62000,1.63140,29.47440,29.47440,53.61960,35.46750,0.03530,3.72680,3.94130,1.30260,1.41630,8.56260,0.2594,0.032
2023-06-30,99.06500,31.82900,67.23600,9.90700,-3.15600,38.57600,28.66000,-18.05600,10.60400,0.04100,10.56300,10.56300,10.26200,53.02300,28.66000,117.48200,117.57800,0.09000,0.09000,0.63050,1.70640,28.93050,28.93050,10.70410,10.35890,0.03410,1.07080,1.13690,0.36380,0.39560,8.38570,0.3317,0.0456
2023-03-31,99.44100,33.10300,66.33800,9.05800,-37.21000,71.35200,-5.01400,-14.42600,-19.44000,0.70600,-20.14600,-20.14600,-19.10500,19.29000,-5.01400,117.45000,117.45000,-0.16000,-0.16000,0.62960,1.69970,-5.04220,-5.04220,-19.54930,-19.21240,0.03400,-2.02980,-2.16090,-0.68910,-0.75190,8.44160,0.25050,0.05640
2022-12-31,101.59300,32.06300,69.53000,11.48000,-3.13300,39.48400,30.04600,-15.07400,14.97200,0.64100,14.33100,14.33100,13.66900,54.05900,30.04600,117.36600,121.64000,0.11000,0.11000,0.62150,1.64220,29.57490,29.57490,14.73720,13.45470,0.03410,1.39120,1.48160,0.48130,0.52650,8.77050,0.3369,-0.0009
2022-09-30,98.29000,33.90300,64.38700,9.85200,-3.10900,37.30400,27.08300,-14.97200,12.11100,0.64600,11.46500,11.46500,11.37700,50.55400,27.08300,117.38200,121.68300,0.10000,0.10000,0.62170,1.64310,27.55420,27.55420,12.32170,11.57490,0.03320,1.11090,1.18680,0.38710,0.42030,8.78790,0.2916,0.0956
2022-06-30,97.85400,33.05200,64.80200,10.63400,-3.08300,38.40800,26.39400,-13.67400,12.72000,0.71100,12.00900,12.00900,11.62000,50.04300,26.39400,117.36400,117.42700,0.10000,0.10000,0.62110,1.63930,26.97280,26.97280,12.99900,11.87480,0.03290,1.15810,1.24050,0.40430,0.43880,8.82940,0.3104,-0.2086
