Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-06-30,342.15500,144.23100,197.92400,20.58400,3.17100,73.72700,124.19700,-22.72800,101.46900,101.46900,101.46900,99.43900,196.64600,124.19700,30.16300,30.16300,3.30000,3.30000,0.69010,0.32860,0.66980,57.84630,36.29850,36.29850,29.65590,29.06260,0.06400,8.36790,10.75540,3.45460,3.51610,1.89700,2.31940,97.63340,4.3636,1.6967
2024-03-31,318.55500,144.38600,174.16900,20.74400,3.13600,73.17800,100.99100,-27.63000,73.36100,73.36100,73.36100,71.89400,171.79300,100.99100,30.20800,30.20800,2.38000,2.38000,0.89090,0.35300,0.67530,54.67470,31.70290,31.70290,23.02930,22.56880,0.06100,7.38280,12.19040,2.58110,2.63280,1.40430,1.67000,94.16490,3.12620,1.82180
2023-12-31,327.25300,142.97000,184.28310,21.00000,3.49100,72.56400,111.71900,20.67200,132.39100,132.39100,132.39100,129.74400,182.79400,111.71900,30.18300,30.18400,4.29000,4.30000,0.86980,0.36270,0.67190,56.31210,34.13840,34.13840,40.45520,39.64640,0.06360,7.74800,11.61590,4.77870,4.88520,2.57190,3.04570,91.78550,7.0138,4.45
2023-09-30,323.17600,138.67400,184.50200,19.52400,3.52100,70.51600,113.98600,-24.20500,89.78100,89.78100,89.78100,87.98500,184.27700,113.98600,30.18300,30.18400,2.92000,2.91000,0.83000,0.37900,0.73160,57.09030,35.27060,35.27060,27.78080,27.22510,0.06390,8.43080,10.67520,3.40130,3.48710,1.77580,2.11240,87.45030,3.9846,4.2571
2023-06-30,346.93800,142.27000,204.66800,20.53600,5.32200,69.25100,135.41700,-23.10900,112.30800,112.30800,112.30800,110.06200,203.36000,135.41700,30.18300,30.18400,3.65000,3.65000,0.82550,0.38860,0.75440,58.99270,39.03200,39.03200,32.37120,31.72380,0.06990,11.02650,8.16220,4.40190,4.52520,2.26170,2.69140,84.52680,4.4334,5.7216
2023-03-31,309.52200,137.41900,172.10300,19.49900,7.58800,66.12900,105.97400,-6.80900,99.16500,99.16500,99.16500,97.18300,173.91500,105.97400,30.18100,30.18100,3.22000,3.22000,0.64620,0.38690,0.76640,55.60280,34.23800,34.23800,32.03810,31.39780,0.06400,7.10780,12.66220,,4.19030,2.05060,2.49100,80.85710,3.13160,6.65610
2022-12-31,370.86300,151.50600,219.35700,23.49700,10.75800,70.73900,148.61800,-30.36000,118.25800,118.25800,118.25800,115.89200,219.06800,148.61800,30.15500,30.15600,3.84000,3.86000,0.50250,0.39880,0.83030,59.14770,40.07360,40.07360,31.88730,31.24930,0.07580,4.94290,18.20810,5.04740,5.22280,2.41550,3.03430,77.62270,4.6561,5.6718
2022-09-30,322.38700,129.76500,192.62200,15.59700,24.77900,50.08800,142.53400,114.63000,257.16400,257.16400,257.16400,252.02100,212.35500,142.53400,30.15400,30.18400,8.36000,8.35000,0.40120,0.41310,0.86090,59.74870,44.21210,44.21210,79.76870,78.17340,0.06750,6.43370,13.98880,11.55160,12.01770,5.38620,6.77930,73.75470,7.2612,1.5022
2022-06-30,280.66100,108.62700,172.03400,14.17000,17.58700,38.26700,133.76700,-15.60700,118.16000,118.16000,118.16000,115.79700,183.31400,133.76700,30.15400,30.19700,3.84000,3.83000,0.94390,0.35110,0.65330,61.29600,47.66140,47.66140,42.10060,41.25870,0.07630,6.71500,13.40280,5.99630,6.27660,3.21160,3.89120,65.25650,4.7028,4.5827
2022-03-31,236.61700,101.50800,135.10900,13.91600,21.83900,34.94300,100.16600,-14.50100,85.66500,85.66500,85.66500,83.95200,150.34600,100.16600,30.15400,30.19700,2.78000,2.78000,0.64020,0.36700,0.71190,57.10030,42.33260,42.33260,36.20410,35.48010,0.06600,6.03540,14.91210,4.62080,4.86640,2.38990,2.92520,61.39320,0.17060,0.08300
2021-12-31,268.14600,100.32900,167.81700,16.74400,30.93600,31.31600,136.50100,-20.01500,116.48600,116.48600,116.48600,123.51400,188.16900,136.50090,22.62000,22.66300,0.29000,0.37000,0.57230,0.38470,0.76940,62.58420,50.90550,50.90550,43.44130,46.06220,0.07400,11.27900,7.97950,6.58220,6.97810,3.21490,4.04990,58.60600,6.6833,-1.5798
2021-09-30,227.95700,76.28100,151.67600,9.49100,35.57600,6.01700,145.65900,12.53600,158.19500,158.19500,158.19500,158.81300,182.69400,145.65900,26.62300,26.70900,5.97000,5.95000,0.54550,0.41490,0.86230,66.53710,63.89760,63.89760,69.39690,69.66800,0.06310,7.81500,11.51630,9.57170,10.25230,4.37890,5.60060,61.64850,2.1498,12.6754
2021-06-30,152.00900,51.62900,100.38000,10.31900,42.02600,-9.58700,109.96700,-10.05400,99.91300,99.91300,99.91300,99.91300,135.87600,109.96700,22.65300,22.74000,4.32000,4.31000,1.67700,0.35020,0.63030,66.03560,72.34240,72.34240,65.72830,65.72830,0.06510,7.27460,12.37190,7.91680,7.92570,4.27720,5.14460,48.99240,1.9848,-4.1337
2021-03-31,65.06300,28.61100,36.45200,4.90700,,17.99400,18.45800,118.22100,136.67900,136.67900,136.67900,133.94600,36.14600,18.45800,11.36700,11.45400,11.78000,11.69000,0.63930,0.37930,0.70360,56.02570,28.36940,28.36940,210.07180,205.87120,0.03260,3.19580,28.16210,13.71600,13.73960,6.85380,8.51370,50.13030,1.41230,1.03440
2020-12-31,69.23300,98.78000,-29.54700,-35.96700,,-21.37000,-8.17700,-66.13600,-74.31300,-74.31300,-74.31300,-50.24000,9.96800,-8.17700,10.96700,10.96700,-4.46500,-4.46500,0.24000,0.30330,0.74350,-42.67760,-11.81080,-11.81080,-107.33750,-72.56650,0.05730,4.08000,22.05900,-11.34840,-11.38320,-6.15550,-7.90690,57.71970,2.3119,-3.5451
2020-09-30,64.49900,6.34500,58.15400,4.71600,,18.86900,39.28500,-8.14800,31.13700,31.13700,31.13700,6.85100,56.95900,39.28500,10.96200,10.96200,0.62500,0.62500,0.24230,0.29930,0.71740,90.16260,60.90790,60.90790,48.27520,10.62190,0.04970,5.56270,16.17930,4.41750,4.43190,2.39940,3.09550,61.27000,1.8719,5.3358
