Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2020-06-30,46.54900,4.32500,42.22400,28.91300,,42.57600,-0.35200,-14.28900,-14.64100,-14.64100,-14.64100,-14.64100,16.41300,-0.35200,10.84700,10.84700,-1.32000,-1.32000,0.47890,0.36170,0.69230,90.70870,-0.75620,-0.75620,-31.45290,-31.45290,0.03730,3.89210,23.12400,-2.10240,-2.11020,-1.17350,-1.34190,63.37880,2.4646,-0.9993
2020-03-31,46.49000,5.64700,40.84300,26.35000,,39.98700,0.85600,-11.58000,-10.72400,-10.72400,-10.72400,-10.51100,17.75600,0.85600,10.84500,10.84500,-0.97000,-0.97000,0.82160,0.36540,0.66660,87.85330,1.84130,1.84130,-23.06730,-22.60920,0.03790,3.93050,22.89780,-1.50160,-1.50770,-0.87360,-0.95290,64.99590,1.93060,1.93060
2019-12-31,61.26800,5.77200,55.49600,24.94600,,30.95300,24.54300,-87.49000,-62.94700,-62.94700,-62.94700,-62.60800,43.88400,24.54300,10.83100,10.83100,-5.72000,-5.72000,0.95240,0.37090,0.67170,90.57910,40.05840,40.05840,-102.74040,-102.18710,0.04890,5.42630,16.58600,-8.64630,-8.68410,-5.02160,-5.43930,66.25780,2.1193,1.2108
2019-09-30,63.54800,4.41800,59.13000,20.59200,,33.76300,25.36700,-8.50800,16.85900,16.85900,16.85900,16.52000,43.02600,25.36700,10.75200,10.75200,1.54000,1.54000,0.80250,0.33810,0.59560,93.04780,39.91790,39.91790,26.52960,25.99610,0.05060,8.47190,10.62330,2.20540,2.21550,1.34290,1.45970,68.16710,3.0411,2.5338
2019-06-30,47.74500,4.01400,43.73100,23.01100,,36.25100,7.48000,-14.00300,-6.52300,-6.52300,-6.52300,-6.52300,25.21700,7.48000,10.77400,10.77400,-0.59000,-0.59000,2.36350,0.38680,0.64640,91.59280,15.66660,15.66660,-13.66220,-13.66220,0.03790,4.57990,19.65130,-0.86930,-0.87360,-0.51780,-0.53300,68.31820,0.3881,0.6274
2019-03-31,46.81800,5.11200,41.70600,20.62300,,41.46000,0.24600,-9.76900,-9.52300,-9.52300,-9.52300,-9.52300,16.97400,0.24600,11.02400,11.02400,-0.85000,-0.85000,2.07620,0.38380,0.65800,89.08110,0.52540,0.52540,-20.34050,-20.34050,0.03640,4.83160,18.62750,-1.25150,-1.25820,-0.74070,-0.77120,67.30830,0.95090,0.72510
2018-12-31,57.54200,4.81400,52.72800,23.50300,,38.02200,14.70600,-14.18900,0.51700,0.51700,0.51700,0.77900,32.65300,14.70600,10.82400,10.82400,0.08020,0.08020,2.12320,0.38230,0.65330,91.63400,25.55700,25.55700,0.89850,1.35380,0.04380,3.98600,22.57900,0.06660,0.06690,0.03930,0.04110,67.54370,1.7041,2.451
2018-09-30,62.57100,3.73300,58.83800,20.71000,,35.25300,23.58500,-13.12800,10.45700,10.45700,10.45700,10.45700,41.33800,23.58500,10.99200,10.99200,0.93000,0.93000,1.65230,0.38180,0.65320,94.03400,37.69320,37.69320,16.71220,16.71220,0.04710,5.79580,15.52860,1.33500,1.34360,0.78710,0.82530,70.07230,1.7641,0.6553
2018-06-30,58.19600,4.30200,53.89400,22.89400,,37.24900,16.64500,-46.17800,-29.53300,-29.53300,-29.53300,-29.53300,34.46500,16.64500,10.99100,10.99100,-2.64000,-2.64000,1.92180,0.36690,0.63750,92.60770,28.60160,28.60160,-50.74750,-50.74750,0.04450,5.26660,17.08880,-3.80770,-3.83760,-2.25910,-2.41070,69.38670,2.2196,-1.0478
2018-03-31,53.05200,3.35500,49.69700,20.22200,,35.13900,14.55800,-9.08000,5.47800,5.47800,5.47800,5.47800,32.81000,14.55800,10.30030,10.30030,0.44980,0.44980,1.52540,0.36290,0.60250,93.67600,27.44100,27.44100,10.32570,10.32570,0.03980,4.50700,19.96890,0.67800,0.68400,0.41060,0.43200,72.27910,0.62400,0.59130
2017-12-31,59.26900,2.99200,56.27700,22.41900,,38.64100,17.63600,-40.45000,-22.81400,-22.81400,-22.81400,-22.51200,37.28600,17.63600,8.84510,8.84510,-2.09900,-2.09900,1.11170,0.37820,0.64280,94.95180,29.75590,29.75590,-38.49230,-37.98280,0.04540,4.19720,21.44280,-2.97170,-3.00330,-1.74780,-1.84790,77.87590,2.1784,2.1529
2017-09-30,59.95400,3.59200,56.36200,24.17200,,45.25500,11.10700,-1.93400,9.17300,9.17300,9.17300,9.28900,35.73900,11.10700,9.70650,9.70650,0.89960,0.89960,1.38620,0.37480,0.63360,94.00870,18.52590,18.52590,15.30010,15.49350,0.04480,5.68450,15.83260,1.16110,1.17510,0.68490,0.72600,80.14000,2.8302,-3.0626
2017-06-30,50.01800,1.63100,48.38700,20.32700,,39.00700,9.38000,-4.93500,4.44500,4.44500,4.44500,4.09000,31.29600,9.38000,9.69820,9.69820,0.44980,0.44980,1.95360,0.35500,0.59560,96.73920,18.75330,18.75330,8.88680,8.17710,0.03770,5.76110,15.62200,0.55740,0.58520,0.33480,0.35950,81.09610,1.3938,-15.1239
2017-03-31,42.41100,3.11500,39.29600,17.55500,,34.33000,4.96600,-10.62100,-5.65500,-5.65500,-5.65500,-5.65500,27.99700,4.96600,6.15890,6.15890,-0.89960,-0.89960,3.01740,0.33340,0.52750,92.65520,11.70920,11.70920,-13.33380,-13.33380,0.03300,5.24500,17.15920,-0.70270,-0.71680,-0.44040,-0.46840,81.82970,-0.35400,17.05970
2016-12-31,49.66500,2.99500,46.67000,19.77500,,36.38900,10.28100,-12.36900,-2.08800,-2.08800,-2.08800,-1.03700,29.59300,10.28100,5.54320,5.54320,-0.33760,-0.33760,0.56950,0.39800,0.77000,93.96960,20.70070,20.70070,-4.20420,-2.08800,0.03920,4.95560,18.16130,-0.30700,-0.31580,-0.16460,-0.18480,122.39020,3.9491,1.1816
2016-09-30,50.34100,2.25800,48.08300,17.24800,-19.43500,74.82500,-26.74200,-7.12100,-33.86300,-33.86300,-33.86300,-33.86300,14.01100,-26.74200,5.54140,5.54140,-5.99700,-5.99700,1.18310,0.42900,0.81330,95.51460,-53.12170,-53.12170,-67.26720,-67.26720,0.03870,6.72110,13.39070,-4.96700,-5.13360,-2.60330,-2.83610,123.03010,-0.7418,-0.7418
2016-06-30,44.87700,3.48800,41.38900,17.33000,,36.13900,5.25000,-22.05700,-16.80700,-16.80700,-16.80700,-16.80700,26.83400,5.25000,5.54140,5.54140,-2.99850,-2.99850,0.59780,0.41920,0.77560,92.22770,11.69860,11.69860,-37.45130,-37.45130,0.03480,9.66340,9.31350,-2.34860,-2.51300,-1.30450,-1.36410,129.14080,2.7438,2.7438
2016-03-31,45.64100,3.31300,42.32800,17.20700,,36.01200,6.31600,-6.10700,0.20900,0.20900,0.20900,0.20900,27.42100,6.31600,5.54140,5.54140,0.03770,0.03770,0.75040,0.42560,0.78800,92.74120,13.83840,13.83840,0.45790,0.45790,0.03420,8.61480,10.44720,0.02850,0.03070,0.01570,0.01640,132.17220,4.24640,4.24640
2015-12-31,53.31400,2.81400,50.50000,16.68800,,35.49400,15.00600,-7.19900,7.80700,7.80700,7.80700,5.82700,36.06900,15.00600,5.49850,5.49850,1.19940,1.19940,0.95920,0.43980,0.81680,94.72180,28.14640,28.14640,14.64340,10.92960,0.03950,13.33180,6.75080,1.06620,1.15340,0.57820,0.59730,132.13450,4.8596,-22.0256
2015-09-30,57.10300,2.18600,54.91700,16.38100,,36.36400,18.55300,-6.78900,11.76400,11.76400,11.76400,11.76400,40.60600,18.55300,5.54140,5.54140,2.09900,2.09900,0.90450,0.43960,0.81260,96.17180,32.49040,32.49040,20.60140,20.60140,0.04150,4.51340,19.94080,1.58450,1.72250,0.85490,0.88800,133.97660,5.1144,5.1144
2015-06-30,56.47300,2.23400,54.23900,16.09000,,35.13500,19.10400,-7.74900,11.35500,11.35500,11.35500,11.35500,39.68500,19.10400,5.54140,5.54140,1.94900,1.94900,1.28080,0.43320,0.79150,96.04410,33.82860,33.82860,20.10700,20.10700,0.04020,4.32710,20.79910,1.47710,1.61290,0.80780,0.83720,138.72890,7.3529,7.3529
2015-03-31,56.78600,4.00800,52.77800,15.27600,,33.37500,19.40300,-8.52400,10.87900,10.87900,10.87900,10.87900,39.40900,19.40300,5.36760,5.36760,1.94900,1.94900,3.79930,0.39240,0.66590,92.94190,34.16860,34.16860,19.15790,19.15790,0.04240,3.28620,27.38700,1.36760,1.49830,0.81140,0.83100,143.55450,5.09280,5.09280
2014-12-31,59.39000,4.08800,55.30200,15.59200,,33.46000,21.84200,-8.37700,13.46500,13.46500,13.46500,9.83700,40.91900,21.84200,5.10840,5.10840,2.39880,2.39880,3.83070,0.42760,0.76890,93.11670,36.77730,36.77720,22.67220,16.56340,0.04440,4.47280,20.12160,1.79750,1.99470,1.00580,1.02890,145.17840,4.8132,-7.0803
2014-09-30,55.29000,3.83400,51.45600,14.38900,,31.65600,19.80000,-6.75800,13.04200,13.04200,13.04200,13.04200,38.05900,19.80000,5.15980,5.15980,2.39880,2.39880,5.40760,0.41380,0.72270,93.06570,35.81120,35.81120,23.58840,23.58840,0.04120,6.64140,13.55130,1.69130,1.88360,0.97090,0.99140,149.44360,6.2322,-5.3129
2014-06-30,55.17800,3.78600,51.39200,14.26800,,31.27700,20.11500,9.87000,29.98500,29.98500,29.98500,29.98500,38.02500,20.11500,5.15990,5.15990,5.54720,5.54720,9.86110,0.39750,0.66870,93.13860,36.45480,36.45480,54.34230,54.34230,0.04130,5.02030,17.92730,3.77860,4.22220,2.24300,2.27680,153.79110,15.2298,15.5308
2014-03-31,57.49800,4.44300,53.05500,13.94900,,57.62700,-4.57200,22.93300,18.36100,18.36100,18.36100,18.36100,39.85600,-4.57200,4.95110,4.95110,3.59820,3.59820,11.00480,0.39730,0.66580,92.27280,-7.95160,-7.95160,31.93330,31.93330,0.04280,4.85130,18.55160,2.29790,2.58240,1.36750,1.38510,154.85480,7.32840,-0.11510
2013-12-31,52.14600,4.38600,47.76000,12.16100,,31.43400,16.32600,-6.20000,10.12600,10.12600,10.12600,10.12600,36.28500,16.32600,4.42340,4.42340,2.24890,2.24890,3.49120,0.42770,0.75490,91.58900,31.30830,31.30830,19.41860,19.41860,0.04170,3.19950,28.12910,1.43320,1.72470,0.81000,0.82030,149.11610,2.7161,-63.5821
2013-09-30,46.57800,3.78700,42.79100,10.18300,,28.38900,14.40200,-1.27900,13.12300,13.12300,13.12300,13.12300,33.16900,14.40200,4.37950,4.37950,2.39880,2.39880,5.74880,0.31910,0.47280,91.86960,30.92020,30.92020,28.17430,28.17430,0.04240,2.99860,30.01350,1.80020,2.18630,1.19410,1.22570,153.85710,9.24,-1.5958
2013-06-30,49.15400,3.65800,45.49600,10.03400,,31.64900,13.84700,5.66400,19.51100,19.51100,19.51100,19.51100,37.71400,13.84700,4.35450,4.35450,4.34780,4.34780,3.28450,0.33970,0.51820,92.55810,28.17070,28.17070,39.69360,39.69360,0.04750,2.18400,41.20800,2.93030,3.69670,1.88570,1.93480,152.91120,4.7746,4.7746
2013-03-31,50.28100,3.11200,47.16900,10.10000,,28.51100,18.65800,-2.41200,16.24600,16.24600,16.24600,16.24600,37.60500,18.65800,4.21640,4.21640,3.59820,3.59820,2.32500,0.26120,0.36050,93.81080,37.10750,37.10750,32.31040,32.31040,0.05280,5.57560,16.14170,2.40230,3.09210,1.70690,1.77480,155.30530,6.97110,6.97110
2012-12-31,52.78600,3.02700,49.75900,10.36100,,29.00900,20.75000,19.38700,40.13700,40.13700,40.13700,40.13700,39.76500,20.75000,3.86920,3.86920,0.74960,0.74960,1.16190,0.30850,0.48440,94.26550,39.30970,39.30970,76.03720,76.03720,0.05530,6.78660,13.26150,6.48740,8.75940,4.20300,4.48620,154.31590,17.4866,16.6872
2012-09-30,55.54000,2.77200,52.76800,9.77400,,28.27000,24.49800,-2.35500,22.14300,22.14300,22.14300,22.14300,43.14200,24.49800,4.00930,4.00930,5.39730,5.39730,1.00930,0.32990,0.53760,95.00900,44.10880,44.10880,39.86860,39.86860,0.05760,6.75180,13.32990,3.65320,5.07830,2.29540,2.44800,151.17960,9.8156,-1.5715
2012-06-30,49.12200,3.93600,45.18600,8.59000,,25.91800,19.26800,-2.58700,16.68100,16.68100,16.68100,16.68100,36.74300,19.26800,3.81930,3.81930,4.34780,4.34780,1.12900,0.30900,0.47490,91.98730,39.22480,39.22480,33.95830,33.95830,0.05250,10.95500,8.21550,2.72770,3.86280,1.78120,1.88480,152.53150,8.5884,-2.0995
2012-03-31,47.98700,3.22700,44.76000,8.51900,,25.66900,19.09100,-2.15400,16.93700,16.93700,16.93700,16.93700,36.39100,19.09100,3.63580,3.63580,4.49780,4.49780,1.19350,0.33780,0.52760,93.27530,39.78370,39.78370,35.29500,35.29500,0.05530,13.15430,6.84190,3.06970,4.40900,1.95110,2.03280,151.75600,10.39340,10.39340
2011-12-31,50.46300,3.81400,46.64900,8.12300,,25.27300,21.37600,-2.71500,18.66100,18.66100,18.66100,18.66100,38.67500,21.37600,3.02880,3.02880,5.09750,5.09750,1.12090,0.34080,0.58260,92.44200,42.35980,42.35980,36.97960,36.97960,0.05550,10.43700,8.62320,3.33450,4.87160,2.05080,2.19800,178.94920,11.3442,10.5514
2011-09-30,48.01100,3.49300,44.51800,8.27900,,25.43000,19.08800,-2.52500,16.56300,16.56300,16.56300,16.56300,36.39200,19.08800,3.12740,3.12740,5.24740,5.24740,1.18550,0.34820,0.59030,92.72460,39.75760,39.75760,34.49830,34.49830,0.05160,8.07180,11.15000,2.92730,4.35590,1.78160,1.90800,180.92180,10.5798,11.043
2011-06-30,45.67500,3.25800,42.41700,7.67500,,27.29100,15.12600,-1.61500,13.51100,13.51100,13.51100,13.51100,34.88900,15.12600,3.06910,3.06910,4.34780,4.34780,1.21000,0.35080,0.59560,92.86700,33.11660,33.11660,29.58070,29.58070,0.04840,11.61620,7.74780,2.35350,3.55990,1.43170,1.52790,183.56490,8.937,-15.898
2011-03-31,42.80400,2.96900,39.83500,7.23100,,21.26400,18.57100,-1.97100,16.60000,16.60000,16.60000,16.60000,32.74600,18.57100,2.78670,2.78670,5.24740,5.24740,1.20450,0.36960,0.64620,93.06370,43.38610,43.38610,38.78140,38.78140,0.05160,15.92410,5.65180,3.41420,5.13370,2.00000,2.15250,174.47490,11.22230,11.22230
2010-12-31,42.48900,3.23600,39.25300,7.01200,,19.51100,19.74200,-1.34500,18.39700,18.39700,18.39700,18.39700,32.37100,19.74200,2.24880,2.24880,5.54720,5.54720,1.22430,0.37290,0.65410,92.38390,46.46380,46.46380,43.29830,43.29830,0.05050,45.39420,1.98260,3.74300,5.72380,2.18780,2.34710,176.37720,14.4522,-39.706
2010-09-30,38.07400,3.00400,35.07000,6.13600,,17.10200,17.96800,-1.62300,16.34500,16.34500,16.34500,16.34500,29.05100,17.96800,2.31220,2.31220,5.69720,5.69720,3.34380,0.42310,0.73360,92.11010,47.19230,47.19230,42.92960,42.92960,0.05680,41.07230,2.19130,4.41620,6.84670,2.43880,2.54750,160.06980,5.1488,9.6096
2010-06-30,33.25500,2.92800,30.32700,5.76400,,15.78300,14.54400,-1.36000,13.18400,13.18400,13.18400,13.18400,24.68900,14.54400,2.18330,2.18330,5.54720,5.54720,2.05150,0.42190,0.72980,91.19530,43.73480,43.73480,39.64520,39.64520,0.04850,27.66640,3.25300,3.54390,5.60360,1.92390,2.04870,160.89370,9.792,-12.7957
2010-03-31,29.41300,2.95100,26.46200,5.13700,,12.82700,13.63500,-1.05000,12.58500,12.58500,12.58500,12.58500,21.45900,13.63500,1.78760,1.78760,5.84710,5.84710,1.43850,0.45180,0.82420,89.96700,46.35710,46.35710,42.78720,42.78720,0.05230,35.14100,2.56110,4.38580,6.86160,2.23900,2.40420,145.87940,13.30470,-44.07620
2009-12-31,25.61500,3.88700,21.72800,3.95400,,8.85800,12.87000,-1.88800,10.98200,10.98200,10.98200,10.98200,18.31700,12.87000,1.14550,1.14550,5.99700,5.99700,6.93420,0.48390,0.93750,84.82530,50.24400,50.24400,42.87330,42.87330,0.05860,42.54980,2.11520,5.28010,6.55180,2.51440,2.72510,128.36700,10.2748,-10.3997
2009-09-30,23.71700,3.84600,19.87100,3.21000,,7.40500,12.46600,-1.67700,10.78900,10.78900,10.78900,10.78900,16.84100,12.46600,1.15890,1.15890,6.59670,6.59670,3.98450,0.57100,1.33120,83.78380,52.56150,52.56150,45.49060,45.49060,0.06240,101.78970,0.88420,7.36540,9.54580,2.83680,3.15950,110.18750,5.6877,5.6877
2009-06-30,22.15400,3.47500,18.67900,9.61800,,13.11900,5.56000,-1.96800,3.59200,3.59200,3.59200,3.59200,9.25000,5.56000,1.04770,1.04770,3.29840,3.29840,1.70820,0.63330,1.72680,84.31430,25.09710,25.09710,16.21380,16.21380,0.06330,46.25050,1.94590,3.18090,4.57310,1.02640,1.16650,98.82660,7.0218,7.0218
2009-03-31,21.15700,3.13200,18.02500,3.51200,,6.78900,11.23600,-2.27700,8.95900,8.95900,8.95900,8.95900,14.69900,11.23600,0.90920,0.90920,6.14690,6.14690,1.59300,0.71660,2.52820,85.19640,53.10770,53.10770,42.34530,42.34530,0.06730,27.19410,3.30950,11.61530,11.61530,2.85010,3.29220,84.83510,47.34630,47.34630
