,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-06,2024-09-30,$0.80,$-0.18
1,2024-08-01,2024-06-30,$0.70,$-0.10
2,2024-05-01,2024-03-31,$0.78,$0.10
3,2024-02-01,2023-12-31,$0.79,$-0.20
4,2023-11-01,2023-09-30,$0.73,$0.03
5,2023-08-03,2023-06-30,$0.66,$0.38
6,2023-05-03,2023-03-31,$0.72,$-0.07
7,2023-02-02,2022-12-31,$0.71,$-0.03
8,2022-11-02,2022-09-30,$0.60,$0.05
9,2022-08-03,2022-06-30,$0.66,$0.13
10,2022-05-04,2022-03-31,$0.57,$-0.01
11,2022-02-02,2021-12-31,$0.63,$0.09
12,2021-11-03,2021-09-30,$0.59,$0.48
13,2021-08-05,2021-06-30,$0.55,$0.41
14,2021-05-06,2021-03-31,$0.58,$0.18
15,2021-02-03,2020-12-31,--,$0.39
16,2020-11-09,2020-09-30,$0.49,$-0.08
17,2020-08-05,2020-06-30,$0.44,$-0.14
18,2020-05-08,2020-03-31,$0.55,$0.09
19,2020-02-10,2019-12-31,$0.56,$-0.05
20,2019-11-07,2019-09-30,$0.54,$0.05
21,2019-08-02,2019-06-30,$0.55,$0.08
22,2019-05-03,2019-03-31,$0.56,$-0.03
23,2019-02-06,2018-12-31,$0.54,$0.04
24,2018-11-02,2018-09-30,$0.48,$-0.07
25,2018-08-02,2018-06-30,$0.51,$0.14
26,2018-05-02,2018-03-31,$0.57,$0.28
27,2018-02-09,2017-12-31,$0.55,$0.24
28,2017-11-03,2017-09-30,$0.55,$-0.03
29,2017-08-03,2017-06-30,$0.53,$-0.04
30,2017-05-04,2017-03-31,$0.47,$-0.02
31,2017-02-01,2016-12-31,$0.44,$0.27
32,2016-11-04,2016-09-30,$0.45,$0.11
33,2016-08-03,2016-06-30,$0.46,$0.26
34,2016-05-05,2016-03-31,$0.44,$0.11
35,2016-02-03,2015-12-31,$0.40,$0.02
36,2015-11-04,2015-09-30,$0.40,$0.20
37,2015-08-05,2015-06-30,$0.39,$0.00
38,2015-05-05,2015-03-31,$0.40,$0.25
39,2015-02-03,2014-12-31,$0.40,$0.13
