Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,268.29500,105.65200,162.64300,22.80700,135.04200,-4.58300,175.02200,-12.37900,-4.79600,-17.17500,0.20000,-17.37500,-17.37500,-17.37500,0.21100,-12.37900,187.90500,187.90500,-0.09000,-0.09000,3.31900,0.29230,0.41290,60.62100,-4.61400,-4.61400,-6.40150,-6.47610,0.30870,1.31700,68.33520,-3.65890,-5.97250,-1.99920,-2.58960,2.05990,0.1663,0.1258
2024-06-30,227.83900,91.08200,136.75700,23.61400,126.76300,,163.34100,-26.58400,-0.99600,-27.58000,0.48600,-28.06600,-28.06600,-28.06600,-13.62000,-26.58400,177.87000,177.87000,-0.16000,-0.16000,1.97540,0.45930,0.84940,60.02350,-11.66790,-11.66790,-12.10500,-12.31840,0.39020,1.24640,72.20930,-12.93090,-89.65330,-4.80690,-6.99210,0.99070,0.1696,0.108
2024-03-31,194.94700,76.87300,118.07400,19.98600,120.22100,,153.94800,-35.87400,-3.29600,-39.17000,0.39600,-39.56600,-39.56600,-39.56600,-22.13300,-35.87400,171.23400,171.23400,-0.23000,-0.23000,1.89090,0.49020,0.96160,60.56720,-18.40190,-18.40190,-20.09260,-20.29580,0.35430,1.21390,74.13910,-20.65020,-941.82590,-7.19000,-10.52710,0.87620,0.14400,0.08880
2023-12-31,210.32000,84.61500,125.70500,19.94500,124.12400,,157.56400,-31.85900,-3.48200,-35.34100,-0.06000,-35.28100,-35.28100,-35.28100,-18.36400,-31.85890,156.69700,156.69700,-0.21000,-0.21000,1.75610,0.50500,1.02010,59.76850,-15.14790,-15.14780,-16.80340,-16.77490,0.38190,1.23620,72.80240,-19.54410,384.91100,-6.40640,-9.67490,0.82930,0.1756,0.1182
2023-09-30,188.98400,73.48000,115.50400,18.06200,121.37500,,152.67000,-37.16600,-5.33000,-42.49600,0.59000,-43.08600,-43.08600,-43.08600,-23.93300,-37.16600,158.05600,158.05600,-0.27000,-0.27000,1.65830,0.55130,1.22880,61.11840,-19.66620,-19.66620,-22.48660,-22.79880,0.36960,1.34600,66.86660,-28.76660,104.53970,-8.42600,-12.90690,0.69970,0.1386,0.0819
2023-06-30,171.81700,62.03700,109.78000,17.34300,123.21100,,155.99500,-46.21500,-5.63500,-51.85000,0.30900,-52.15900,-52.15900,-52.15900,-33.61900,-46.21500,154.59800,154.59800,-0.34000,-0.34000,1.67390,0.57250,1.33920,63.89360,-26.89780,-26.89780,-30.17750,-30.35730,0.34980,1.40810,63.91730,-37.97580,93.83810,-10.61860,-16.23420,0.64260,0.1295,0.0811
2023-03-31,157.60200,54.35000,103.25200,18.51900,125.15000,-0.20300,155.69700,-52.44500,-4.31200,-56.75700,0.19800,-56.95500,-56.95500,-56.95500,-40.62000,-52.44500,150.04600,150.04600,-0.38000,-0.38000,1.73810,0.58590,1.41500,65.51440,-33.27690,-33.27690,-36.01290,-36.13850,0.33540,1.44050,62.47670,-43.83650,91.98310,-12.12190,-18.15210,0.62630,0.13400,0.06690
2022-12-31,175.14000,65.97900,109.16100,17.23100,127.21100,,156.87200,-47.71100,-4.17300,-51.88400,-0.13100,-51.75300,-51.75300,-51.75300,-35.28100,-47.71100,138.98500,138.98500,-0.35000,-0.35000,1.83710,0.58960,1.43680,62.32790,-27.24160,-27.24160,-29.62430,-29.54950,0.37540,1.64730,54.63620,-40.42260,104.76960,-11.09380,-16.58840,0.61740,0.1707,0.1017
2022-09-30,152.25200,57.52900,94.72300,16.95400,130.57100,,160.89200,-66.16900,-2.37500,-68.54400,0.89600,-69.44000,-69.44000,-69.44000,-52.80200,-66.16900,140.59400,140.59400,-0.49000,-0.49000,1.74670,0.62760,1.68510,62.21460,-43.46020,-43.46020,-45.02010,-45.60860,0.34550,1.66550,54.03710,-63.64100,99.91660,-15.75550,-23.70130,0.52860,0.1302,0.0648
2022-06-30,137.30100,50.23300,87.06800,18.03800,132.80400,,164.15700,-77.08900,-8.57700,-85.66600,0.34300,-86.00900,-86.00900,-86.00900,-63.77400,-77.08900,135.90400,135.90400,-0.63000,-0.63000,1.67570,0.63220,1.71910,63.41400,-56.14600,-56.14600,-62.39290,-62.64270,0.31500,1.53340,58.69360,-80.45370,116.33530,-19.73520,-29.58810,0.52000,0.1058,0.0415
