,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-22,2024-09-30,$0.28,$0.30
1,2024-09-10,2024-06-30,$0.28,$0.25
2,2024-06-27,2024-03-31,$0.30,$0.25
3,2024-03-28,2023-12-31,$0.30,$0.20
4,2023-12-07,2023-09-30,$0.11,$0.01
5,2023-09-14,2023-06-30,$0.18,$0.08
6,2023-06-20,2023-03-31,$0.21,$0.10
7,2023-03-17,2022-12-31,$0.22,$0.11
8,2022-12-12,2022-09-30,$0.08,$0.04
9,2022-09-22,2022-06-30,$0.17,$0.17
10,2022-06-27,2022-03-31,$0.17,$0.19
11,2022-03-17,2021-12-31,$0.21,$0.23
12,2021-11-18,2021-09-30,$0.20,$0.24
13,2021-09-07,2021-06-30,$0.21,$0.20
14,2021-06-17,2021-03-31,$0.19,$0.21
15,2021-03-16,2020-12-31,$0.21,$0.22
16,2020-11-12,2020-09-30,$0.20,$0.21
17,2020-09-03,2020-06-30,$0.15,$0.20
18,2020-06-04,2020-03-31,$0.09,$0.12
19,2020-03-12,2019-12-31,$0.09,$0.08
20,2019-11-21,2019-09-30,$0.05,$0.00
21,2019-09-26,2019-06-30,$0.00,$-0.06
22,2019-06-06,2019-03-31,$-0.01,$-0.03
23,2019-03-21,2018-12-31,$0.02,$-0.04
24,2018-11-15,2018-09-30,$0.01,$0.04
25,2018-07-27,2018-06-30,$0.00,$0.08
26,2018-05-16,2018-03-31,$0.15,$0.16
27,2018-02-15,2017-12-31,$0.18,$0.16
28,2017-12-05,2017-09-30,$0.17,$0.15
29,2017-09-05,2017-06-30,$0.17,$0.07
30,2017-06-08,2017-03-31,$0.34,$0.37
31,2017-02-27,2016-12-31,$0.41,$0.44
32,2016-11-14,2016-09-30,$0.44,$0.49
33,2016-07-28,2016-06-30,$0.42,$0.48
34,2016-05-17,2016-03-31,$0.45,$0.48
35,2016-02-16,2015-12-31,$0.41,$0.38
36,2015-11-09,2015-09-30,$0.42,$0.41
37,2015-08-25,2015-06-30,$0.42,$0.41
38,2015-05-14,2015-03-31,$0.40,$0.43
39,2015-02-18,2014-12-31,$0.43,$0.44
