Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,503.77300,299.97000,203.80300,124.53200,124.53200,79.27100,-8.14700,71.12400,15.87100,55.25300,55.25300,,55.25300,94.08300,79.27100,30.57000,30.73900,1.81000,1.80000,2.34460,0.26930,0.43380,40.45530,15.73550,15.73550,14.11830,10.96780,0.21310,0.45090,0.88220,102.01930,4.47540,10.89540,2.33720,3.27010,40.45620,1.481,1.1949
2024-06-30,502.95100,303.55000,199.40100,126.94900,126.94900,72.45200,-10.06600,62.38600,14.97600,47.41000,47.41000,,47.41000,86.80400,72.45200,30.95700,31.07100,1.53000,1.53000,2.39830,0.27740,0.45470,39.64620,14.40540,14.40540,12.40400,9.42640,0.22000,0.48930,0.95580,94.15720,3.94650,10.12980,2.07420,2.85170,39.04700,2.0484,1.6623
2024-03-31,468.70100,287.25500,181.44600,127.00800,127.00800,54.43800,-10.64500,43.79300,10.96500,32.82800,32.82800,,32.82800,68.28900,54.43800,31.14000,31.25000,1.05000,1.05000,2.49740,0.28460,0.47770,38.71250,11.61470,11.61470,9.34350,7.00400,0.21110,0.46330,0.96370,93.38940,2.79510,7.54110,1.47860,1.99950,37.87230,1.66340,1.31920
2023-12-31,494.29590,300.07400,194.22200,116.98200,116.98190,77.24000,-10.88200,66.35800,16.07400,50.28400,50.28400,,50.28400,91.18300,77.24000,31.45500,31.53300,1.60000,1.60000,2.25480,0.28570,0.49270,39.29270,15.62630,15.62630,13.42480,10.17290,0.21560,0.47080,0.93820,95.93040,4.30440,11.89430,2.19350,3.07460,37.32280,1.8949,1.5444
2023-09-30,488.18600,304.96800,183.21800,119.01000,119.01000,64.20800,-11.61000,52.59800,12.07600,40.52200,40.52200,,40.52200,78.02500,64.20800,31.48300,31.55500,1.29000,1.28000,2.24250,0.29560,0.53680,37.53040,13.15240,13.15240,10.77420,8.30050,0.21600,0.48750,1.00770,89.31070,3.59210,10.71810,1.79270,2.53030,35.82730,1.7793,1.4735
2023-06-30,480.56800,317.06200,163.50600,108.30800,108.30800,55.19800,-12.16900,43.02900,10.25900,32.77000,32.77000,,32.77000,68.62700,55.19800,31.46600,31.52800,1.04000,1.04000,2.08420,0.30490,0.60350,34.02350,11.48600,11.48600,8.95380,6.81900,0.21290,0.49330,1.06180,84.76280,3.01730,9.94150,1.45200,2.09730,34.49160,2.115,1.7111
2023-03-31,466.73800,322.26100,144.47700,126.36300,126.36300,18.11400,-11.59600,6.51800,0.83500,5.68300,5.68300,,5.68300,31.65400,18.11400,31.43600,31.53700,0.18000,0.18000,1.96030,0.31360,0.67430,30.95460,3.88100,3.88100,1.39650,1.21760,0.20650,0.46910,1.08720,82.78250,0.54170,1.96770,0.25140,0.37180,33.33900,0.83110,0.49700
2022-12-31,501.28100,343.50700,157.77410,125.00200,125.00190,32.77220,-9.83700,22.93500,5.09900,17.83600,17.83600,,17.83600,46.31820,32.77210,31.43400,31.54300,0.57000,0.57000,1.87100,0.31640,0.70430,31.47420,6.53770,6.53770,4.57530,3.55810,0.21410,0.45440,1.17290,76.73270,1.71070,6.43470,0.76160,1.16950,33.17210,0.3914,-0.0558
2022-09-30,413.47000,281.55900,131.91100,89.81400,89.81400,42.09700,-2.40900,39.68800,9.08700,30.60100,30.60100,,30.60100,53.62800,42.09700,31.41100,31.54500,0.97000,0.97000,1.74660,,0.22460,31.90340,10.18140,10.18140,9.59880,7.40100,0.22960,0.41530,0.95440,94.30090,2.99700,4.66290,1.69890,2.99700,32.49760,-0.2553,-0.4986
2022-06-30,417.41900,275.89400,141.52500,92.05800,92.05800,49.46700,-1.45400,48.01300,10.10800,37.90500,37.90500,,37.90500,59.32400,49.46700,31.42400,31.53500,1.21000,1.20000,1.71290,,0.23150,33.90480,11.85070,11.85070,11.50240,9.08080,0.23700,0.43460,1.00020,89.98600,3.82510,6.10250,2.15230,3.82510,31.53400,0.4509,0.1697
