Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,39.96700,29.96300,10.00400,25.51600,43.74600,-1.17000,74.08100,-64.07700,3.35200,-60.72500,,-60.72500,-60.72500,-60.72500,-51.06900,-64.07700,272.91500,272.91500,-0.22000,-0.22000,9.73770,0.66340,1.97110,25.03070,-160.32480,-160.32480,-151.93790,-151.93790,0.02760,0.45580,1.36020,66.16630,-13.40150,17.23360,-4.18780,-4.51060,1.65490,-0.1656,-0.1628
2024-06-30,36.01300,30.07500,5.93800,38.48500,45.87700,,181.78400,-175.84600,2.52700,-173.31900,,-173.31900,-173.31900,-173.31900,-71.89800,-175.84600,272.38500,272.38500,-0.64000,-0.64000,8.01300,0.64440,1.81210,16.48850,-488.28480,-488.28480,-481.26790,-481.26790,0.02390,0.43840,1.11040,81.05320,-35.17740,54.22340,-11.48200,-12.50910,1.80810,-0.1964,-0.2016
2024-03-31,38.81000,27.52800,11.28200,43.45500,43.75300,0.07000,92.64400,-81.36200,3.18400,-78.17800,,-78.17800,-78.17800,-78.17800,-73.37900,-81.36200,269.57800,269.57800,-0.29000,-0.29000,9.28050,0.57900,1.37520,29.06980,-209.64180,-209.64180,-201.43780,-201.43780,0.02320,0.40880,1.27990,70.31870,-12.04560,29.68320,-4.68150,-5.07140,2.38360,-0.28070,-0.29510
2023-12-31,58.35700,48.78600,9.57100,44.54400,45.99600,-1.16300,97.11900,-87.54800,4.81200,-82.73600,-0.71800,-82.01800,-82.01800,-82.01800,-78.60100,-87.54800,253.62900,253.62900,-0.31000,-0.31000,7.80860,0.55990,1.27230,16.40080,-150.02140,-150.02140,-141.77570,-140.54530,0.03340,0.86080,1.59380,56.46880,-11.69510,37.63310,-4.69740,-5.14690,2.61930,-0.2313,-0.2393
2023-09-30,55.69100,37.78900,17.90200,47.51400,43.43100,-8.70800,100.39400,-82.49200,4.91700,-77.57500,-10.70600,-66.86900,-66.86900,-66.86900,-81.01200,-82.49200,255.00100,255.00100,-0.26000,-0.26000,4.79610,0.53870,1.16790,32.14520,-148.12450,-148.12450,-139.29540,-120.07150,0.02930,0.55360,1.82680,49.26720,-8.75540,41.29300,-3.52250,-4.03860,2.95600,-0.245,-0.2479
2023-06-30,47.57300,32.02700,15.54600,46.17300,40.57300,-1.97500,88.72100,-73.17500,3.34200,-69.83300,,-69.83300,-69.83300,-69.83300,-72.26900,-73.17500,250.07000,250.07000,-0.28000,-0.28000,3.44700,,,32.67820,-153.81620,-153.81620,-146.79120,-146.79120,0.02570,0.47370,1.97940,45.46820,-10.87740,39.28630,-3.77960,-10.87740,2.56310,-0.1544,-0.1629
2023-03-31,38.90000,29.13900,9.76100,48.93900,39.81800,-12.25600,101.01300,-91.25200,3.23700,-88.01500,,-88.01500,-88.01500,-88.01500,-88.89100,-91.25200,242.03200,242.03200,-0.36000,-0.36000,3.69290,,,25.09250,-234.58100,-234.58100,-226.25960,-226.25960,0.02050,0.47030,1.31470,68.45780,-12.71680,68.83270,-4.64110,-12.71680,2.77070,-0.39120,-0.40660
2022-12-31,27.35300,22.21300,5.14000,42.62300,45.00300,-4.59800,92.22400,-87.08400,2.70000,-84.38400,,-84.38400,-84.38400,-84.38400,-83.85300,-87.08410,224.55000,224.55000,-0.37000,-0.37000,3.23570,0.61430,1.59300,18.79140,-318.37110,-318.37120,-308.49990,-308.49990,0.01550,0.44090,1.45600,61.81190,-14.99080,32.79400,-4.77530,-5.78140,2.48520,-0.272,-0.294
2022-09-30,32.31100,18.76400,13.54700,47.09200,36.79500,-4.28000,88.16700,-74.62000,-2.35100,-76.97100,,-76.97100,-76.97100,-76.97100,-70.69800,-74.62000,225.12300,225.12300,-0.34000,-0.34000,11.19300,0.58860,1.43080,41.92690,-230.94300,-230.94300,-238.21920,-238.21920,0.01780,0.43140,1.41990,63.38520,-12.28410,39.74190,-4.23160,-5.05350,2.77360,-0.2784,-0.2969
2022-06-30,35.46700,19.27400,16.19300,50.34800,39.25200,5.43800,84.16200,-67.96900,-3.42500,-71.39400,,-71.39400,-71.39400,-71.39400,-63.15700,-67.96900,224.49900,224.49900,-0.32000,-0.32000,11.49680,0.56800,1.31460,45.65650,-191.64010,-191.64010,-201.29700,-201.29700,0.01890,0.53360,1.31080,68.66160,-10.47010,51.50670,-3.80540,-4.52360,3.03390,-0.2663,-0.284
2022-03-31,33.17300,19.01800,14.15500,52.93700,39.80400,1.06300,91.67800,-77.52300,-3.97600,-81.49900,,-81.49900,-81.49900,-81.49900,-72.41400,-77.52300,222.28900,222.28900,-0.37000,-0.37000,16.86920,0.54960,1.22000,42.67020,-233.69310,-233.69310,-245.67870,-245.67870,0.01710,0.64200,1.19100,75.56390,-11.09470,94.60460,-4.20820,-4.99750,3.27460,-0.35550,-0.37190
2021-12-31,36.01900,19.25300,16.76600,42.57700,37.31900,-1.54600,81.44200,-64.67600,-3.47800,-68.15400,1.17500,-69.32900,-69.32900,-69.32900,-60.06800,-64.67600,204.13600,204.13600,-0.31000,-0.31000,15.35560,0.53110,1.13280,46.54770,-179.56080,-179.56080,-189.21690,-192.47900,0.01790,0.78270,1.48590,60.57050,-8.76490,231.35840,-3.45440,-4.10950,3.57950,-0.1752,-0.1899
