Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.00690,0.46750,-0.46070,0.49160,3.74880,4.24040,-4.70100,-2.27930,-6.98030,-6.98030,-6.98030,-12.84750,-2.84240,-4.70100,0.11570,0.11570,-111.07000,-111.07000,0.08570,,1.98690,-6721.36000,-68588.24000,-68588.24000,-101842.90000,-187445.60000,0.00020,5.25360,0.00560,16103.51000,-156.89470,-157.13850,-23.39300,-156.89330,8.37320,91.3401,91.3401
2024-06-30,0.04430,0.02310,0.02110,1.55340,4.44380,5.99720,-5.97600,-1.64790,-7.62390,-7.62390,-7.62390,-7.54960,-5.26120,-5.97600,0.04510,0.04510,-167.60000,-167.60000,0.07330,,1.01100,47.75050,-13497.11000,-13497.11000,-17218.99000,-17051.27000,0.00160,0.04090,0.10890,826.48530,-120.18920,-120.33610,-26.86930,-120.18860,127.24700,-35.0918,-35.0918
2024-03-31,0.07970,0.06580,0.01390,8.14530,3.40430,11.54950,-11.53570,-3.33300,-14.86870,-14.86870,-14.86870,-14.72970,-10.75620,-11.53570,0.04030,0.04030,-365.60000,-365.60000,0.09220,,0.62820,17.42090,-14477.47000,-14477.47000,-18660.51000,-18486.10000,0.00280,0.10570,0.18660,482.35390,-152.00470,-152.13820,-53.14890,-152.00430,234.99720,-148.01750,-148.01750
2023-12-31,0.08130,0.28590,-0.20460,4.30320,3.44310,7.74630,-7.95090,-3.02690,-10.97780,-10.97780,-10.97780,-11.12090,-5.91760,-7.95090,0.00760,0.00760,1194.94000,1194.94000,0.26700,,0.99890,-251.63310,-9780.05200,-9780.05200,-13503.36000,-13679.38000,0.00180,0.38350,0.01390,6479.52900,-68.41150,-68.45170,-24.62590,-68.41140,486.32470,547.224,548.154
2023-09-30,0.12450,0.10690,0.01760,0.89870,7.21400,8.11280,-8.09520,-1.65070,-9.74590,-9.74590,-9.74590,-9.91310,-7.21390,-8.09520,0.00510,0.00510,-1950.94000,-1950.94000,0.30490,,-0.95230,14.10920,-6502.90800,-6502.90800,-7828.91400,-7963.20100,0.01510,0.12460,0.34320,262.22800,230.85630,229.40280,-118.48310,230.85640,-458.87280,-1131.396,-1132.922
2023-06-30,0.22100,0.18570,0.03520,0.48480,3.78480,4.26970,-4.23440,-1.44760,-5.68200,-5.68200,-5.68200,-5.68200,-3.92150,-4.23440,0.00390,0.00390,-1471.60000,-1471.60000,0.22040,,-0.75360,15.94730,-1916.22600,-1916.22600,-2571.30500,-2571.30500,0.03030,0.18240,0.58280,154.42690,146.85050,144.84760,-77.90220,146.85040,-915.52910,-487.718,-487.256
2023-03-31,0.21840,0.17830,0.04010,1.38750,4.43450,5.82200,-5.78190,-0.20280,-5.98470,-5.98470,-5.98470,-5.98470,-5.64520,-5.78190,0.00290,0.00290,-2098.40000,-2098.40000,0.32880,,18.30310,18.36230,-2647.20600,-2647.20600,-2740.06200,-2740.06200,0.02860,0.23350,0.66380,135.57630,-8791.83300,49127.55000,-78.39920,-8792.24600,22.53440,-1385.71800,-1387.48900
2022-12-31,0.18560,0.17020,0.01540,3.08120,4.59030,8.21540,-8.20000,0.01690,-8.18320,-8.18320,-8.18320,-8.22080,-8.04100,-8.20000,0.00120,0.00120,5704.39900,5704.39900,1.30180,,,8.31380,-4418.22500,-4418.22400,-4409.12800,-4429.42900,0.01730,0.17910,0.35150,256.02110,-157.17790,-160.47600,-76.22710,-157.17790,1928.26200,-45.5426,-45.6929
2022-09-30,0.32310,0.23370,0.08940,1.57050,3.91110,5.48160,-5.39220,-2.16540,-7.55760,-7.55760,-7.55760,-7.55760,-3.73530,-5.39220,0.00090,0.00090,-8437.19900,-8437.19900,2.88690,,0.00630,27.68000,-1668.75500,-1668.75500,-2338.89700,-2338.89700,0.01680,0.16200,0.48750,184.61250,-59.53430,-60.16820,-39.40350,-59.53430,5443.89100,-429.2223,-436.6952
2022-06-30,0.21470,0.17490,0.03990,1.18790,4.62290,5.81080,-5.77100,-0.07900,-5.85000,-5.85000,-5.85000,-5.85000,-5.64140,-5.77100,0.00060,0.00060,-10272.00000,-10272.00000,0.51670,,0.34230,18.56280,-2687.72900,-2687.72900,-2724.54500,-2724.54500,0.02000,0.13120,0.52290,172.10430,-429.84530,-487.31490,-54.47100,-429.84470,0.02460,-2.7903,-2.9255
