Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.78460,1.67490,-2.46000,0.05210,-2.40780,-2.40780,-2.40780,-2.40780,-2.45960,-2.46000,1.10400,1.10400,-2.18000,-2.18000,3.68800,,,-70.56220,-70.56220,-51.45710,-70.56220,2.76300,-1.8904,-1.8904
2024-06-30,1.25370,1.21240,-2.46660,0.07360,-2.39300,-2.39300,-2.39300,-2.39300,-2.46610,-2.46660,1.06780,1.06780,-2.24890,-2.24890,3.71590,,,-59.94060,-59.94060,-43.85020,-59.94060,3.73900,-1.4322,-1.4322
2024-03-31,0.62900,1.12600,-1.75560,0.09230,-1.66330,-1.66330,-1.66330,-1.66330,-1.75500,-1.75560,1.06780,1.06780,-1.49930,-1.49930,8.20730,,,-26.86140,-26.86140,-23.59800,-26.86140,5.79910,-1.71980,-1.71980
2023-12-31,0.36110,0.90210,-1.26380,0.11980,-1.14410,-1.14410,-1.14410,-1.14410,-1.26320,-1.26380,0.89990,0.89990,0.26040,0.26040,10.27020,,,-14.87270,-14.87270,-13.42910,-14.87270,8.86220,-1.1601,-1.1605
2023-09-30,0.24390,0.89810,-1.14260,0.10610,-1.03650,-1.03650,-1.03650,-1.03650,-1.14200,-1.14260,1.02640,1.02640,-1.01000,-1.01000,16.46310,,,-11.85080,-11.85080,-11.13070,-11.85080,10.06850,0.0611,0.0621
2023-06-30,0.24100,0.78460,-1.02620,0.02320,-1.00300,-1.00300,-1.00300,-1.00300,-1.02560,-1.02620,0.78190,0.78190,-1.34930,-1.34930,9.40170,,,-31.58140,-31.58140,-28.18190,-31.58140,4.06170,-0.8578,-0.862
2023-03-31,3.23530,0.96470,-4.20020,-0.97330,-5.17360,-5.17360,-5.17360,-5.17360,-4.18650,-4.20020,0.71850,0.71850,-7.19640,-7.19640,11.05300,,,-127.26300,-127.26300,-115.42840,-127.26300,5.19910,-1.96620,-1.96620
2022-12-31,0.11680,0.95930,-1.07690,-3.94400,-5.01940,-5.01940,-5.01940,-5.01940,-0.97160,-1.07690,0.52630,0.52630,-9.44530,-9.44530,0.54520,-0.11070,-0.10760,90.42090,90.42090,-645.02290,100.43200,-10.15690,-0.5836,-0.5837
2022-09-30,0.05640,0.91590,-0.97280,-0.05330,-1.02610,-1.02610,-1.02610,-1.02610,-0.95380,-0.97280,0.53610,0.53610,-1.94900,-1.94900,,,,,,,,,-0.7411,-0.7454
2022-06-30,0.20220,0.28010,-0.48230,-0.00970,-0.49210,-0.49210,-0.49210,-0.50210,-0.47400,-0.48230,0.51490,0.51490,-1.04950,-1.04950,,,,,,,,,-0.8775,-0.8775
2022-03-31,0.01790,0.15270,-0.17050,-0.00610,-0.17660,-0.17660,-0.17660,-0.17660,-0.16800,-0.17050,0.50030,0.50030,-0.29990,-0.29990,,,,,,,,,-0.08740,-0.08740
