Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,7.28790,0.49030,6.79760,,3.85820,,6.55700,0.24060,0.49380,0.73440,0.36840,0.36600,0.36600,0.36600,2.93940,0.24060,21.94850,22.15530,0.02000,0.02000,2.02210,93.27210,3.30160,3.30160,10.07720,5.02230,0.05980,1.63040,55.20100,0.37210,0.37210,0.30050,0.37210,4.50170,0.1216,0.0201
2024-06-30,7.30780,0.65000,6.65790,,3.44170,,5.49000,1.16780,0.10690,1.27470,0.45900,0.81570,0.81570,0.84090,3.13470,1.16780,21.92180,22.02950,0.04000,0.04000,2.47310,91.10590,15.97980,15.97980,17.44260,11.50690,0.06030,1.47790,60.89640,0.81860,0.81860,0.67330,0.81860,4.54550,0.2442,-0.17
2024-03-31,7.98670,0.55260,7.43420,,3.64910,,6.02950,1.40470,0.15630,1.56090,0.05410,1.50690,1.50690,1.50690,3.56890,1.40470,21.99420,21.99420,0.07000,0.07000,2.33730,93.08140,17.58780,17.58780,19.54420,18.86750,0.06390,1.57790,57.03900,1.50900,1.50900,1.20480,1.50900,4.55730,0.16780,-0.75720
2023-12-31,8.56280,0.60570,7.95710,,3.35210,,6.25640,1.70070,1.81250,3.51320,0.91720,2.59600,2.59600,2.63960,4.34280,1.70070,22.49680,22.51170,0.12000,0.12000,5.20890,92.92650,19.86130,19.86130,41.02840,30.82590,0.06900,1.42350,63.22580,2.58010,2.58010,2.09280,2.58010,4.54190,0.1607,0.0528
2023-09-30,6.31050,0.63170,5.67880,,3.54000,,4.93200,0.74680,0.35210,1.09890,0.71020,0.38880,0.38880,0.38880,1.90780,0.74680,22.11900,22.17870,0.02000,0.02000,7.32740,89.98940,11.83420,11.83420,17.41440,6.16070,0.05270,1.57520,57.13710,0.39090,0.39090,0.32460,0.39090,4.49480,0.1995,0.0739
2023-06-30,6.50010,0.57090,5.92920,,3.21690,-1.44990,6.28250,-0.35330,1.03000,0.67670,0.24610,0.43060,0.43060,0.38470,0.91910,-0.35330,22.74930,22.78400,0.02000,0.02000,9.95520,91.21660,-5.43510,-5.43510,10.41100,5.91850,0.05370,1.49250,60.29980,0.41950,0.41950,0.35540,0.41950,4.55060,0.1187,-0.4416
2023-03-31,9.35630,0.65130,8.70490,,3.60780,,5.38080,3.32410,1.53260,4.85670,1.32690,3.52980,3.52980,3.52980,5.09710,3.32410,22.99090,23.02770,0.15000,0.15000,9.90060,93.03850,35.52830,35.52830,51.90900,37.72680,0.07500,1.94710,46.22340,3.35620,3.35620,2.82780,3.35620,4.59690,0.32910,0.29510
2022-12-31,15.21570,0.62150,14.59420,0.00240,3.30480,,4.84670,9.74740,1.66990,11.41740,2.06000,9.35730,9.35730,9.36160,11.28700,9.74740,23.31960,23.40620,0.40000,0.42000,8.91780,95.91540,64.06180,64.06180,75.03680,61.52580,0.12280,2.11290,42.59580,8.97630,8.97630,7.55460,8.97630,4.50950,0.3541,0.2638
2022-09-30,21.24390,0.60070,20.64330,0.00240,4.54010,,6.24850,14.39470,-0.89030,13.50450,3.89600,9.60850,9.60850,9.57390,16.10080,14.39470,23.01170,23.16970,0.42000,0.41000,4.83670,97.17250,67.75930,67.75930,63.56860,45.06670,0.17730,2.10970,42.65960,9.99440,9.99440,8.01940,9.99440,4.17780,0.6079,0.5712
2022-06-30,19.90300,0.54120,19.36180,0.00240,3.91120,0.22160,5.49570,13.86610,0.73650,14.60260,4.01960,10.58300,10.58300,10.56380,15.66980,13.86610,23.57680,23.82210,0.45000,0.44000,4.79000,97.28070,69.66830,69.66830,73.36860,53.07660,0.17960,2.00420,44.90680,11.88310,11.88310,9.55140,11.88310,3.85840,0.3389,0.2496
2022-03-31,13.60010,0.52440,13.07570,0.00240,2.71890,,4.11050,8.96520,-0.97740,7.98780,2.18190,5.80590,5.80590,5.81130,10.35440,8.96520,23.67780,23.86240,0.25000,0.24000,3.92780,96.14430,65.92010,65.92010,58.73330,42.72980,0.12820,2.10260,42.80440,6.91640,6.91640,5.47380,6.91640,3.54090,0.32280,0.20290
2021-12-31,13.77180,1.81790,11.95380,0.00570,1.94030,,3.06540,8.88850,1.91070,10.79910,2.81860,7.98050,7.98050,7.97800,10.33960,8.88850,23.70520,23.85710,0.34000,0.34000,4.19650,86.79950,64.54110,64.54110,78.41490,57.93010,0.13850,2.99590,30.04140,10.06840,10.06840,8.02360,10.06840,3.34900,0.2696,0.2445
2021-09-30,13.10110,0.13890,12.96220,0.01160,4.00220,,5.86070,7.10150,-5.06190,2.03950,0.64310,1.39650,1.39650,1.39650,8.94840,7.10150,23.56430,23.77290,0.06000,0.06000,2.26990,98.93990,54.20530,54.20530,15.56770,10.65910,0.13620,1.75250,51.35640,1.96610,1.96610,1.45170,1.96610,3.02490,0.2312,0.1423
2021-06-30,7.08980,0.17350,6.91630,0.01150,4.06850,,5.72610,1.19030,-1.84110,-0.65080,-0.16580,-0.48500,-0.48500,-0.48480,2.83640,1.19030,23.77920,23.77920,-0.02000,-0.02000,3.40390,97.55220,16.78850,16.78850,-9.17900,-6.83770,0.07820,2.00940,44.78990,-0.68660,-0.68660,-0.53480,-0.68660,2.97810,0.1037,0.0547
2021-03-31,8.44130,0.19090,8.25040,0.01150,3.12380,,4.81830,3.43210,0.44800,3.88010,1.14460,2.73560,2.73560,2.73580,5.11500,3.43210,23.94720,24.03010,0.11000,0.11000,4.60810,97.73800,40.65860,40.65860,45.96610,32.40980,0.09360,2.43790,36.91720,3.82780,3.82780,3.03270,3.82780,2.99480,0.23410,0.21110
