Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.43600,1.83360,-2.26960,-0.13160,-2.40130,,-2.40130,-2.40130,-2.40130,-2.26790,-2.26960,0.98800,0.98800,-2.43000,-2.43000,0.03380,-34.17040,20.66380,-12.36240,-34.17040,6.54310,0.4032,0.4032
2024-06-30,0.70900,2.04490,-2.75400,-0.00010,-2.75400,0.00970,-2.76370,-2.76370,-2.76370,-2.75140,-2.75400,0.83500,0.83500,-3.31000,-3.31000,0.06420,-32.06180,27.56070,-14.19520,-32.06180,10.32340,-0.763,-0.763
2024-03-31,0.51290,2.31370,-2.82660,-0.00010,-2.82670,,-2.82670,-2.82670,-2.82670,-2.82400,-2.82660,0.62400,0.62400,-4.53000,-4.53000,0.30260,-25.18670,38.07170,-13.05610,-25.18670,13.44090,-6.05220,-6.05220
2023-12-31,12.41540,1.51910,-13.93450,-0.00010,-13.93460,-0.59700,-13.33750,-13.33750,-13.33850,-13.93190,-13.93450,0.09750,0.09750,770.48010,770.48010,0.32890,-120.43350,176.11240,-60.31180,-120.43350,27.54880,-28.2745,-28.2745
2023-09-30,0.67390,2.22870,-2.90270,-0.00020,-2.90290,0.00050,-2.90340,-2.90340,-2.93480,-2.90010,-2.90270,0.09700,0.09700,-30.18000,-30.18000,0.17130,-14.73520,26.15060,-8.83770,-14.73520,158.32220,36.812,36.812
2023-06-30,70.50080,3.92920,-86.32500,-0.00030,-86.32530,-7.81220,-78.51310,-78.51310,-86.42890,-74.42740,-86.32500,0.05100,0.05100,-1694.12000,-1694.12000,0.10640,-391.35930,730.72710,-245.44700,-391.35930,296.38570,78.5356,78.5356
2023-03-31,1.05590,3.53610,-4.59210,0.00110,-4.59100,-1.04710,-3.54400,-3.54400,-3.54400,-4.58950,-4.59210,0.02600,0.02600,-135.88000,-135.88000,0.33040,-3.64990,23.81210,-3.08290,-3.64990,3685.46200,-176.51740,-176.51740
2022-12-31,1.68800,3.49900,-5.18700,-0.23680,-5.42300,-0.74500,-4.67800,-4.67800,-4.67800,-5.18440,-5.18700,0.02580,0.02580,-652.38320,-652.38320,0.77710,-4.69380,37.97580,-3.94750,-4.69380,3862.90700,-173.8947,-173.8947
2022-09-30,2.33410,1.06100,-3.39520,-0.29750,-3.69260,,-3.69260,-3.69260,-13.37730,-3.38950,-3.39520,0.06910,0.06910,-192.30770,-192.30770,,,,,,,-5.6261,-5.6261
2022-06-30,0.71940,1.16400,-1.88340,-0.12080,-2.00420,,-2.00420,-2.00420,-2.33540,-1.87650,-1.88340,0.06910,0.06910,-34.96500,-34.96500,,,,,,,-4.565,-4.565
2022-03-31,1.06700,2.30140,-3.36830,-0.38020,-3.74850,,-3.74850,-3.74850,-3.74850,-3.33350,-3.36830,0.06910,0.06910,-55.94410,-55.94410,,,,,,,-5.41030,-5.41030
2021-12-31,,,,,,,,,,,,,,,0.00000,,,,,,,0,0
2021-09-30,,,,,,,,,,,,,,,0.00000,,,,,,,0,0
