Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,7.18100,3.00400,,-10.18500,-0.36800,-10.55300,-10.55300,-10.55300,-10.55300,-10.20000,-10.18500,39.57400,39.57400,-0.27000,-0.27000,0.76300,,-2.55570,,,,,,,,,159.48300,159.48320,-48.05990,159.48320,-0.16650,-0.1773,-0.1773
2024-06-30,,,6.54800,3.04100,,-9.58900,-0.24100,-9.83000,-9.83000,-9.83000,-9.83000,-9.71600,-9.58900,39.40500,39.40500,-0.25000,-0.25000,1.08450,,7.01830,,,,,,,,,353.46600,-368.02680,-31.38370,-368.02690,0.06780,-0.249,-0.249
2024-03-31,,,9.95600,3.92000,,-13.87600,4.73500,-9.14100,-9.14100,-9.14100,-9.14100,-14.10300,-13.87600,39.32400,39.32400,-0.23000,-0.23000,1.35360,,1.68570,,,,,,,,,-162.42000,-82.50000,-22.11500,-82.50000,0.28210,-0.19960,-0.19960
2023-12-31,,,9.40700,4.15400,,-13.56100,-0.20400,-13.76500,-13.76500,-13.76500,-13.76500,-13.91300,-13.56100,38.62400,38.62400,-0.35000,-0.35000,1.43240,,1.37970,,,,,,,,,-106.97910,-75.14060,-24.28030,-75.14060,0.46860,-0.2608,-0.2608
2023-09-30,,,8.15800,4.31700,,-12.47500,-0.12500,-12.60000,-12.60000,-12.60000,-12.60000,-12.86500,-12.47500,38.68400,38.68400,-0.33000,-0.33000,1.76900,,0.83910,,,,,,,,,-51.31130,-41.98880,-18.96530,-41.98880,0.77690,-0.2707,-0.2694
2023-06-30,,,8.19700,4.25300,,-12.45000,-0.03400,-12.48400,-12.48400,-12.48400,-12.48400,-12.86900,-12.45000,38.56000,38.56000,-0.32000,-0.32000,4.90070,0.33770,0.61490,,,,,,,,,-35.33540,-30.61150,-16.24270,-20.27510,1.05710,-0.2064,-0.2113
2023-03-31,,,7.60700,4.60000,,-12.20700,-0.00200,-12.20900,-12.20900,-12.20900,-12.20900,-12.60800,-12.20700,38.45900,38.45900,-0.32000,-0.32000,7.15700,0.30880,0.48870,,,,,,,,,-26.73840,-23.88630,-14.23280,-16.51050,1.33070,-0.29490,-0.29490
2022-12-31,,,6.70300,4.87100,,-11.57400,1.24800,-10.32600,-10.32600,-10.32600,-10.32600,-11.96800,-11.57400,37.79100,37.79100,-0.27000,-0.27000,9.36440,0.28930,0.40710,,,,,,,,,-18.55490,-16.89930,-10.75730,-12.00980,1.59350,-0.2074,-0.2074
2022-09-30,,,7.13900,10.93900,,-18.07800,0.33500,-17.74300,-17.74300,-17.74300,-17.74300,-18.20800,-18.07800,37.70600,37.70600,-0.47000,-0.47000,8.48830,0.06700,0.07180,,,,,,,,,-28.45250,-26.16500,-21.58570,-24.41220,1.78910,-0.1883,-0.1883
2022-06-30,,,6.32400,4.18100,,-10.50500,-0.07700,-10.58200,-10.58200,-10.58200,-10.58200,-10.45100,-10.50500,37.59900,37.59900,-0.28000,-0.28000,11.96030,0.05940,0.06310,,,,,,,,,-14.78950,-13.74230,-11.86920,-12.92650,2.05050,-0.2398,-0.241
