Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,852.00000,211.00000,641.00000,149.00000,290.00000,-64.00000,503.00000,138.00000,15.00000,153.00000,35.00000,118.00000,118.00000,116.00000,156.00000,138.00000,259.66000,281.00300,0.45000,0.42000,3.05980,75.23470,16.19720,16.19720,17.95780,13.61500,0.21700,0.89780,100.24650,4.10860,4.72760,3.00560,4.10860,11.17570,0.586,0.5441
2024-06-30,823.00000,200.00000,623.00000,185.00000,317.00000,-69.00000,571.00000,52.00000,16.00000,68.00000,7.00000,61.00000,61.00000,58.00000,67.00000,52.00000,265.54200,265.54200,0.22000,0.20000,3.44670,75.69870,6.31830,6.31830,8.26250,7.04740,0.20440,0.92680,97.10810,2.00720,2.29580,1.51480,2.00720,11.53000,0.9668,0.87
2024-03-31,820.00000,206.00000,614.00000,115.00000,282.00000,-73.00000,470.00000,144.00000,21.00000,165.00000,35.00000,130.00000,130.00000,128.00000,159.00000,144.00000,274.76300,302.12600,0.47000,0.43000,3.78070,74.87810,17.56100,17.56100,20.12200,15.60980,0.20010,0.89420,100.64630,4.13880,4.72380,3.17310,4.13880,11.82030,0.34750,0.30120
2023-12-31,803.00000,195.00000,608.00000,205.00000,286.00000,-71.00000,562.00000,46.00000,26.00000,72.00000,-63.00000,135.00000,135.00000,375.00000,59.00000,46.00000,130.61600,130.61600,8.43000,8.43000,4.50890,75.71610,5.72850,5.72850,8.96640,46.69990,0.16990,0.94140,95.60400,3.60000,4.02380,2.85590,3.60000,13.43870,0.803,0.7861
2023-09-30,764.00000,203.00000,561.00000,1850.00000,1023.00000,-145.00000,3018.00000,-2457.00000,18.00000,-2439.00000,-440.00000,-1999.00000,-1999.00000,-1999.00000,-2442.00000,-2457.00000,95.83600,95.83600,-20.86000,-20.86000,4.49930,73.42930,-321.59690,-321.59690,-319.24080,-261.64920,0.17280,0.90840,99.07070,-57.37660,-64.81840,-45.21600,-57.37660,12.43900,0.3347,0.2426
2023-06-30,716.00000,189.00000,527.00000,130.00000,217.00000,-61.00000,408.00000,119.00000,23.00000,142.00000,28.00000,114.00000,114.00000,0.00000,134.00000,119.00000,72.26600,72.26600,,0.00000,,73.60340,16.62010,16.62010,19.83240,,,,,,,,,,2.3789,2.1992
2023-03-31,759.00000,177.00000,582.00000,127.00000,238.00000,-67.00000,432.00000,150.00000,14.00000,164.00000,36.00000,128.00000,128.00000,,164.00000,150.00000,72.17900,72.17900,,0.00000,,76.67980,19.76290,19.76290,21.60740,,,,,,,,,,0.96980,0.84510
2022-12-31,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,-3.1662,-2.8746
2022-09-30,668.00000,183.00000,485.00000,127.00000,268.00000,-57.00000,452.00000,33.00000,,33.00000,-3.00000,36.00000,36.00000,,33.00000,33.00000,72.01000,72.01000,,0.00000,,72.60480,4.94010,4.94010,4.94010,,,,,,,,,,3.1662,2.8746
2021-12-31,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0,0
2020-12-31,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0,0
