Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1031.00000,730.60000,300.40000,207.50000,221.50000,78.90000,-16.00000,62.90000,15.40000,47.50000,47.50000,,47.50000,102.30000,78.90000,44.50000,45.00000,1.07000,1.06000,2.24800,0.36830,0.58300,29.13680,7.65280,7.65280,6.10090,4.60720,0.30040,1.50200,59.91850,2.67700,-8.28100,1.38420,1.69110,40.14480,3.1047,2.9207
2024-06-30,1034.70000,733.60000,301.10000,205.60000,220.69990,80.40000,-15.80000,64.60000,17.40000,47.20000,47.20000,,47.20000,104.90000,80.40000,45.70000,46.10000,1.03000,1.02000,2.34270,0.36420,0.57270,29.10020,7.77040,7.77040,6.24340,4.56170,0.29980,1.43430,62.74860,2.61080,-8.52760,1.36780,1.66000,40.08650,1.9946,1.8756
2024-03-31,1049.00000,752.80000,296.20000,210.20000,225.30000,70.90000,-17.60000,53.30000,15.20000,38.10000,38.10000,,38.10000,95.40000,70.90000,46.50000,46.90000,0.82000,0.81000,2.51120,0.35760,0.55670,28.23640,6.75880,6.75880,5.08100,3.63200,0.30070,1.44630,62.22780,2.04680,-7.39090,1.09210,1.31480,40.29000,1.56290,1.33260
2023-12-31,1074.10000,769.20020,304.89970,203.60000,221.49990,83.39980,-16.70000,66.70000,16.40000,50.30000,50.30000,,50.30000,109.09980,83.40000,48.30000,48.70000,1.08000,1.06000,2.46970,0.35390,0.54790,28.38660,7.76460,7.76460,6.20990,4.68300,0.30300,1.44860,62.13110,2.65840,-10.06200,1.41910,1.71750,40.51610,2.3468,2.2031
2023-09-30,1116.80000,794.40000,322.40000,206.00000,223.80000,98.60000,-18.50000,80.10000,20.70000,59.40000,59.40000,,59.40000,123.40000,98.60000,48.10000,48.40000,1.23000,1.23000,2.24260,0.35210,0.54360,28.86820,8.82880,8.82880,7.17230,5.31880,0.31210,1.38800,64.84060,3.11210,-11.86810,1.65970,2.01620,40.18320,3.1123,2.9022
2023-06-30,1130.90000,804.60000,326.30000,210.50000,228.40000,97.90000,-15.80000,82.10000,22.00000,60.10000,60.10000,,60.10000,122.80000,97.90000,49.00000,49.20000,1.23000,1.22000,2.33390,0.34960,0.53760,28.85310,8.65680,8.65680,7.25970,5.31440,0.31760,1.36430,65.96600,3.11950,-11.99840,1.68760,2.02880,39.72370,2.3063,2.0758
2023-03-31,1128.80000,802.40000,326.40000,224.10000,242.20000,84.20010,-15.40000,68.80000,19.30000,49.50000,49.50000,,49.50000,109.10010,84.20010,49.30000,49.80000,1.00000,0.99000,2.40170,0.34990,0.53830,28.91570,7.45930,7.45930,6.09500,4.38520,0.32020,1.37190,65.60240,2.57340,-9.49190,1.40410,1.67290,39.09550,1.61650,1.38150
2022-12-31,1150.40000,810.29990,340.10020,229.90000,249.70010,90.40000,-14.40000,76.00000,20.40000,55.60000,55.60000,0.00000,55.60000,117.00000,90.39990,50.60000,51.30000,1.12000,1.10000,2.22020,0.35940,0.56100,29.56360,7.85810,7.85810,6.60640,4.83310,0.32080,1.34770,66.78020,2.92430,-9.92330,1.55060,1.87340,38.41010,1.4142,1.2157
2022-09-30,1197.90000,839.00000,358.90000,232.60000,250.50000,108.40000,-12.10000,96.30000,25.20000,71.10000,71.10000,2.10000,73.20000,133.40000,108.40000,50.10000,50.70000,1.46000,1.44000,2.27500,0.36390,0.57210,29.96080,9.04920,9.04920,8.03910,6.11070,0.33170,1.36450,65.95790,3.76370,-15.38300,1.96890,2.39400,37.78200,1.7873,1.6114
2022-06-30,1141.80000,797.80000,344.00010,220.40000,233.90000,110.10010,-10.10000,100.00000,27.40000,72.60000,72.60000,-0.10000,72.50000,129.80010,110.10010,51.00000,51.60000,1.42000,1.41000,2.77480,0.35790,0.55740,30.12790,9.64270,9.64270,8.75810,6.34960,0.32400,1.35410,66.46350,3.91140,-44.13370,2.05990,2.51160,36.82740,1.7278,1.5547
2022-03-31,1091.00000,764.40000,326.60000,212.10000,226.00000,100.60000,-9.30000,91.30000,23.70000,67.60000,67.60000,-0.80000,66.80000,120.70000,100.60000,51.60000,52.30000,1.30000,1.28000,2.98880,0.35620,0.55330,29.93580,9.22090,9.22090,8.36850,6.12280,0.31250,1.40630,63.99820,3.61650,-38.76150,1.93630,2.32830,36.43670,1.07070,0.88720
2021-12-31,1053.80000,740.10000,313.69990,202.40000,218.20020,95.49980,-9.30000,86.20000,20.80000,65.40000,65.40000,19.60000,85.00000,117.59980,95.49980,52.70000,53.50000,1.63000,1.59000,2.90400,0.35660,0.55430,29.76850,9.06240,9.06240,8.17990,8.06600,0.30080,1.48800,60.48400,3.50600,-34.06250,1.86710,2.25570,36.01160,-1.5461,-1.7153
2021-09-30,1073.80000,765.10000,308.70010,192.70000,208.60000,100.10000,-9.60000,90.50000,24.20000,66.30000,66.30000,145.70000,212.00000,124.20000,100.10000,52.70000,53.40000,4.02000,3.97000,2.40640,0.36040,0.56340,28.74840,9.32200,9.32200,8.42800,19.74300,0.29610,1.53910,58.47740,3.61430,-27.84550,1.82820,2.31180,35.07460,1.3689,1.2161
2021-06-30,974.90000,698.60000,276.30000,176.40000,188.40000,87.90000,-9.40000,78.50000,21.20000,57.30000,57.30000,6.90000,64.20000,109.30000,87.90000,53.20000,53.90000,1.21000,1.19000,2.75200,0.37540,0.60110,28.34140,9.01630,9.01630,8.05210,6.58530,0.28190,1.56060,57.67050,3.33180,-24.78370,1.65660,2.08100,32.32710,1.5669,1.4135
2021-03-31,907.00000,663.30000,243.70000,164.30000,176.30000,67.40000,-9.20000,58.20000,15.40000,42.80000,42.80000,5.90000,48.70000,89.40000,67.40000,53.00000,53.70000,0.92000,0.91000,2.50450,0.38580,0.62810,26.86880,7.43110,7.43110,6.41680,5.36930,0.27200,1.40210,64.19070,2.60060,-9.56850,1.28360,1.59730,30.93610,2.23090,2.05770
2020-12-31,775.30020,572.79990,202.50020,121.00000,134.80010,67.70020,-9.30000,58.40000,14.80000,43.60000,43.60000,11.80000,55.40000,91.80020,67.70020,52.70000,53.30000,1.04000,1.03000,2.38920,0.39440,0.65110,26.11890,8.73210,8.73210,7.53260,7.14560,0.23650,1.28620,69.97550,2.74710,-14.36570,1.33010,1.66380,30.00190,1.5964,1.5187
2020-09-30,904.40000,668.10000,236.30000,150.10000,162.80000,73.50000,-9.30000,64.20000,17.50000,46.70000,46.70000,5.60000,52.30000,96.10000,73.50000,52.50000,53.00000,1.00000,0.99000,2.40040,0.40400,0.67790,26.12780,8.12690,8.12690,7.09860,5.78280,0.28160,1.33690,67.32090,3.06390,-8.28750,1.45410,1.82610,28.86740,1.6528,1.5453
2020-06-30,831.90000,604.40000,227.50000,146.00000,158.40000,69.10000,-9.70000,59.40000,15.90000,43.50000,43.50000,5.30000,48.80000,90.70000,69.10000,52.50000,53.00000,0.93000,0.92000,2.39180,0.41480,0.70890,27.34700,8.30630,8.30630,7.14030,5.86610,0.27140,1.35910,66.22070,2.98540,-7.70180,1.41900,1.74700,27.75430,3.5182,3.3787
2020-03-31,990.50000,709.60000,280.90000,197.90000,210.00000,70.90000,-11.40000,59.50000,15.70000,43.80000,43.80000,,43.80000,92.30000,70.90000,52.80000,53.30000,0.83000,0.82000,2.18630,0.43230,0.76130,28.35940,7.15800,7.15800,6.00710,4.42200,0.32830,1.45020,62.05960,3.12970,-6.90200,1.45150,1.77690,26.70800,1.20260,0.91560
2019-12-31,516.90010,385.90010,131.00000,70.20000,81.70000,49.30000,-30.60000,18.70000,4.50000,14.20000,14.20000,25.10000,39.30000,71.70000,49.29990,52.80000,53.40000,0.74000,0.73000,2.32180,0.42860,0.75010,25.34340,9.53760,9.53760,3.61770,7.60300,0.17570,0.79680,112.94830,1.03180,-2.41830,0.48280,0.58960,26.01510,1.5244,1.3389
2019-09-30,1002.70000,711.30000,291.40000,188.60000,200.50000,90.90000,-12.70000,78.20000,20.70000,57.50000,57.50000,-0.10000,57.40000,113.10000,90.90000,52.80000,53.40000,1.09000,1.08000,2.11400,0.42530,0.73990,29.06150,9.06550,9.06550,7.79890,5.72450,0.35410,1.54140,58.38740,4.31840,-9.94640,2.03070,2.48200,25.26570,1.7097,1.5806
2019-06-30,972.30000,687.10000,285.20000,198.80000,211.89990,73.30010,-14.00000,59.30000,16.20000,43.10000,43.10000,,43.10000,96.40010,73.30010,52.80000,53.40000,0.82000,0.81000,2.13510,0.44420,0.79930,29.33250,7.53880,7.53880,6.09890,4.43280,0.34740,1.56440,57.52850,3.35750,-6.74700,1.53980,1.86600,24.31250,1.804,1.6472
2019-03-31,923.70000,659.80000,263.90000,187.40000,201.20000,62.70000,-14.50000,48.20000,13.30000,34.90000,34.90000,,34.90000,86.20000,62.70000,52.60000,53.20000,0.66000,0.66000,2.20400,0.47440,0.90260,28.56990,6.78790,6.78790,5.21810,3.77830,0.32820,1.49300,60.28260,2.84360,-4.90440,1.24000,1.49460,23.24430,0.82710,0.68610
2018-12-31,929.69990,657.70010,271.99980,183.60000,197.40000,74.59980,-14.30000,60.30000,14.30000,46.00000,46.00000,-0.10000,45.90000,98.29980,74.59990,52.30000,53.10000,0.88000,0.87000,2.22680,0.48210,0.93090,29.25680,8.02410,8.02410,6.48600,4.93710,0.34590,1.51470,59.41920,3.89140,-6.32130,1.71140,2.01530,22.51620,1.1935,1.07
2018-09-30,906.40000,636.30000,270.10000,177.30000,195.90000,74.20010,-14.60000,59.60000,10.50000,49.10000,49.10000,,49.10000,102.50010,74.20010,52.40000,53.00000,0.94000,0.93000,2.21880,0.50530,1.02150,29.79920,8.18620,8.18620,6.57550,5.41700,0.34020,1.58220,56.88190,4.34580,-6.18880,1.84270,2.14980,21.53810,1.7378,1.5962
