Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-09-30,29.38800,9.51600,19.87200,12.16500,12.16500,7.70700,7.70700,2.30600,5.40100,5.40100,5.40100,8.39000,8.45600,0.64000,0.64000,0.22200,0.28540,39.40590,27.61530,0.00990,2.84090,2.95670,0.27220,2.21020,22.64620,1.1967,1.1921
2023-06-30,28.30700,8.52600,19.78100,12.04700,12.04700,7.73400,7.73400,2.29400,5.44000,5.44000,5.44000,8.37000,8.41400,0.65000,0.65000,0.22740,0.29430,39.99590,28.13260,0.00960,2.95280,3.07720,0.27120,2.28130,21.97460,1.5564,1.5552
2023-03-31,26.64600,6.78200,19.86400,12.20100,12.20100,7.66300,7.66300,2.21200,5.45100,5.45100,5.45100,8.33900,8.49200,0.65000,0.64000,0.41980,0.72350,39.28540,27.94530,0.00950,3.05270,3.18590,0.26580,1.77130,21.37180,0.32050,0.31750
2022-12-31,29.44200,5.62000,23.82200,12.81300,12.81300,11.00900,11.00900,3.34000,7.66900,7.66900,7.66900,8.30600,8.40400,0.93000,0.90000,0.23920,0.31440,48.45080,33.75140,0.01110,4.45210,4.65400,0.37550,3.38730,20.67380,1.6081,1.6071
2022-09-30,22.65200,2.80500,19.84700,12.01700,12.01700,7.83000,7.83000,2.30800,5.52200,5.52200,5.52200,8.32300,8.40600,0.66000,0.66000,0.48440,0.93940,41.10880,28.99140,0.00930,3.36590,3.52670,0.26960,1.73550,19.69960,0.8131,0.8088
2022-06-30,19.10000,1.48300,17.61700,11.74400,11.74400,5.87300,5.87300,1.62900,4.24400,4.24400,4.24400,8.29500,8.39600,0.51000,0.51000,0.49260,0.97070,35.18450,25.42540,0.00890,2.67350,2.80590,0.22510,1.35660,19.08670,1.0444,1.035
2022-03-31,18.45800,1.39800,17.06000,11.86600,11.86600,5.19400,5.19400,1.52100,3.67300,3.67300,3.67300,8.27700,8.39300,0.44000,0.44000,0.35810,0.55790,32.24080,22.79950,0.00870,2.37630,2.49750,0.19750,1.52530,18.68830,-0.05500,-0.05850
2021-12-31,16.53700,1.57600,14.96100,10.51300,10.51300,4.44800,4.44800,1.26700,3.18100,3.18100,3.18100,8.22300,8.29300,0.39000,0.38000,0.51550,1.06410,30.76710,22.00320,0.00720,2.11010,2.22070,0.15790,1.02230,18.24230,0.6633,0.6614
2021-09-30,16.84100,1.69800,15.14300,10.81300,10.81300,4.33000,4.33000,1.11400,3.21600,3.21600,3.21600,8.24400,8.31100,0.39000,0.39000,0.48480,0.94100,29.17200,21.66680,0.00720,2.18420,2.30180,0.15690,1.12530,17.84720,0.4996,0.5763
2021-06-30,16.13500,1.59300,14.54200,8.73500,8.73500,5.80700,5.80700,1.64500,4.16200,4.16200,4.16200,8.21000,8.29500,0.51000,0.50000,0.14690,0.17210,37.12440,26.60790,0.00840,2.89550,3.05560,0.22270,2.47020,17.46760,0.382,0.2941
2021-03-31,15.95300,1.69600,14.25700,10.38000,10.38000,3.87700,3.87700,1.06800,2.80900,2.80900,2.80900,8.18000,8.24200,0.34000,0.34000,0.53410,1.14640,27.77820,20.12610,0.00720,2.01830,2.13390,0.14420,0.94030,16.99370,0.40960,0.40090
2020-12-31,15.66400,1.98500,13.67900,11.11700,11.11700,2.56200,2.56200,0.77700,1.78500,1.78500,1.78500,8.13100,8.16900,0.22000,0.22000,0.61080,1.56910,19.73960,13.75300,0.00680,1.30860,1.38530,0.09370,0.50930,16.69240,0.2436,0.2135
2020-09-30,14.21600,2.00000,12.21600,11.39500,11.39500,0.82100,0.82100,0.32600,0.49500,0.49500,0.49500,8.14200,8.16900,0.06000,0.06000,0.73730,2.80610,7.22330,4.35510,0.00580,0.36780,0.38970,0.02510,0.09660,16.51470,0.7616,0.569
