Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2014-06-30,13.39800,1.29500,12.10300,6.49200,6.76100,5.34200,,5.34200,1.23300,4.10900,4.10900,4.10900,6.94800,6.96100,0.59000,0.59000,,46.85140,36.03750,0.01010,2.62060,2.75710,0.36410,2.62060,22.56710,0.3969,0.3691
2014-03-31,13.35300,1.31500,12.03800,6.01600,6.28500,5.75300,,5.75300,1.34900,4.40400,4.40400,4.40400,6.94800,6.96400,0.63000,0.63000,,48.20280,36.89990,0.01060,2.87060,3.02910,0.39210,2.87060,22.08070,0.93710,1.00170
2013-12-31,13.70500,1.34000,12.36500,5.98800,6.25700,6.10800,,6.10800,1.48600,4.62200,4.62200,4.62200,6.94800,6.96800,0.66000,0.66000,,50.21790,38.00050,0.01100,3.16810,3.35920,0.41620,3.16810,20.99770,0.753,0.7403
2013-09-30,13.69400,1.38800,12.30600,6.17700,6.44600,5.86000,,5.86000,1.34300,4.51700,4.51700,4.51700,6.94800,6.97300,0.65000,0.65000,,48.82110,37.63230,0.01110,3.08760,3.27970,0.41920,3.08760,21.05560,1.0293,1.0378
2013-06-30,13.80100,1.54800,12.25300,6.22300,6.49200,5.76100,,5.76100,1.32600,4.43500,4.43500,4.43500,6.94800,6.96800,0.64000,0.64000,,48.41990,37.27520,0.01090,3.04730,3.24430,0.40650,3.04730,20.94680,0.4881,0.4831
2013-03-31,13.69200,1.67900,12.01300,6.36400,6.63500,5.37800,,5.37800,1.16200,4.21600,4.21600,4.21600,6.94800,6.96900,0.61000,0.60000,,47.41670,37.17160,0.01030,2.74910,2.92260,0.38380,2.74910,22.07250,1.23850,1.33220
2012-12-31,14.41200,1.81600,12.59600,6.25400,6.52500,6.07100,,6.07100,1.38600,4.68500,4.68500,4.68500,6.94200,6.96000,0.67000,0.67000,,50.52430,38.98970,0.01090,3.12110,3.32900,0.42420,3.12110,21.60460,0.9313,0.9921
2012-09-30,14.34500,1.93600,12.40900,6.59600,6.86600,5.54300,,5.54300,1.25000,4.29300,4.29300,4.29300,6.94200,6.96300,0.62000,0.62000,,47.65710,36.91000,0.01080,2.85440,3.05010,0.39710,2.85440,21.65870,0.6047,0.6065
2012-06-30,14.46500,2.01800,12.44700,6.56400,6.83500,5.61200,,5.61200,1.27200,4.34000,4.34000,4.34000,6.94000,6.95700,0.63000,0.62000,,49.47540,38.26150,0.01040,2.95870,3.17320,0.39880,2.95870,21.13650,0.6263,0.6669
2012-03-31,14.26600,2.11700,12.14900,6.11200,6.38300,5.76600,,5.76600,1.33700,4.42900,4.42900,4.42900,6.94000,6.95500,0.64000,0.64000,,50.23960,38.59020,0.01060,3.05890,3.29040,0.40860,3.05890,20.86340,1.10090,1.13130
2011-12-31,14.76500,2.17700,12.58800,5.90400,6.17400,6.41400,,6.41400,1.52500,4.88900,4.88900,4.88900,6.93700,6.95100,0.70000,0.70000,,54.19520,41.30970,0.01110,3.46000,3.73670,0.45820,3.46000,20.36010,0.4541,0.4267
2011-09-30,14.70600,2.28200,12.42400,6.25900,6.53000,5.89400,,5.89400,1.38500,4.50900,4.50900,4.50900,6.93800,6.94500,0.65000,0.65000,,50.02970,38.27350,0.01130,3.17940,3.43960,0.43270,3.17940,20.44110,0.8206,0.8214
2011-06-30,14.56500,2.34600,12.21900,6.50700,6.77800,5.44100,,5.44100,1.22500,4.21600,4.21600,4.21600,6.93700,6.94700,0.61000,0.61000,,47.45330,36.76960,0.01110,3.09300,3.36450,0.40740,3.09300,19.64660,0.6216,0.717
2011-03-31,14.39900,2.37900,12.02000,6.61300,6.88400,5.13600,,5.13600,1.11200,4.02400,4.02400,4.02400,6.93400,6.95700,0.58000,0.58000,,45.77540,35.86450,0.01090,3.01050,3.28780,0.39200,3.01050,19.27120,0.90270,0.93000
2010-12-31,14.41700,2.60300,11.81400,6.74900,7.02000,4.79400,,4.79400,0.98700,3.80700,3.80700,3.80700,6.93300,6.95000,0.55000,0.54000,,45.16680,35.86770,0.01040,2.94690,3.23600,0.37240,2.94690,18.63360,0.6901,0.9426
2010-09-30,14.38800,2.72600,11.66200,6.26600,6.53600,5.12600,,5.12600,1.12900,3.99700,3.99700,3.99700,6.93300,6.94300,0.58000,0.58000,,46.80420,36.49560,0.01110,3.01400,3.30880,0.40680,3.01400,19.12790,0.9258,0.9215
2010-06-30,14.47000,2.85000,11.62000,6.27800,6.54900,5.07100,,5.07100,1.07500,3.99600,3.99600,3.99600,6.93300,6.94700,0.58000,0.58000,,47.09320,37.11000,0.01080,3.12610,3.45250,0.40170,3.12610,18.43720,0.3941,0.4026
2010-03-31,14.21100,2.97900,11.23200,6.16000,6.43100,4.80100,,4.80100,1.03200,3.76900,3.76900,3.76900,6.93300,6.95300,0.54000,0.54000,,45.35660,35.60700,0.01070,2.97940,3.30180,0.37960,2.97940,18.24660,0.66120,0.64480
2009-12-31,14.89500,3.26300,11.63200,6.56200,6.83300,4.79900,,4.79900,1.00400,3.79500,3.79500,3.79500,6.93200,6.94600,0.55000,0.55000,,43.82250,34.65440,0.01110,3.10870,3.46730,0.38630,3.10870,17.60800,0.3803,0.3915
2009-09-30,14.82800,3.87600,10.95200,5.92500,6.19600,4.75600,,4.75600,0.97600,3.78000,3.78000,3.78000,6.93300,6.94800,0.55000,0.54000,0.00040,44.66990,35.50300,0.01100,3.11190,3.48150,0.39130,3.11190,17.52070,0.8363,0.8243
2009-06-30,14.88300,4.27400,10.60900,6.18500,6.45800,4.15100,,4.15100,0.79400,3.35700,3.35700,3.35700,6.93200,6.94500,0.48000,0.48000,0.00040,40.18000,32.49440,0.01050,2.91970,3.29730,0.34090,2.91970,16.58430,0.2986,0.3302
2009-03-31,14.68500,4.41200,10.27300,5.72200,6.00000,4.27300,,4.27300,0.88600,3.38700,3.38700,3.38700,6.92900,6.93500,0.49000,0.49000,0.00040,43.14850,34.20180,0.01010,2.98270,3.38310,0.34570,2.98270,16.38850,0.62620,0.61410
