Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,10.34090,10.34090,2.04740,-0.14370,8.14980,-9.02440,-0.87450,-0.87450,-0.87450,-0.87450,7.92720,8.14980,64.79600,64.79600,-0.01000,-0.01000,0.36520,,0.77410,100.00000,78.81140,78.81140,-8.45710,-8.45710,0.03300,3.32930,27.03270,-0.54840,-0.54840,-0.27950,-0.54840,2.34970,0.0527,0.0527
2024-06-30,11.44550,11.44550,2.13640,0.37380,9.68290,-4.42390,5.25900,5.25900,5.25900,5.25900,9.43390,9.68290,60.65400,60.65400,0.09000,0.09000,0.26230,,0.80890,100.00000,84.60030,84.60030,45.94840,45.94840,0.03940,3.49530,25.74860,3.45050,3.45050,1.81230,3.45050,2.43060,0.0993,0.0993
2024-03-31,10.67740,10.67740,1.85310,-0.32580,8.49850,-10.26690,-1.76840,-1.76840,-1.76840,-1.76840,8.35050,8.49850,59.63900,59.63900,-0.03000,-0.03000,0.18540,,0.85310,100.00000,79.59350,79.59350,-16.56190,-16.56200,0.03880,4.08290,22.04320,-1.22520,-1.22520,-0.64240,-1.22520,2.41890,0.34030,0.34030
2023-12-31,12.32410,12.32410,1.55740,-0.55000,-0.60920,-6.70150,-7.31070,-7.31070,-7.31070,-7.31070,-0.82790,10.21670,53.91900,53.91900,-0.16000,-0.16000,0.07690,,0.81280,100.00000,-4.94310,82.90040,-59.32060,-59.32060,0.04440,3.09930,29.03890,-4.83160,-4.83160,-2.63290,-4.83160,2.55160,0.2369,0.2369
2023-09-30,13.04540,13.04540,2.32650,-0.57370,10.14520,-3.45240,6.69280,6.69280,6.69280,6.69280,10.29750,10.14520,56.76500,56.76500,0.12000,0.12000,0.11570,,0.85250,100.00000,77.76880,77.76880,51.30440,51.30440,0.04310,3.23190,27.84770,4.15980,4.15980,2.20890,4.15980,2.77610,0.425,0.425
2023-06-30,13.51300,13.51300,2.15990,-0.30000,11.05310,0.53430,11.58740,11.58740,11.58740,11.58740,10.96600,11.05310,50.54200,50.54200,0.23000,0.23000,0.24580,,1.15010,100.00000,81.79590,81.79590,85.75020,85.75020,0.03810,3.27750,27.45980,7.13460,7.13460,3.27090,7.13460,2.87990,0.4192,0.4192
2023-03-31,12.94180,12.94180,2.13570,,10.80610,-4.53770,6.26850,6.26850,6.26850,6.26850,10.69870,10.80610,49.85800,49.85800,0.13000,0.13000,0.07770,,1.33410,100.00000,83.49790,83.49790,48.43600,48.43600,0.03860,3.19710,28.15030,4.48260,4.48260,1.87000,4.48260,2.80320,0.13730,0.13730
2022-12-31,11.91460,11.91460,1.90740,,-2.34720,-20.42820,-22.77540,-22.77540,-22.77540,-22.77540,-2.32350,10.00720,49.75700,49.75700,-0.47000,-0.47000,0.06610,,1.34360,100.00000,-19.70050,83.99110,-191.15600,-191.15600,0.03630,3.41130,26.38320,-16.42390,-16.42390,-6.94380,-16.42390,2.78210,0.0323,0.0323
2022-09-30,11.39810,11.39810,2.49960,-0.25220,8.64640,-19.79330,-11.14690,-11.14690,-11.14690,-11.14690,8.69030,8.64640,49.77400,49.77400,-0.22000,-0.22000,0.08930,,1.11730,100.00000,75.85790,75.85790,-97.79600,-97.79600,0.03180,4.44940,20.22730,-6.69290,-6.69290,-3.11340,-6.69290,3.34430,-0.1127,-0.1127
2022-06-30,9.93960,9.93960,2.50810,,7.43150,-50.86690,-43.43540,-43.43540,-43.43540,-43.43540,7.44730,7.43150,49.73600,49.73600,-0.87000,-0.87000,0.13920,,1.01670,100.00000,74.76680,74.76680,-436.99570,-436.99570,0.02510,3.16570,28.42980,-23.76210,-23.76210,-10.94900,-23.76210,3.67340,0.2654,0.2654
2022-03-31,9.86590,9.86590,2.53010,,7.33570,-15.53290,-8.19720,-8.19720,-8.19720,-8.19720,7.31510,7.33570,49.70100,49.70100,-0.16000,-0.16000,0.09710,,0.80250,100.00000,74.35470,74.35470,-83.08630,-83.08630,0.02320,3.00640,29.93630,-3.54390,-3.54390,-1.92790,-3.54390,4.65190,0.22440,0.22440
2021-12-31,10.17570,10.17570,2.14270,,-2.46300,2.49120,0.02830,0.02830,0.02830,0.02830,-2.41710,8.03290,49.62500,49.62500,,0.00000,0.06390,,0.75790,100.00000,-24.20430,78.94250,0.27790,0.27780,0.02350,3.32050,27.10410,0.01160,0.01160,0.00650,0.01160,4.92240,-0.1102,-0.1102
2021-09-30,9.79760,9.79760,2.72510,,7.07250,4.19260,11.26510,11.26510,11.26510,11.26510,7.12680,7.07250,49.63500,49.63500,0.23000,0.23000,0.12100,,0.74160,100.00000,72.18580,72.18580,114.97820,114.97820,0.02200,2.98850,30.11510,4.51250,4.51250,2.53320,4.51250,5.02760,-0.7829,-0.7829
2021-06-30,7.84200,7.84200,2.62610,,5.21590,1.28630,6.50210,6.50210,6.50210,6.50210,5.24240,5.21590,49.60700,49.60700,0.13000,0.13000,0.35650,,0.75980,100.00000,66.51190,66.51190,82.91400,82.91400,0.01660,2.23560,40.25780,2.67070,2.67070,1.37620,2.67070,4.90620,-0.985,-0.985
2021-03-31,9.35970,9.35970,2.66210,,6.69760,15.09160,21.78920,21.78920,21.78920,21.78920,6.62460,6.69760,49.59000,49.59000,0.44000,0.44000,0.37840,,0.44210,100.00000,71.55780,71.55780,232.79780,232.79780,0.02580,5.35660,16.80170,9.00210,9.00210,6.00810,9.00210,4.88010,-0.28670,-0.28670
