Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,10.50200,2.78100,7.72100,1.80900,5.63100,7.44000,0.28100,0.45600,0.73700,0.07500,0.66200,0.66200,0.66200,0.72900,0.28100,16.55000,16.55000,0.04000,0.04000,4.51870,,,73.51930,2.67570,2.67570,7.01770,6.30360,0.14570,0.75370,2.98270,30.17430,1.50360,1.50360,0.91820,1.50360,,0.1094,0.0406
2024-06-30,10.00500,2.46800,7.53700,1.71100,5.24000,6.95100,0.58600,0.11700,0.70300,0.10300,0.60000,0.60000,0.60000,0.88400,0.58600,15.00000,15.00000,0.04000,0.04000,4.70040,,,75.33230,5.85710,5.85710,7.02650,5.99700,0.15240,0.65550,2.58660,34.79460,1.39600,1.39600,0.91420,1.39600,,0.3017,0.197
2024-03-31,9.09500,2.28300,6.81200,1.62600,5.09300,6.71900,0.09300,0.19000,0.28300,0.17200,0.11100,0.11100,0.11100,0.41000,0.09300,0.00000,0.00000,0.00000,0.00000,4.47610,,,74.89830,1.02250,1.02250,3.11160,1.22050,0.13960,0.59580,2.09610,42.93680,0.26430,0.26430,0.17040,0.26430,,0.00000,
2023-12-31,9.02900,2.29000,6.73900,1.43400,5.12100,6.55500,0.18400,-0.22100,-0.03700,-0.16400,0.12700,0.12700,0.12700,0.52300,0.18400,16.57800,16.57800,0.00000,0.00000,5.68230,,,74.63730,2.03790,2.03790,-0.40980,1.40660,0.14340,0.61610,2.38860,37.67860,0.30540,0.30540,0.20170,0.30540,,0.181,0.2061
2023-09-30,8.30200,2.13100,6.17100,1.54400,4.76000,6.30400,-0.13300,-0.03800,-0.17100,0.05900,-0.23000,-0.23000,-0.23000,0.19900,-0.13300,11.50000,11.50000,-0.02000,-0.02000,6.35920,,,74.33150,-1.60200,-1.60200,-2.05970,-2.77040,0.13890,0.60820,2.42890,37.05370,-0.55800,-0.55800,-0.38480,-0.55800,,0.0496,-0.0335
2023-06-30,7.82900,2.09500,5.73400,1.90200,5.17500,7.07700,-1.34300,-0.13500,-1.47800,0.18500,-1.66300,-1.66300,-1.66300,-1.00300,-1.34300,16.63000,16.63000,-0.10000,-0.10000,6.98080,,,73.24050,-17.15420,-17.15420,-18.87850,-21.24150,0.13210,0.63470,2.29190,39.26940,-4.02130,-4.02130,-2.80690,-4.02130,,0.0508,-0.039
2023-03-31,6.62500,1.79200,4.83300,1.78500,6.71500,8.50000,-3.66700,1.40700,-2.26000,0.17100,-2.43100,-2.43100,-2.43100,-3.34100,-3.66700,17.36400,17.36400,-0.14000,-0.14000,6.12680,,,72.95100,-55.35090,-55.35090,-34.11320,-36.69430,0.10690,0.37840,1.23830,72.67920,-5.66440,-5.66440,-3.92380,-5.66440,,-0.20390,-0.20010
2022-12-31,6.03300,1.72900,4.30400,2.15100,6.47600,8.62700,-4.32300,0.40100,-3.92200,-0.05500,-3.86700,-3.86700,-3.86700,-3.98100,-4.32300,16.49050,16.49050,-0.26000,-0.26000,7.13540,,,71.34100,-71.65590,-71.65590,-65.00910,-64.09750,0.09360,0.45060,1.24550,72.26260,-8.51820,-8.51820,-5.99750,-8.51820,2.74680,-0.1444,-0.1168
2022-09-30,5.16800,1.34100,3.82700,2.22000,6.47700,8.69700,-4.87000,-0.09900,-4.96900,0.07000,-5.03900,-5.03900,-5.03900,-4.46500,-4.87000,16.79700,16.79700,-0.30000,-0.30000,6.84700,,,74.05190,-94.23370,-94.23370,-96.14940,-97.50390,0.07640,0.41450,0.92320,97.48840,-10.30260,-10.30260,-7.44690,-10.30260,,-0.145,-0.1352
2022-06-30,8.00600,2.19200,5.81400,1.73100,6.09100,7.82200,-2.00800,-0.32900,-2.33700,0.11300,-2.45000,-2.45000,-2.45000,-1.60800,-2.00800,17.50000,17.50000,-0.14000,-0.14000,7.70930,,,72.62050,-25.08120,-25.08120,-29.19060,-30.60210,0.11160,0.94850,1.08010,83.32250,-4.56550,-4.56550,-3.41430,-4.56550,,-0.1526,-0.1203
