,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-13,2024-09-30,$-0.59,$-0.69
1,2024-08-06,2024-06-30,$-0.45,$-0.84
2,2024-06-26,2024-03-31,$-0.24,$-0.51
3,2024-02-14,2023-12-31,$-0.61,$-0.55
4,2023-11-13,2023-09-30,$-0.64,$-0.55
5,2023-08-02,2023-06-30,$-0.59,$-0.11
6,2023-06-14,2023-03-31,$-0.71,$-0.40
7,2023-02-09,2022-12-31,$-0.71,$-0.66
8,2022-10-31,2022-09-30,$-0.67,$-0.56
9,2022-08-08,2022-06-30,$-0.67,$-0.71
10,2022-05-20,2022-03-31,$-0.06,$-0.60
11,2022-02-03,2021-12-31,$-0.66,$-0.69
12,2021-11-03,2021-09-30,$-0.68,$-0.67
13,2021-08-11,2021-06-30,$-0.63,$-0.67
14,2021-06-15,2021-03-31,$-0.69,$-0.62
15,2021-02-08,2020-12-31,$-0.77,$-0.69
16,2020-11-16,2020-09-30,$-0.54,$-0.94
17,2020-08-06,2020-06-30,$-0.68,$-0.88
18,2020-02-04,2019-12-31,$-0.52,$-0.52
19,2019-11-06,2019-09-30,$-0.62,$-0.46
20,2019-08-08,2019-06-30,$-0.66,$-0.63
21,2019-05-20,2019-03-31,$-0.63,$-0.65
22,2019-02-08,2018-12-31,$-0.64,$-0.54
23,2018-11-07,2018-09-30,$-0.65,$-0.58
24,2018-08-10,2018-06-30,$-0.93,$-0.54
25,2018-06-05,2018-03-31,$-0.57,$-0.63
26,2018-02-06,2017-12-31,$-0.61,$-0.59
27,2017-11-07,2017-09-30,$-0.63,$-0.57
28,2017-08-08,2017-06-30,--,$-0.50
29,2017-06-06,2017-03-31,--,$-0.97
30,2017-02-07,2016-12-31,$-0.35,$-0.51
31,2016-11-03,2016-09-30,$-0.50,$-0.54
32,2016-08-09,2016-06-30,$-0.29,$-0.70
33,2016-06-13,2016-03-31,$-0.38,$-0.47
34,2016-02-16,2015-12-31,$-0.44,$-0.36
35,2015-11-10,2015-09-30,$-0.38,$-0.38
36,2015-08-11,2015-06-30,$-0.41,$-0.32
37,2015-06-09,2015-03-31,$-0.32,$-0.44
38,2015-02-19,2014-12-31,--,$-0.28
