,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-14,2024-09-30,--,$-0.39
1,2024-08-14,2024-06-30,--,$-0.23
2,2024-05-15,2024-03-31,--,$-0.26
3,2023-11-14,2023-09-30,--,$-1.78
4,2023-08-14,2023-06-30,--,$-0.70
5,2023-05-15,2023-03-31,--,$-2.59
6,2023-03-27,2022-12-31,--,$-1.75
7,2022-11-14,2022-09-30,--,$-3.36
8,2022-08-15,2022-06-30,--,$-3.08
9,2022-05-16,2022-03-31,--,$-3.29
10,2022-03-31,2021-12-31,--,$-3.99
11,2021-11-15,2021-09-30,--,$-3.22
12,2021-08-16,2021-06-30,--,$-7.35
13,2021-05-18,2021-03-31,--,$-2.17
