Date,revenue,cost-goods-sold,gross-profit,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2019-12-31,419.62590,261.29100,158.33490,-134.80500,138.85510,19.47990,0.99700,20.47700,3.24700,17.23000,17.23000,17.75100,24.62990,19.48000,79.57700,83.64600,0.23000,0.21000,2.55580,,,37.73240,4.64220,4.64220,4.87980,4.23020,0.32820,1.90870,1.64790,54.61370,2.04820,3.39730,1.34750,2.04820,10.07210,1.7943,1.6862
2019-09-30,502.11400,306.27700,195.83700,-127.79600,127.79600,68.04100,0.96100,69.00200,15.88600,53.11600,53.11600,52.46300,75.34800,68.04100,79.09200,83.10600,0.66000,0.63000,2.79810,,,39.00250,13.55090,13.55090,13.74230,10.44840,0.39150,2.06870,1.49660,60.13630,6.24720,10.29590,4.14170,6.24720,10.11700,0.288,0.2513
2019-06-30,449.62900,279.62900,170.00000,-125.36700,125.36700,44.63300,1.26200,45.89500,9.78400,36.11100,36.11100,36.57200,54.09600,44.63300,79.95100,83.86900,0.46000,0.44000,2.62490,,,37.80900,9.92660,9.92660,10.20730,8.13380,0.35080,1.91370,1.46630,61.37780,4.36360,6.66960,2.81770,4.36360,9.75650,0.8996,0.8658
2019-03-31,415.78800,253.94300,161.84500,-117.18500,117.18500,44.66000,1.19200,45.85200,10.58700,35.26500,35.26500,34.52500,50.01000,44.66000,80.53400,84.25500,0.43000,0.41000,3.24300,,,38.92490,10.74110,10.74110,11.02770,8.30350,0.34370,2.20320,1.40530,64.04510,4.24600,6.52350,2.91510,4.24600,9.68800,-0.18700,-0.22730
2018-12-31,434.48500,258.04600,176.43890,-151.40200,151.40200,25.03700,1.45600,26.49300,13.95600,12.53700,12.53700,12.49000,30.35000,25.03700,81.66400,86.09700,0.15000,0.15000,3.12930,,,40.60880,5.76250,5.76250,6.09760,2.87470,0.40510,1.88020,1.63060,55.19340,1.53890,2.39590,1.16890,1.53890,9.50450,1.2563,1.206
2018-09-30,458.48200,283.26500,175.21700,-105.01300,105.01300,70.20400,0.87200,71.07600,14.75700,56.31900,56.31900,55.56300,76.26400,70.20400,81.72700,86.57400,0.68000,0.64000,3.48190,,,38.21680,15.31230,15.31230,15.50250,12.11890,0.40750,1.92060,1.38080,65.18120,6.49440,9.84720,5.00590,6.49440,9.92140,0.0159,-0.0176
2018-06-30,395.75300,247.97900,147.77400,-106.19000,106.19000,41.58400,1.03300,42.61700,10.17200,32.44500,32.44500,32.41000,47.15200,41.58400,81.68100,86.25800,0.40000,0.38000,3.07670,,,37.34000,10.50760,10.50760,10.76860,8.18950,0.36390,1.85580,1.38710,64.88550,3.90770,6.06630,2.98310,3.90770,9.46460,0.8373,0.8108
2018-03-31,389.01400,248.28100,140.73300,-104.17600,104.17600,36.55700,0.59700,37.15400,7.95600,29.19800,29.19800,28.67300,42.09800,36.55700,82.09200,85.98900,0.35000,0.33000,3.61240,,,36.17690,9.39730,9.39730,9.55080,7.37070,0.38070,2.63100,1.29630,69.42750,3.61260,5.72870,2.85710,3.61260,9.23700,-0.31650,-0.35080
2017-12-31,385.35500,224.63500,160.72000,-129.05600,129.05600,31.66400,0.58700,32.25100,7.48400,24.76700,24.76700,24.59600,38.36500,31.66410,82.73600,86.74500,0.29670,0.28330,3.12430,,,41.70700,8.21680,8.21690,8.36920,6.38270,0.36450,2.03610,1.59960,56.26450,3.06170,4.86500,2.34280,3.06170,9.18750,1.4166,1.3814
2017-09-30,441.19300,275.30200,165.89100,-100.44800,100.44800,65.44300,0.56400,66.00700,21.18100,44.82600,44.82600,44.23000,70.72900,65.44300,82.35600,86.62700,0.54000,0.51000,3.07170,,,37.60060,14.83320,14.83320,14.96100,10.02510,0.41180,2.21810,1.30840,68.78620,5.58230,9.01240,4.18390,5.58230,9.06330,-0.167,-0.2136
2017-06-30,374.14800,234.75100,139.39700,-97.50000,97.50000,41.89700,0.70800,42.60500,13.58200,29.02300,29.02300,28.96400,47.07800,41.89700,82.74150,86.62500,0.35330,0.33330,2.84690,,,37.25720,11.19800,11.19800,11.38720,7.74130,0.36950,1.93670,1.46580,61.40190,3.87110,6.52830,2.86600,3.87110,8.45290,0.4736,0.4228
2017-03-31,366.38700,233.66900,132.71800,-101.93800,101.93800,30.78000,0.68400,31.46400,10.94200,20.52200,20.52200,20.15800,36.00100,30.78000,83.74200,87.30450,0.24000,0.23330,3.45590,,,36.22350,8.40100,8.40100,8.58760,5.50180,0.38810,2.40960,1.57610,57.10340,2.77770,4.72320,2.17400,2.77770,8.24540,0.09750,0.05980
2016-12-31,336.40800,206.18000,130.22800,-90.58800,90.58800,39.64000,0.70700,40.34700,11.51400,28.83300,28.83300,28.74800,44.70600,39.64000,85.66400,89.33400,0.33670,0.32330,2.88690,,,38.71130,11.78330,11.78330,11.99350,8.54560,0.35010,1.72070,1.67400,53.76280,3.89070,6.25480,3.00070,3.89070,8.17820,0.8939,0.861
2016-09-30,408.38400,253.87600,154.50800,-90.74200,90.74200,63.76600,0.74700,64.51300,20.81000,43.70300,43.70300,43.76700,69.12700,63.76600,85.30350,88.99350,0.51330,0.49330,2.56070,,,37.83400,15.61420,15.61420,15.79710,10.71710,0.42430,2.26770,1.51340,59.47040,6.03930,9.91630,4.54110,6.03930,7.95850,0.1728,0.1215
2016-06-30,325.40200,204.35700,121.04500,-85.15500,85.15500,35.89000,0.54600,36.43600,11.59400,24.84200,24.84200,24.73700,41.36400,35.89000,86.14500,89.60850,0.28670,0.27330,2.40680,,,37.19860,11.02940,11.02940,11.19720,7.60200,0.34570,1.75610,1.50260,59.89750,3.54490,5.99190,2.63940,3.54490,7.62540,0.484,0.4388
2016-03-31,329.35700,213.15500,116.20200,-86.32200,86.32200,29.88000,-0.17600,29.70400,5.80800,23.89600,23.89600,23.65900,35.08100,29.88000,86.56350,90.37950,0.27330,0.26000,2.91780,,,35.28150,9.07220,9.07220,9.01880,7.18340,0.36520,2.65260,1.51680,59.33450,3.39590,5.75770,2.65000,3.39590,7.56840,0.16870,0.12020
2015-12-31,344.24990,220.05300,124.19690,-85.49700,85.49710,38.69990,0.54700,39.24700,13.38200,25.86500,25.86500,25.72600,45.51690,38.70000,88.49550,91.71300,0.29330,0.28670,2.62570,,,36.07760,11.24180,11.24180,11.40070,7.47310,0.37650,2.15570,1.73530,51.86510,3.81120,6.60140,2.82870,3.81120,7.33380,0.935,0.8704
2015-09-30,413.46200,264.69100,148.77100,-82.48700,82.48700,66.28400,-0.89500,65.38900,22.29800,43.09100,43.09100,42.88500,70.95900,66.28400,88.36650,91.59000,0.48670,0.46670,2.10870,,,35.98180,16.03150,16.03150,15.81500,10.37220,0.42630,2.13860,1.45160,62.00120,6.28830,10.93700,4.44290,6.28830,7.30200,-0.0363,-0.0922
2015-06-30,323.58200,207.43600,116.14600,-79.32900,79.32900,36.81700,0.67000,37.48700,12.72300,24.76400,24.76400,24.50300,38.51200,36.81700,88.95300,92.12550,0.27330,0.26670,2.19120,,,35.89380,11.37800,11.37800,11.58500,7.57240,0.34470,1.84500,1.47840,60.87800,3.68070,6.55930,2.63830,3.68070,7.10160,0.6101,0.5578
2015-03-31,323.94500,212.56700,111.37800,-81.53100,81.53100,29.84700,0.49600,30.34300,10.40800,19.93500,19.93500,19.82400,37.41700,29.84700,89.40750,93.11700,0.22000,0.21330,2.54320,,,34.38180,9.21360,9.21360,9.36670,6.11960,0.36320,2.79590,1.50610,59.75510,3.01730,5.46060,2.23520,3.01730,6.92740,-0.02630,-0.06570
2014-12-31,342.62000,225.12500,117.49510,-85.49100,85.49090,32.00410,0.53300,32.53700,11.37900,21.15800,21.15800,20.99300,36.12010,32.00410,92.17650,95.51400,0.23330,0.22670,2.49010,,,34.29310,9.34100,9.34100,9.49650,6.12720,0.37600,2.42910,1.76070,51.11630,3.16010,5.64040,2.32190,3.16010,7.01540,0.8138,0.7548
2014-09-30,391.99200,255.89500,136.09700,-76.76400,76.76400,59.33300,1.13200,60.46500,21.16300,39.30200,39.30200,39.24800,63.08800,59.33300,91.52850,94.82250,0.42670,0.41330,2.83650,,,34.71930,15.13630,15.13630,15.42510,10.01250,0.41950,2.48080,1.50520,59.79450,5.73180,9.56650,4.20550,5.73180,7.06570,0.077,0.0273
2014-06-30,295.71500,188.65500,107.06000,-66.74800,66.74800,40.31200,1.05300,41.36500,13.22600,28.13900,28.13900,28.00200,44.14400,40.31200,92.98050,96.32700,0.30000,0.29330,2.92100,,,36.20380,13.63200,13.63200,13.98810,9.46930,0.32660,2.16070,1.46070,61.61230,4.14060,6.23610,3.10760,4.14060,6.90100,0.4833,0.445
2014-03-31,304.62400,196.27600,108.34800,-72.35500,72.35500,35.99300,1.03300,37.02600,12.99600,24.03000,24.03000,23.63700,39.36700,35.99300,94.23300,97.70550,0.25330,0.24000,3.48050,,,35.56780,11.81550,11.81550,12.15470,7.75940,0.35260,3.36660,1.50080,59.96670,3.54450,5.33370,2.78160,3.54450,6.78340,0.22070,0.17570
2013-12-31,342.88200,213.38500,129.49700,-75.87600,75.87600,53.62100,1.97000,55.59100,19.42300,36.16800,36.16800,35.65900,56.91200,53.62110,96.87450,100.25400,0.37330,0.36000,3.21450,,,37.76720,15.63830,15.63840,16.21290,10.39980,0.38950,2.89550,1.84920,48.67000,5.32790,7.98160,4.10890,5.32790,6.72090,0.9714,0.9277
2013-09-30,394.79100,255.08800,139.70300,-71.60600,71.60600,68.09700,1.30800,69.40500,25.32300,44.08200,44.08200,43.99200,71.18400,68.09700,96.67500,100.29000,0.45330,0.44000,2.72470,,,35.38660,17.24890,17.24890,17.58020,11.14310,0.43520,2.55940,1.58100,56.92520,6.55440,9.92350,4.85940,6.55440,6.58300,-0.0677,-0.1251
2013-06-30,297.63400,187.05600,110.57800,-64.96700,64.96700,45.61100,0.99200,46.60300,17.10000,29.50300,29.50300,28.95600,48.84900,45.61100,97.68150,100.73400,0.29330,0.28670,2.62900,,,37.15230,15.32450,15.32450,15.65780,9.72870,0.33490,2.04860,1.58070,56.93510,4.48040,6.85820,3.31960,4.48040,6.35450,0.3855,0.3216
2013-03-31,278.91600,176.31800,102.59800,-66.15900,66.15900,36.43900,0.91300,37.35200,13.82000,23.53200,23.53200,23.40000,39.80200,36.43900,97.84200,100.78500,0.24000,0.23330,3.33280,,,36.78460,13.06450,13.06450,13.39190,8.38960,0.34000,3.00960,1.63980,54.88620,3.65030,5.68240,2.86900,3.65030,6.19860,0.26140,0.21950
2012-12-31,315.52710,191.38700,124.14000,-74.39000,74.38990,49.75010,0.94000,50.69000,17.75400,32.93600,32.93600,32.96300,53.28810,49.75010,96.79350,99.38250,0.33330,0.33330,3.28120,,,39.34370,15.76730,15.76730,16.06520,10.44700,0.39240,3.00530,1.88150,47.83450,5.25800,8.25310,4.09630,5.25800,6.03550,1.294,1.2486
2012-09-30,356.88300,225.66800,131.21500,-74.84200,74.84200,56.37300,2.13800,58.51100,20.69800,37.81300,37.81300,37.89600,59.37500,56.37300,97.04550,99.53400,0.39330,0.38000,2.70650,,,36.76700,15.79590,15.79590,16.39500,10.61860,0.44870,2.68510,1.45620,61.80310,6.44880,10.55360,4.75450,6.44880,5.67710,-0.2872,-0.3629
2012-06-30,288.69200,184.43800,104.25400,-66.76000,66.76000,37.49400,1.66300,39.15700,12.26900,26.88800,26.88800,26.89900,40.63600,37.49400,96.70500,98.87180,0.28000,0.27110,2.12300,,,36.11250,12.98750,12.98750,13.56360,9.31750,0.37150,2.02680,1.54090,58.40810,4.97860,8.64040,3.46040,4.97860,5.39060,0.2965,0.2484
2012-03-31,265.97000,169.87700,96.09300,-60.73400,60.73400,35.35900,0.47000,35.82900,13.90200,21.92700,21.92700,21.86800,38.31900,35.35900,96.06150,98.73000,0.22670,0.22220,2.36040,,,36.12930,13.29440,13.29440,13.47110,8.22200,0.38140,3.18860,1.50330,59.86930,4.32190,7.74100,3.14460,4.32190,5.08770,0.13900,0.10590
2011-12-31,279.75500,180.48700,99.26800,-60.64900,60.64900,38.61900,0.11700,38.73600,14.95000,23.78600,23.78600,23.77200,41.83000,38.61900,95.09400,97.28850,0.24670,0.24000,2.56540,,,35.48390,13.80460,13.80460,13.84640,8.49740,0.43730,3.02610,1.82340,49.35800,5.01010,7.92090,3.71780,5.01010,4.90650,0.695,0.6613
2011-09-30,313.88700,204.43400,109.45300,-58.94500,58.94500,50.50800,1.73200,52.24000,20.37200,31.86800,31.86800,31.91100,53.58500,50.50800,95.46750,97.66580,0.33330,0.32890,2.22080,,,34.87020,16.09110,16.09110,16.64290,10.16640,0.48220,2.65350,1.43230,62.83770,7.12930,11.53610,4.89510,7.12930,4.63440,-0.1493,-0.2134
2011-06-30,209.15200,125.05700,84.09500,-46.90700,46.90700,37.18800,1.65600,38.84400,15.14900,23.69500,23.69500,23.78400,39.75100,37.18800,94.85100,97.33280,0.24890,0.24440,2.02810,,,40.20760,17.78040,17.78040,18.57210,11.37160,0.35080,1.84660,1.30230,69.11020,5.74910,9.88180,3.97380,5.74910,4.27840,0.2413,0.2185
2011-03-31,165.75500,96.62300,69.13200,-41.67700,41.67700,27.45500,1.51700,28.97200,11.12000,17.85200,17.85200,17.85200,29.66400,27.45500,94.38300,96.27530,0.19110,0.18670,3.23340,,,41.70730,16.56360,16.56360,17.47880,10.77010,0.35720,2.85490,1.70870,52.67140,4.71810,5.99650,3.84710,4.71810,4.06840,-0.01640,-0.05490
2010-12-31,161.02800,91.46800,69.56010,-42.23600,42.23600,27.32400,1.30600,28.63000,11.00500,17.62500,17.62500,17.62500,29.95900,27.32400,93.32330,95.49680,0.18960,0.17930,2.94080,,,43.19750,16.96850,16.96850,17.77950,10.94530,0.35970,2.31230,2.26970,39.65350,4.93290,6.38530,3.93680,4.93290,3.77910,0.4648,0.4529
2010-09-30,184.11800,106.61000,77.50800,-40.12000,40.12000,37.38800,1.20100,38.58900,15.67300,22.91600,22.91600,22.91600,39.73000,37.38800,93.42000,95.29430,0.24440,0.24000,2.67080,,,42.09690,20.30650,20.30650,20.95880,12.44640,0.42820,2.39650,1.94500,46.27190,6.85460,8.08010,5.32910,6.85460,3.57360,0.2266,0.2155
2010-06-30,158.66400,89.81500,68.84900,-36.79600,36.79600,32.05300,0.94200,32.99500,13.19600,19.79900,19.79900,19.79900,34.63200,32.05300,93.24450,95.52380,0.21330,0.20890,2.87690,,,43.39300,20.20180,20.20180,20.79550,12.47860,0.39530,2.01990,1.86470,48.26440,6.44560,7.74220,4.93310,6.44560,3.28900,0.0802,0.0743
2010-03-31,131.60800,71.67100,59.93700,-35.07800,35.07800,24.85900,0.78400,25.64300,10.25800,15.38500,15.38500,15.38500,27.30200,24.85900,92.66060,95.02310,0.16590,0.16300,3.87490,,,45.54210,18.88870,18.88870,19.48440,11.69000,0.36970,2.99520,2.03070,44.31960,5.37810,6.57780,4.32200,5.37810,3.07600,0.13810,0.13110
2009-12-31,139.51100,78.04800,61.46300,-40.48500,40.48500,20.97800,0.56900,21.54700,7.99200,13.55500,13.55500,13.55500,23.42500,20.97800,91.35450,92.76300,0.14370,0.15110,3.65470,,,44.05600,15.03680,15.03680,15.44470,9.71610,0.42680,2.56290,2.38050,37.80670,5.06190,5.72530,4.14700,5.06190,2.89310,0.3036,0.2927
2009-09-30,140.13800,78.46200,61.67600,-33.36200,33.36200,28.31400,0.48800,28.80200,10.97100,17.83100,17.83100,17.83100,30.59900,28.31400,91.63800,93.39980,0.19560,0.18960,2.98560,,,44.01090,20.20440,20.20440,20.55260,12.72390,0.44310,2.64380,1.80140,49.96050,7.13530,8.16460,5.63750,7.13530,2.67150,0.1539,0.1459
2009-06-30,116.47200,66.90900,49.56300,-30.19100,30.19100,19.37200,0.36800,19.74000,7.59600,12.14400,12.14400,12.14400,21.78900,19.37200,91.19590,92.61340,0.13330,0.13040,3.43890,,,42.55360,16.63230,16.63230,16.94830,10.42650,0.41170,2.30520,2.01310,44.70640,5.29720,6.11710,4.29290,5.29720,2.50420,0.1941,0.1894
2009-03-31,107.42900,63.94200,43.48700,-33.18300,33.18300,10.30400,0.39600,10.70000,4.12300,6.57700,6.57700,6.57700,12.71500,10.30400,90.56480,90.98330,0.07410,0.07110,4.90530,,,40.47980,9.59150,9.59150,9.96010,6.12220,0.42270,2.27790,2.17660,41.34860,3.07190,3.59580,2.58790,3.07190,2.35750,0.04200,0.02900
