Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,13172.00000,3234.00000,9938.00000,2392.00000,3134.00000,-785.00000,6311.00000,3627.00000,-242.00000,3385.00000,200.00000,3185.00000,3185.00000,,3189.00000,3627.00000,3627.00000,2012.00000,2027.00000,1.58000,1.57000,1.11130,0.35350,0.69790,75.44790,27.53570,27.53570,25.69850,24.21050,0.12720,0.54450,1.61620,55.68630,7.33180,-33.91550,3.07660,4.74020,21.72810,3.1339,2.9739
2024-06-30,12872.00000,3173.00000,9699.00000,2367.00000,3091.00000,-227.00000,5685.00000,4014.00000,-173.00000,3841.00000,595.00000,3246.00000,3246.00000,,3246.00000,4014.00000,4014.00000,2033.00000,2046.00000,1.60000,1.59000,0.93050,0.31940,0.64900,75.34960,31.18400,31.18400,29.84000,25.21750,0.13200,0.55210,1.51790,59.29150,7.74660,-29.22480,3.32910,5.27250,20.69640,2.388,2.2786
2024-03-31,12120.00000,3096.00000,9024.00000,2421.00000,2840.00000,-390.00000,5651.00000,3373.00000,-244.00000,3129.00000,441.00000,2688.00000,2688.00000,,2688.00000,4715.00000,3373.00000,2044.00000,2056.00000,1.31000,1.31000,0.90300,0.30190,0.64220,74.45540,27.83000,27.83000,25.81680,22.17820,0.12850,0.53910,1.46890,61.26980,6.76120,-28.06140,2.84950,4.72020,19.48440,1.10170,0.99170
2023-12-31,11776.00000,3022.00000,8754.00000,2567.00000,3444.00000,-161.00000,6172.00000,2582.00000,-205.00000,2377.00000,-261.00000,2638.00000,2638.00000,5842.00000,8480.00000,4207.00000,2582.00000,2077.00000,2092.00000,4.10000,4.06000,1.15500,0.28280,0.52640,74.33760,21.92600,21.92600,20.18510,72.01090,0.11780,0.51110,1.56330,57.57220,5.64280,-76.02310,2.63950,4.04690,22.87180,1.1709,1.0575
2023-09-30,12092.00000,3117.00000,8975.00000,3925.00000,3091.00000,-197.00000,7213.00000,1762.00000,-210.00000,1552.00000,39.00000,1513.00000,1513.00000,250.00000,1761.00000,1762.00000,1762.00000,2062.00000,2075.00000,0.85000,0.85000,0.94350,0.32080,0.61510,74.22260,14.57160,14.57160,12.83490,14.56340,0.10730,0.55560,1.70330,52.83740,3.95610,-13.05550,1.34250,2.68680,18.60650,2.6218,2.5189
2023-06-30,11745.00000,3342.00000,8403.00000,2304.00000,3091.00000,-201.00000,5596.00000,2807.00000,-133.00000,2674.00000,403.00000,2271.00000,2271.00000,46.00000,2316.00000,2807.00000,2807.00000,2083.00000,2095.00000,1.11000,1.11000,1.04960,0.26010,0.51120,71.54530,23.89950,23.89950,22.76710,19.71900,0.10580,0.40620,1.23070,73.12640,4.37310,-40.59710,2.04630,3.23550,25.10810,1.7236,1.6172
2023-03-31,11047.00000,2991.00000,8056.00000,2575.00000,2891.00000,28.00000,5438.00000,2618.00000,-98.00000,2520.00000,370.00000,2150.00000,2150.00000,144.00000,2293.00000,4534.00000,2618.00000,2110.00000,2120.00000,1.09000,1.08000,1.05120,0.28120,0.52480,72.92480,23.69870,23.69870,22.81160,20.75680,0.09840,0.37930,1.20300,74.81400,4.12340,-27.59950,1.91550,2.96400,24.86040,1.39480,1.32410
2022-12-31,6779.00000,1101.00000,5678.00000,1812.00000,2164.00000,-662.00000,4638.00000,1040.00000,-161.00000,879.00000,74.00000,805.00000,805.00000,661.00000,1466.00000,2834.00000,1040.00000,2181.00000,2197.00000,0.69000,0.69000,1.28800,0.25410,0.44050,83.75870,15.34150,15.34150,12.96650,21.62560,0.05770,0.15340,0.81340,110.64460,1.35470,-52.89090,0.68540,1.01050,28.03500,1.8352,1.7443
2022-09-30,10783.00000,2874.00000,7909.00000,2542.00000,2936.00000,-605.00000,6083.00000,1826.00000,-239.00000,1587.00000,257.00000,1330.00000,1330.00000,245.00000,1573.00000,3591.00000,1826.00000,2167.00000,2180.00000,0.73000,0.72000,1.31230,0.24470,0.43990,73.34690,16.93410,16.93410,14.71760,14.58780,0.09100,0.42400,1.24230,72.44740,2.18400,388.88890,1.12270,1.64950,28.31180,2.2004,2.1579
2022-06-30,13085.00000,3751.00000,9334.00000,2498.00000,3581.00000,-1027.00000,7106.00000,2228.00000,-186.00000,2042.00000,347.00000,1695.00000,1695.00000,,1694.00000,4127.00000,2228.00000,2198.00000,2211.00000,0.77000,0.77000,1.37970,0.26080,0.46470,71.33360,17.02710,17.02710,15.60570,12.94610,0.10650,0.54520,1.46860,61.28390,2.69020,322.24330,1.37910,1.98860,28.86490,1.707,1.5955
2022-03-31,12814.00000,3856.00000,8958.00000,2320.00000,3512.00000,-274.00000,6106.00000,2852.00000,-183.00000,2669.00000,450.00000,2219.00000,2219.00000,,2222.00000,4359.00000,2852.00000,2225.00000,2237.00000,1.00000,0.99000,1.24920,0.26980,0.47800,69.90790,22.25690,22.25690,20.82880,17.34040,0.10230,0.55110,1.47660,60.95050,3.59620,-79.67680,1.77210,2.62600,27.88760,0.73710,0.63700
2021-12-31,13522.00000,3976.00000,9546.00000,2409.00000,3985.00000,-590.00000,6984.00000,2562.00000,14389.00000,16951.00000,645.00000,16306.00000,16306.00000,,16308.00000,2562.00000,2562.00000,2243.00000,2260.00000,7.28000,7.22000,1.51340,0.25240,0.43050,70.59610,18.94690,18.94690,125.35870,120.60350,0.10260,0.59650,1.63250,55.13020,24.04240,403.11490,12.37220,17.97320,30.34680,1.7054,1.5355
2021-09-30,13367.00000,3938.00000,9429.00000,2380.00000,3618.00000,-198.00000,6196.00000,3233.00000,-3.00000,3230.00000,472.00000,2758.00000,2758.00000,,2758.00000,3233.00000,3233.00000,2237.00000,2254.00000,1.23000,1.22000,0.87860,0.28860,0.56970,70.53940,24.18640,24.18640,24.16400,20.63290,0.11030,0.57200,1.54850,58.11930,4.84400,-41.87670,2.27540,3.44590,25.45130,2.1899,2.0697
2021-06-30,13294.00000,3914.00000,9380.00000,2400.00000,3754.00000,253.00000,5901.00000,3479.00000,27.00000,3506.00000,611.00000,2895.00000,2895.00000,,2896.00000,3479.00000,3479.00000,2243.00000,2258.00000,1.29000,1.28000,0.80340,0.31450,0.62630,70.55820,26.16970,26.16970,26.37280,21.78430,0.10720,0.55040,1.53620,58.58730,5.34840,-27.68750,2.33440,3.66660,24.19990,1.8329,1.6989
2021-03-31,12694.00000,4039.00000,8655.00000,2351.00000,3529.00000,-360.00000,6240.00000,2415.00000,35.00000,2450.00000,391.00000,2059.00000,2059.00000,,2059.00000,2415.00000,2415.00000,2252.00000,2265.00000,0.91000,0.91000,0.73600,0.33730,0.70990,68.18180,19.02470,19.02470,19.30050,16.22030,0.10430,0.57720,1.49680,60.13000,4.07010,-14.32050,1.69110,2.69730,22.53310,0.94040,0.86090
2020-12-31,16783.00000,4217.00000,12566.00000,2333.00000,3924.00000,88.00000,6169.00000,6397.00000,-85.00000,2559.00000,460.00000,2099.00000,2099.00000,,2094.00000,7945.00000,6397.00000,2277.00000,2296.00000,0.92000,0.92000,0.89760,0.31670,0.63610,52.51150,38.11600,38.11600,15.24760,12.47690,0.13130,0.59140,1.98470,45.34590,3.70420,-20.69610,1.64270,2.53120,25.10900,1.7553,1.5632
2020-09-30,8785.00000,3753.00000,5032.00000,2146.00000,3419.00000,-808.00000,6373.00000,-1341.00000,-2.00000,2410.00000,478.00000,1932.00000,1932.00000,,1935.00000,254.00000,-1341.00000,2285.00000,2302.00000,0.85000,0.84000,0.91000,0.32690,0.66400,100.00000,-15.26470,-15.26470,27.43310,22.02620,0.06770,0.52590,1.05860,85.02110,3.54140,-16.28870,1.48980,2.38370,23.98500,1.3734,1.2529
