Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.39080,0.46100,-0.07020,,0.67650,0.67650,-0.74670,0.00630,-0.74040,-0.74040,-0.74040,,-0.74040,-0.79690,-0.74670,0.79160,0.79160,-0.94000,-0.94000,11.42230,,,-17.95040,-191.05420,-191.05420,-189.45000,-189.45000,0.03450,18.67790,5.48590,16.40560,-7.25640,-7.25770,-6.53130,-7.25640,12.88310,-1.1334,-1.1334
2024-06-30,1.76070,1.58090,0.17980,,0.65700,0.65700,-0.47720,0.00690,-0.47030,-0.47030,-0.47030,,-0.47030,-0.41760,-0.47720,0.71150,0.71150,-0.66000,-0.66000,8.66250,,,10.21190,-27.10310,-27.10310,-26.71090,-26.71090,0.14030,66.78920,54.75150,1.64380,-4.29740,-4.29810,-3.74670,-4.29740,13.81790,-0.3326,-0.3326
2024-03-31,0.23450,0.38890,-0.15440,,0.76940,0.76940,-0.92380,0.00720,-0.91660,-0.91660,-0.91660,,-0.91660,-0.91690,-0.92380,0.68390,0.68390,-1.32050,-1.32050,11.95030,,,-65.82990,-393.93840,-393.93840,-390.86550,-390.86550,0.01850,1.58150,11.65190,7.72410,-8.02520,-8.02650,-7.22810,-8.02520,16.69470,-1.32980,-1.32980
2023-12-31,0.25110,0.53690,-0.28580,,0.70950,0.70950,-0.99530,0.00780,-0.98750,-0.98750,-0.98750,,-0.98750,-0.88130,-0.99530,0.67260,0.67260,-1.50150,-1.50150,10.67800,,,-113.83300,-396.38350,-396.38330,-393.28760,-393.28760,0.01820,1.81140,13.45980,6.68660,-8.05400,-8.05520,-7.17040,-8.05400,18.21870,-1.2452,-1.2452
2023-09-30,0.91360,1.01760,-0.10410,,0.70300,0.70300,-0.80710,0.00800,-0.79900,-0.79900,-0.79900,,-0.79900,-0.85250,-0.80710,0.67300,0.67300,-1.19000,-1.19000,12.17170,,,-11.39080,-88.34150,-88.34150,-87.46110,-87.46110,0.06210,3.22960,3.35200,26.84980,-6.03560,-6.03640,-5.43560,-6.03560,19.67880,-1.2699,-1.2699
2023-06-30,1.06370,0.98500,0.07870,0.00010,0.78320,0.78330,-0.70460,0.01110,-0.69360,-0.69360,-0.69360,,-0.69360,-0.64420,-0.70460,0.67300,0.67300,-1.03000,-1.03000,9.96160,,,7.39790,-66.24220,-66.24220,-65.20320,-65.20320,0.06690,2.48020,3.62090,24.85540,-4.94620,-4.94680,-4.36530,-4.94620,20.84400,-2.5972,-2.5972
2023-03-31,4.68260,3.82930,0.85330,0.07640,1.22300,1.29940,-0.44620,0.01470,-0.43140,-0.43140,-0.43140,,-0.43140,-0.43870,-0.44620,0.67240,0.67240,-0.60020,-0.60020,7.08930,,,18.22240,-9.52810,-9.52810,-9.21370,-9.21370,0.26860,8.68060,75.80170,1.18730,-2.93480,-2.93520,-2.47440,-2.93480,21.85240,-3.99960,-3.99930
2022-12-31,1.46080,1.30980,0.15100,0.06550,1.36780,1.43330,-1.28230,0.01070,-1.27160,-1.27160,-1.27160,,-1.27160,-1.24850,-1.28230,0.59090,0.59090,-0.84030,-0.84030,3.55890,,,10.33700,-87.78280,-87.78270,-87.04810,-87.04810,0.06950,3.75930,551.45260,0.16320,-8.53700,-8.53800,-6.04770,-8.53700,22.48100,-4.2759,-4.281
2022-09-30,5.06310,4.46590,0.59720,0.05900,1.59730,1.65630,-1.05910,0.01710,-1.04210,-1.04210,-1.04210,,-1.04210,-1.02520,-1.05910,0.66260,0.66260,-1.56060,-1.56060,3.30880,,,11.79500,-20.91880,-20.91880,-20.58140,-20.58140,0.21580,7.26610,65.63240,1.37130,-6.45640,-6.45710,-4.44200,-6.45640,24.35940,0.7738,0.7494
2022-06-30,3.01490,2.70860,0.30620,0.05660,1.38980,2.07750,-1.77120,0.01060,-1.76060,-1.76060,-1.76060,,-1.76060,-1.10640,-1.77120,0.64980,0.64980,-2.76110,-2.76110,3.36060,,,10.15760,-58.74800,-58.74800,-58.39650,-58.39650,0.12190,6.74200,13.74050,6.55000,-10.27990,-10.28100,-7.11740,-10.27990,25.84860,-2.3963,-2.378
