Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,28.65200,50.88500,-22.23300,78.23100,83.04300,161.27400,-183.50700,11.10000,-172.40700,-46.71900,-125.68800,-125.68800,-125.68800,-144.27700,-183.50700,31.88000,31.88000,-3.94000,-3.94000,9.65010,-77.59670,-640.46830,-640.46830,-601.72760,-438.67100,0.00920,1.88360,47.77990,-4.85730,-23.44210,-4.03110,-4.85730,77.93150,-2.9622,-2.9893
2024-06-30,31.97000,49.88200,-17.91200,94.19600,108.24700,1623.37900,-1641.29100,2.81000,-1638.48100,-53.14400,-1585.33700,-1585.33700,-1585.33700,-1641.29100,-1641.29100,31.04900,31.04900,-51.06000,-51.06000,11.55260,-56.02750,-5133.84800,-5133.84800,-5125.05800,-4958.82700,0.00980,2.38480,37.73980,-58.82230,-260.28770,-48.48660,-58.82240,86.80240,-12.2093,-12.336
2023-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,15.0376,15.3272
2023-09-30,20.72200,47.79100,-27.06900,80.07600,86.78000,885.32200,-912.39110,2.33300,-910.05800,-18.61000,-891.44800,-891.44800,-891.44800,-154.12600,-912.39110,31.04900,31.04900,-28.71000,-28.71000,,-130.62930,-4403.00700,-4403.00700,-4391.74800,-4301.94000,,,,,,,,,-5.073,-5.1718
2023-06-30,22.41400,46.69200,-24.27800,88.71000,91.37900,180.08900,-204.36700,1.52700,-202.84000,-9.79600,-193.04400,-193.04400,-193.04400,-204.36700,-204.36700,31.04900,31.04900,-6.22000,-6.22000,,-108.31620,-911.78280,-911.78280,-904.97010,-861.26540,,,,,,,,,-9.9646,-10.1554
