Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-12-31,66.40800,4.92600,61.48200,16.87300,69.03000,85.90300,-24.42100,1.30800,-23.11300,,-23.11300,-23.11300,-23.11300,-25.33200,-24.42100,37.60500,37.60500,-0.57000,-0.57000,4.42500,0.24240,0.32000,92.58220,-36.77420,-36.77420,-34.80450,-34.80450,0.17620,1.88020,1.38180,65.13240,-10.29380,-10.69020,-6.13090,-7.79850,5.85490,-0.6227,-0.6253
2024-09-30,48.11800,3.24200,44.87600,12.12800,57.91000,70.03800,-25.16200,1.74200,-23.42000,,-23.42000,-23.42000,-23.42000,-25.89300,-25.16200,38.38200,38.38200,-0.61000,-0.61000,5.42170,0.23190,0.30190,93.26240,-52.29230,-52.29230,-48.67200,-48.67200,0.12790,1.13910,1.58780,56.68070,-9.86170,-10.23080,-6.22380,-7.57460,6.21750,-0.2053,-0.2122
2024-06-30,40.81300,3.00400,37.80900,12.31900,58.79200,71.11100,-33.30200,0.01200,-33.29000,,-33.29000,-33.29000,-33.29000,-34.26000,-33.30200,37.82300,37.82300,-0.88000,-0.88000,7.03090,0.22100,0.28380,92.63960,-81.59660,-81.59660,-81.56720,-81.56720,0.10830,1.36860,1.32330,68.00990,-13.19740,-13.39210,-8.83390,-10.28030,6.63280,-0.3094,-0.3366
2024-03-31,27.61400,1.65400,25.96000,12.06600,51.57800,63.64400,-37.68400,1.95300,-35.73100,,-35.73100,-35.73100,-35.73100,-37.59000,-37.68400,35.30100,35.30100,-1.01000,-1.01000,8.01180,0.09810,0.10880,94.01030,-136.46700,-136.46700,-129.39450,-129.39450,0.07910,0.40980,0.88050,102.21230,-12.98310,-13.16330,-10.23000,-11.70960,7.29060,-1.07050,-1.07540
2023-12-31,13.07600,1.21600,11.86000,13.30500,43.00500,56.31000,-44.45000,2.54800,-41.90200,,-41.90200,-41.90200,-41.90200,-44.11700,-44.45000,29.38300,29.38300,-1.29000,-1.29000,6.93450,0.13150,0.15140,90.70050,-339.93570,-339.93570,-320.44980,-320.44980,0.04930,0.39140,0.73820,121.92260,-21.27140,-21.69730,-15.78280,-18.47470,5.75800,-1.4464,-1.4484
2023-09-30,1.87100,0.37700,1.49400,12.10500,30.32400,42.42900,-40.93500,1.78700,-39.14800,,-39.14800,-39.14800,-39.14800,-41.07700,-40.93500,30.62200,30.62200,-1.28000,-1.28000,11.15220,0.12210,0.13900,79.85040,-2187.86700,-2187.86700,-2092.35700,-2092.35700,0.00700,25.13330,0.29370,306.41370,-18.32220,-18.66880,-14.58940,-16.08570,6.45430,-0.8445,-0.8516
2023-06-30,,,,12.54600,20.27500,,-32.82100,1.39700,-31.42400,,-31.42400,-31.42400,-31.42400,-33.61400,-32.82100,26.81600,26.81600,-1.17000,-1.17000,12.42640,0.14280,0.16660,,,,,,,,,,-21.27140,-21.27140,-16.63290,-18.23420,5.49180,-0.8862,-0.9155
2023-03-31,2.50000,,2.50000,12.35600,15.09600,,-24.95200,1.53300,-23.41900,,-23.41900,-23.41900,-23.41900,-26.25100,-24.95200,26.74200,26.74200,-0.88000,-0.88000,15.74090,0.12390,0.14140,100.00000,-998.08000,-998.08000,-936.76010,-936.76010,0.01180,,0.85680,105.04800,-13.50550,-13.50550,-11.08780,-11.83260,6.47010,-0.82160,-0.83430
2022-12-31,10.00000,0.40000,9.60000,10.02800,14.63300,24.66100,-15.06100,1.46200,-13.60900,0.00000,-13.60900,-13.60900,-13.59900,-16.48000,-15.06100,24.62000,24.62000,-0.46000,-0.46000,14.60720,0.09150,0.10070,96.00000,-150.61000,-150.61000,-136.09000,-135.99000,0.04390,,2.79170,32.23800,-7.05500,-7.05500,-5.97240,-6.40920,7.21740,-0.5604,-0.5667
2022-09-30,,,,10.91200,11.99400,,-22.90600,0.39000,-22.50600,0.00500,-22.51100,-22.51100,-22.51100,-22.43800,-22.90600,26.66200,26.66200,-0.84000,-0.84000,16.40010,0.08720,0.09550,,,,,,,,,,-11.10960,-11.10960,-9.51980,-10.14090,7.59700,-0.6279,-0.6304
