Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,
2023-09-30,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,
2021-06-30,14.24400,6.73100,7.51300,3.37700,10.41200,1.11300,22.69400,-15.18100,0.35700,-14.82400,-0.03300,-14.79100,-14.79100,-14.79100,-15.18100,-15.18100,8.42500,8.42500,-1.80070,-1.80070,2.57930,52.74500,-106.57820,-106.57820,-104.07190,-103.84020,0.05320,186.97220,135.65720,0.66340,-7.09370,-11.86920,-5.52390,-7.09370,,-0.20940,-0.20940
2021-03-31,15.84600,6.53100,9.31500,3.44100,11.81500,1.24400,27.65800,-18.34300,-0.02300,-18.36600,-0.31600,-18.05000,-18.04500,-18.04500,-18.34300,-18.34300,8.76460,8.76460,-3.60000,-3.60000,2.70220,58.78460,-115.75790,-115.75790,-115.90310,-113.87730,0.05640,176.51350,17.13080,5.25370,-8.12620,-14.03490,-6.42590,-8.12620,26.46430,-0.8549,-3.4798
2020-12-31,22.45900,7.81000,14.64900,4.17500,16.18900,4.21900,33.53500,-18.88600,14.70900,-4.17700,1.44600,-5.62300,-5.62300,-5.62300,-18.88600,-18.88600,8.52050,8.52050,-0.60020,-0.60020,2.56560,65.22550,-84.09100,-84.09100,-18.59830,-25.03670,0.07370,47.62200,935.79160,0.09620,-2.35900,-4.25270,-1.84460,-2.35900,,0.1542,0.1542
2020-09-30,16.57400,6.70000,9.87400,4.07300,10.70200,1.25500,24.67700,-14.80300,0.83400,-13.96900,-0.16200,-13.80700,-13.80700,-13.80700,-14.80300,-14.80300,8.97030,8.97030,-1.56060,-1.56060,2.56850,59.57520,-89.31460,-89.31460,-84.28260,-83.30520,0.05400,23.02410,3314.80000,0.02720,-5.62570,-11.18880,-4.49770,-5.62570,,-0.5226,-0.5226
2020-06-30,18.74800,6.90700,11.84100,4.10400,12.09200,0.89600,25.27600,-13.43500,0.67400,-12.76100,-0.17700,-12.58400,-12.58400,-12.58400,-13.43500,-13.43500,9.09160,9.09160,-0.00140,-0.00140,3.06300,63.15870,-71.66100,-71.66100,-68.06590,-67.12180,0.05700,19.51130,3124.66700,0.02880,-4.70320,-9.24330,-3.82670,-4.70320,,-0.13390,-0.13390
2020-03-31,15.31100,7.86700,7.44400,4.37400,11.54700,3.31300,24.47800,-17.03400,0.85400,-16.18000,-0.16100,-16.01900,-15.99000,-15.99000,-17.03400,-17.03400,9.05910,9.05910,-3.24130,-3.24130,3.01200,48.61870,-111.25360,-111.25360,-105.67560,-104.43480,0.04440,19.04840,1913.87500,0.04700,-5.71690,-11.54200,-4.63880,-5.71690,30.95550,-2.3815,-2.5121
2019-12-31,38.71700,14.16200,24.55500,4.58000,36.23700,-198.04900,253.64600,-229.09100,-3.80500,-232.89600,0.11000,-233.00600,-234.80100,-234.80100,-229.09100,-229.09100,9.09430,9.09430,-25.81030,-25.81030,2.74000,63.42180,-591.70650,-591.70650,-601.53420,-606.45450,0.10070,7.15610,1548.68000,0.05810,-77.72220,-158.98880,-61.05170,-77.72220,,-0.638,-0.638
2019-09-30,27.69000,10.62900,17.06100,7.03100,30.81300,0.24800,48.34300,-31.28200,-3.52900,-34.81100,-0.08100,-34.73000,-45.69100,-45.69100,-31.28200,-31.28200,9.06300,9.06300,-5.04200,-5.04200,2.97970,61.61430,-112.97220,-112.97220,-125.71690,-165.00900,0.04610,23.99320,379.31510,0.23730,-8.74550,-28.09090,-7.61170,-8.74550,,-1.365,-1.365
2019-06-30,36.25100,8.82800,27.42300,8.18400,26.10000,0.91100,42.76400,-15.34100,1.22100,-14.12000,0.04900,-14.16900,-17.55700,-17.55700,-15.34100,-15.34100,9.14060,9.14060,-1.92080,-1.92080,3.41000,75.64760,-42.31880,-42.31880,-38.95070,-48.43180,0.05510,12.01090,458.87340,0.19610,-3.01700,-8.26060,-2.67050,-3.01700,,-0.47610,-0.47610
2018-12-31,53.40800,14.60500,38.80300,8.03600,36.74000,1.45300,53.01400,-14.21100,5.66600,-8.54500,-0.25900,-8.28600,-6.13100,-26.38600,-14.21100,-14.21100,3.72530,3.72530,-7.08280,-7.08280,3.24100,72.65390,-26.60840,-26.60840,-15.99950,-49.40460,0.07710,21.54130,427.26400,0.21060,-1.01250,-2.70900,-0.88520,-1.01250,,0,0
2018-09-30,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,0,0
2018-03-31,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,0,0
