,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-10-21,2024-09-30,$2.50,$2.08
1,2024-07-22,2024-06-30,$3.01,$2.55
2,2024-04-22,2024-03-31,$2.99,$2.88
3,2024-02-26,2023-12-31,$2.37,$2.55
4,2023-10-23,2023-09-30,$3.13,$2.90
5,2023-07-24,2023-06-30,$2.87,$2.87
6,2023-04-17,2023-03-31,--,$2.72
7,2023-02-20,2022-12-31,$2.00,$1.67
8,2022-10-21,2022-09-30,$2.17,$2.60
9,2022-07-25,2022-06-30,$1.77,$2.32
10,2022-04-25,2022-03-31,$1.43,$2.29
11,2022-02-23,2021-12-31,$1.66,$1.70
12,2021-10-27,2021-09-30,$1.41,$1.73
13,2021-07-29,2021-06-30,$1.13,$1.26
14,2021-04-29,2021-03-31,$0.56,$0.97
15,2021-02-25,2020-12-31,$0.40,$0.30
16,2020-10-29,2020-09-30,$0.20,$0.22
17,2020-07-24,2020-06-30,$-0.55,$-0.45
18,2020-04-29,2020-03-31,--,$1.63
19,2020-02-20,2019-12-31,$1.40,$1.33
20,2019-10-24,2019-09-30,$1.24,$1.23
21,2019-07-25,2019-06-30,--,$1.18
22,2019-04-26,2019-03-31,$1.19,$1.30
23,2019-02-21,2018-12-31,$0.98,$1.08
24,2018-10-25,2018-09-30,$0.92,$1.25
25,2018-07-26,2018-06-30,--,$1.10
26,2018-04-27,2018-03-31,--,$1.36
27,2018-02-23,2017-12-31,--,$1.18
28,2017-10-26,2017-09-30,$1.10,$1.07
29,2017-07-26,2017-06-30,$0.95,$1.09
30,2017-04-26,2017-03-31,--,$0.92
31,2017-02-23,2016-12-31,$0.93,$1.07
32,2016-10-24,2016-09-30,$0.83,$0.77
33,2016-07-28,2016-06-30,$0.85,$0.55
34,2016-04-28,2016-03-31,--,$0.95
35,2016-02-25,2015-12-31,$0.68,$1.05
36,2015-10-22,2015-09-30,$0.66,$1.04
37,2015-07-23,2015-06-30,$0.76,$0.71
38,2015-04-23,2015-03-31,$0.66,$0.77
39,2015-02-27,2014-12-31,$0.71,$0.75
