Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,2.25330,1.58500,0.66830,0.03480,0.88300,-0.15380,1.09720,-0.42890,0.01140,-0.41750,-0.41750,-0.41750,-0.41750,-0.40340,-0.42890,7.26480,7.26480,-0.06000,-0.06000,4.63070,,0.07210,29.65820,-19.03450,-19.03450,-18.52960,-18.52960,0.50920,2.54770,35.32540,-12.53610,-12.53610,-9.43580,-12.53610,0.33960,-0.025,-0.025
2024-06-30,1.96970,1.61970,0.35000,0.27790,1.30360,-0.14150,1.74030,-1.39040,0.00010,-1.39030,-1.39030,-1.39030,-1.39030,-1.37300,-1.39040,6.60240,6.60240,-0.21000,-0.21000,3.13670,,0.05460,17.76970,-70.58770,-70.58770,-70.58280,-70.58280,0.60830,2.34070,38.45070,-66.44720,-66.44730,-42.93250,-66.44730,0.31690,-0.2257,-0.2265
2024-03-31,1.75230,1.57310,0.17930,0.27750,1.13860,-0.19460,1.62320,-1.44400,-0.00310,-1.44710,-1.44710,-1.44710,-1.44710,-1.43140,-1.44400,6.49520,6.49520,-0.22000,-0.22000,4.03520,,0.02870,10.23130,-82.40150,-82.40150,-82.57820,-82.57820,0.38500,2.11680,42.51610,-41.95190,-41.95190,-31.79260,-41.95190,0.52250,-0.12330,-0.12410
2023-12-31,1.76620,1.18420,0.58200,,1.15370,-0.16210,1.56820,-0.98620,-0.00910,-0.99530,-0.99530,-0.99530,-0.99530,-0.97380,-0.98620,4.87790,4.87790,-0.16000,-0.16000,5.25360,,0.04610,32.95460,-55.83480,-55.83480,-56.35120,-56.35120,0.35870,1.58940,56.62570,-24.80000,-24.80000,-20.21570,-24.80000,0.62500,-0.3358,-0.3355
2023-09-30,1.58130,1.02680,0.55450,,0.82630,-0.05890,0.89760,-0.34300,-0.01140,-0.35440,-0.35440,-0.35440,-0.35440,-0.33070,-0.34300,4.36040,4.36040,-0.08000,-0.08000,0.51920,6.44660,-1.42780,35.06770,-21.69140,-21.69140,-22.40980,-22.40980,0.60660,1.49910,60.03540,28.82740,28.82740,-13.59420,-157.01260,-0.28190,-0.0853,-0.0853
2023-06-30,0.97920,0.85110,0.12820,,0.77100,-0.12880,0.91210,-0.78400,-0.01880,-0.80280,-0.80280,-0.80280,-0.80280,-0.77170,-0.78400,4.37880,4.37880,-0.18000,-0.18000,,,,13.08750,-80.05670,-80.05670,-81.98130,-81.98130,,,,,,,,,-0.1341,-0.1354
2023-03-31,1.18840,1.04120,0.14720,0.00000,0.67320,-0.23670,0.92160,-0.77450,-0.01140,-0.78590,-0.78590,-0.78590,-0.78590,-0.76270,-0.77450,4.35370,4.35370,-0.18000,-0.18000,,,,12.38320,-65.17220,-65.17220,-66.13300,-66.13300,,,,,,,,,-0.01040,-0.01260
2022-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0.249,0.2676
2022-09-30,1.51400,1.10020,0.41380,,0.60230,-0.15450,0.76060,-0.34680,-0.00770,-0.35450,-0.35450,-0.35450,-0.35450,-0.34680,-0.34680,4.10720,4.10720,-0.09000,-0.09000,,,,27.33260,-22.90590,-22.90590,-23.41740,-23.41740,,,,,,,,,-0.249,-0.2676
2021-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
