,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-13,2024-09-30,$0.28,$0.27
1,2024-07-31,2024-06-30,$0.29,$0.29
2,2024-05-01,2024-03-31,$0.04,$0.06
3,2024-01-31,2023-12-31,$0.02,$-0.02
4,2023-11-16,2023-09-30,$0.26,$0.14
5,2023-08-03,2023-06-30,$0.34,$0.40
6,2023-05-04,2023-03-31,$-0.17,$-0.12
7,2023-02-07,2022-12-31,$-0.13,$-0.06
8,2022-11-17,2022-09-30,$0.32,$0.33
9,2022-08-04,2022-06-30,$0.46,$0.39
10,2022-05-05,2022-03-31,$0.13,$0.15
11,2022-02-03,2021-12-31,$0.07,$0.05
12,2021-11-17,2021-09-30,$0.38,$0.35
13,2021-08-05,2021-06-30,$0.40,$0.40
14,2021-05-06,2021-03-31,$0.09,$0.22
15,2021-02-04,2020-12-31,$0.04,$0.08
16,2020-11-18,2020-09-30,$0.35,$0.33
17,2020-08-05,2020-06-30,$0.31,$0.38
18,2020-05-07,2020-03-31,$-0.01,$-0.02
19,2020-02-06,2019-12-31,$0.08,$0.03
20,2019-11-21,2019-09-30,$0.42,$0.41
21,2019-08-07,2019-06-30,$0.44,$0.46
22,2019-05-08,2019-03-31,$0.09,$0.10
23,2019-02-07,2018-12-31,$0.13,$0.05
24,2018-11-27,2018-09-30,$0.27,$0.29
25,2018-08-08,2018-06-30,$0.23,$0.33
