Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.43900,0.43900,18.61400,17.66700,-35.84200,7.78300,-28.05900,-28.05900,-28.05900,-28.05900,-38.23000,-35.84200,54.62870,54.62870,-0.51000,-0.51000,38.80050,100.00000,-8164.46400,-8164.46400,-6391.57100,-6391.57100,0.00060,,,-4.27660,-4.27660,-4.03720,-4.27660,12.53610,-0.0394,-0.0398
2024-06-30,8.89700,8.89700,14.89800,7.82100,-13.82200,7.86300,-5.95900,-5.95900,-5.95900,-5.95900,-16.28900,-13.82200,54.45170,54.45170,-0.11000,-0.11000,57.33560,100.00000,-155.35570,-155.35570,-66.97760,-66.97760,0.01290,1.18630,75.86830,-0.90610,-0.90610,-0.86190,-0.90610,12.60830,-0.154,-0.1554
2024-03-31,1.25200,1.25200,14.07000,7.34300,-20.16100,5.40100,-14.76000,-14.76000,-14.76000,-14.76000,-21.41600,-20.16100,49.04970,49.04970,-0.30000,-0.30000,62.08560,100.00000,-1610.30300,-1610.30300,-1178.91400,-1178.91400,0.00180,2.41230,37.30830,-2.25080,-2.25080,-2.14230,-2.25080,12.64960,-0.30250,-0.30650
2023-12-31,2.46100,2.46100,12.24100,6.35700,-16.13700,4.37900,-11.75800,-11.75800,-11.75800,-11.75800,-17.66700,-16.13700,44.01630,44.01630,-0.23000,-0.23000,26.79670,100.00000,-655.70890,-655.70890,-477.77330,-477.77330,0.00650,,,-3.41460,-3.41460,-3.09090,-3.41460,7.44500,-0.2591,-0.2719
2023-09-30,2.51700,2.51700,11.89200,6.43800,-15.81300,4.24500,-11.56800,-11.56800,-11.56800,-11.56800,-17.42100,-15.81300,45.70870,45.70870,-0.25000,-0.25000,24.54530,100.00000,-628.24790,-628.24790,-459.59480,-459.59480,0.00650,,,-3.31510,-3.31510,-2.99030,-3.31510,7.56090,-0.1976,-0.2061
2023-06-30,1.05700,1.05700,14.92400,6.88100,-20.74800,3.24000,-17.50800,-17.50800,-17.50800,-17.50800,-22.11800,-20.74800,41.83620,41.83620,-0.42000,-0.42000,17.27560,100.00000,-1962.91400,-1962.91400,-1656.38600,-1656.38600,0.00310,,,-5.84630,-5.84630,-5.12680,-5.84630,7.15280,-0.3592,-0.3731
2023-03-31,2.04800,2.04800,15.86500,6.46400,-20.28100,2.82200,-17.45900,-17.45900,-17.45900,-17.45900,-21.50600,-20.28100,41.76400,41.76400,-0.42000,-0.42000,19.94530,100.00000,-990.28320,-990.28320,-852.49010,-852.49010,0.00580,2.73070,32.95900,-5.60910,-5.60910,-4.94650,-5.60910,7.44600,-0.33310,-0.33990
2022-12-31,2.84500,2.84500,15.43400,5.67700,-18.26600,2.20100,-16.06500,-16.06500,-16.06500,-16.06500,-19.15500,-18.26600,41.46960,41.46960,-0.39000,-0.39000,20.13930,100.00000,-642.03850,-642.03840,-564.67460,-564.67460,0.00780,,,-5.00870,-5.00870,-4.41330,-5.00870,7.70710,-0.2883,-0.338
2022-09-30,1.81300,1.81300,13.73700,6.09800,-18.02200,1.32600,-16.69600,-16.69600,-16.69600,-16.69600,-18.54100,-18.02200,41.52650,41.52650,-0.40000,-0.40000,21.07930,100.00000,-994.04320,-994.04320,-920.90450,-920.90450,0.00480,3.62600,24.82070,-5.03630,-5.03630,-4.44330,-5.03630,7.97850,-0.3222,-0.3828
2022-06-30,2.36500,2.36500,14.08600,5.54000,-17.26100,0.37300,-16.88800,-16.88800,-16.88800,-16.88800,-17.25200,-17.26100,41.44870,41.44870,-0.41000,-0.41000,27.55620,100.00000,-729.85200,-729.85200,-714.08030,-714.08030,0.00610,,,-4.91200,-4.91200,-4.38230,-4.91200,8.28450,-0.1456,-0.1672
