Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,4.93200,2.17200,-7.13500,-3.45700,-10.59200,,-10.59200,-10.59200,-10.59200,-7.10300,-7.13500,3.71430,3.71430,-2.85000,-2.85000,2.07510,,,-141.62310,288.68900,-45.27660,-141.62320,2.49130,-0.0756,-0.074
2024-06-30,4.09000,2.06400,-6.18500,1.86600,-4.31900,,-4.31900,-4.31900,-4.31900,-6.15400,-6.18500,2.54320,2.54320,-1.70000,-1.70000,2.38970,,,-24.39420,-65.86850,-16.88760,-24.39420,6.91330,-2.2566,-2.2617
2024-03-31,4.25200,2.39300,-6.67700,1.70700,-4.97000,,-4.97000,-4.97000,-4.97000,-6.64500,-6.67700,2.46620,2.46620,-2.02000,-2.02000,3.50540,,,-23.02310,-47.60990,-16.11280,-23.02310,9.33690,-2.72370,-2.72370
2023-12-31,6.63200,2.25300,-8.91900,-1.35000,-10.26900,,-10.26900,-10.26900,-10.26900,-8.88400,-8.91900,0.13180,0.13180,-215.96700,-215.96700,3.85520,,,-39.38560,-68.80400,-26.87020,-39.38560,11.70240,-173.4908,-174.4101
2023-09-30,3.28000,2.63500,-5.94700,0.33800,-5.60900,,-5.60900,-5.60900,-5.60900,-5.91600,-5.94700,1.98730,1.98730,-2.82000,-2.82000,7.09950,,,-15.96280,-23.38060,-14.19170,-15.96280,17.67210,-3.7769,-3.791
2023-06-30,3.88800,2.49200,-6.41100,0.43500,-5.97600,,-5.97600,-5.97600,-5.97600,-6.38000,-6.41100,1.97930,1.97930,-3.02000,-3.02000,5.39820,,,-14.84060,-20.52200,-12.68390,-14.84060,20.26650,-2.4906,-2.4982
2023-03-31,5.68700,2.63700,-8.35400,0.43900,-7.91500,,-7.91500,-7.91500,-7.91500,-8.32400,-8.35400,1.91670,1.91670,-4.13000,-4.13000,7.80780,,,-17.32550,-22.91810,-15.50080,-17.32550,23.13910,-3.13930,-3.13930
2022-12-31,4.17900,2.83700,-7.04800,0.27800,-6.77000,,-6.77000,-6.77000,-6.77000,-7.01600,-7.04800,0.12720,0.12720,-216.49180,-216.49180,9.46170,,,-12.97160,-16.49490,-11.78990,-12.97160,409.88670,-206.6229,-207.1146
2022-09-30,5.96500,3.08700,-9.08400,0.47300,-8.61100,,-8.61100,-8.61100,-8.61100,-9.05200,-9.08400,1.90950,1.90950,-4.49780,-4.49780,8.40820,,,-14.74060,-18.21700,-13.17230,-14.74060,30.59300,-3.9576,-3.9576
2022-06-30,4.20400,3.19600,-7.43400,0.65700,-6.77700,,-6.77700,-6.77700,-6.77700,-7.40000,-7.43400,1.90650,1.90650,-3.59820,-3.59820,10.46630,,,-10.21260,-12.27470,-9.25120,-10.21260,34.77780,-4.1963,-4.2283
