Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,40.14500,40.14500,9.58600,-8.60000,21.95900,0.30100,22.26000,0.06600,22.19400,22.19400,18.67600,25.50700,21.95900,80.92590,81.36500,0.23000,0.23000,0.67020,2.03190,54.69920,54.69920,55.44900,46.52140,0.01100,1.97350,1.97350,0.60610,0.65090,13.89630,0.2871,0.2817
2024-06-30,39.30200,39.30200,10.14200,-8.88200,20.27800,4.53700,24.81500,0.10000,24.71500,24.71500,21.02600,25.11200,20.27800,79.45700,80.90800,0.26000,0.26000,0.68030,2.12760,51.59530,51.59530,63.13930,53.49860,0.01060,2.19850,2.19850,0.66860,0.70290,13.89080,0.2978,0.2791
2024-03-31,38.92700,38.92700,9.09100,-8.34600,21.49000,-4.35600,17.13400,0.39000,16.74400,16.74400,13.05500,26.01300,21.49000,77.86900,77.86900,0.17000,0.17000,0.69260,2.25340,55.20590,55.20590,44.01570,33.53710,0.01020,1.49380,1.49380,0.43730,0.45920,14.39400,0.47990,0.46200
2023-12-31,31.48700,31.48700,12.22900,-2.58600,16.67200,-10.22600,6.44600,0.06500,6.38100,6.38100,2.63200,17.95600,16.67200,77.57600,77.57600,0.03000,0.03000,0.71100,2.45960,52.94880,52.94880,20.47190,8.35900,0.00750,0.56730,0.56730,0.15140,0.16400,14.44460,0.3008,1.2341
2023-09-30,27.01600,27.01600,9.32100,-3.09800,14.59700,-75.80500,-61.20800,0.00500,-61.21300,-61.21300,-64.63600,17.20000,14.59700,77.73100,77.73100,-0.83000,-0.83000,0.72720,2.66560,54.03090,54.03090,-226.56200,-239.25080,0.00610,-5.38160,-5.38160,-1.37330,-1.46810,14.63250,0.3344,0.3043
2023-06-30,32.63400,32.63400,10.88500,-1.84800,19.90100,-89.06900,-69.16800,0.00500,-69.17300,-69.17300,-72.72400,20.97200,19.90100,77.41800,77.41800,-0.94000,-0.94000,0.72420,2.62590,60.98240,60.98240,-211.95070,-222.84730,0.00650,-5.67190,-5.67190,-1.38800,-1.56430,15.68980,0.0971,0.0971
2023-03-31,25.25500,25.25500,9.91200,,15.34300,-7.78400,7.55900,0.18400,7.37500,7.37500,3.82300,14.83700,15.34300,77.41000,78.09000,0.05000,0.05000,0.72600,2.64970,60.75230,60.75230,29.93070,15.13760,0.00470,0.56340,0.56340,0.13700,0.15440,16.90980,0.30060,0.30060
2022-12-31,35.99100,35.99100,10.45300,,25.53800,10.85800,36.39600,0.20200,36.19400,36.19400,32.64200,24.08900,25.53800,77.29700,77.29700,0.42000,0.43000,0.73140,2.72280,70.95660,70.95670,101.12530,90.69490,0.00650,2.73780,2.73780,0.65270,0.73540,17.07780,0.2337,1.215
2022-09-30,31.78700,31.78700,9.60300,,22.18400,-136.66600,-114.48200,0.12500,-114.60700,-114.60700,-117.91400,23.78200,22.18400,77.40300,77.40300,-1.52000,-1.52000,0.74110,2.86290,69.78950,69.78950,-360.15350,-370.95040,0.00560,-8.77280,-8.77280,-2.02360,-2.27100,16.87700,0.2234,0.2207
2022-06-30,38.64200,38.64200,14.95900,,23.68300,-28.99900,-5.31600,0.11800,-5.43400,-5.43400,-8.80800,24.42600,23.68300,77.18800,77.18800,-0.11000,-0.11000,0.72370,2.61920,61.28820,61.28820,-13.75710,-22.79390,0.00720,-0.37690,-0.37690,-0.10070,-0.10410,18.62880,0.4442,1.4018
2022-03-31,38.53400,38.53400,9.78400,,28.75000,-4.88400,23.86600,0.08500,23.78100,23.78100,20.43600,31.78000,28.75000,77.18400,81.78900,0.26000,0.25000,0.73170,2.72740,74.60940,74.60940,61.93490,53.03370,0.00700,1.62010,1.62010,0.43120,0.43460,19.01780,0.39880,0.39880
2021-12-31,38.52000,38.52000,10.32600,,28.19400,16.34900,44.54300,-0.33600,44.87900,44.87900,41.46400,31.07100,28.19400,76.97800,81.68400,0.53000,0.52000,0.71680,2.53150,73.19310,73.19320,115.63600,107.64280,0.00740,3.06400,3.06400,0.86010,0.86760,18.97680,0.4352,1.1008
2021-09-30,39.10200,39.10200,9.40200,,29.70000,-0.13900,29.56100,0.23600,29.32500,29.32500,26.04600,31.64100,29.70000,77.06000,82.02900,0.34000,0.32000,0.71990,2.57000,75.95520,75.95520,75.59970,66.61040,0.00750,2.02880,2.02880,0.56380,0.56830,18.76060,0.3888,0.3888
