Date,revenue,cost-goods-sold,gross-profit,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2013-06-30,1570.96200,805.47000,765.49210,-575.57900,575.57900,189.91310,-31.20700,158.70600,43.57900,115.12700,115.12700,115.95700,219.62010,189.91310,458.64220,476.79970,0.25190,0.24300,0.32300,0.47720,12.08900,12.08900,10.10250,7.38130,0.07770,2.69890,2.77220,0.56960,1.82700,9.34090,0.4169,0.3467
2013-03-31,1506.76900,744.67900,762.09000,-570.75600,570.75600,191.33400,-31.11100,160.22300,43.62500,116.59800,116.59800,116.61500,212.24400,191.33400,459.08440,476.62770,0.25480,0.24590,0.30510,0.43910,12.69830,12.69830,10.63360,7.73940,0.07490,2.64360,2.70960,0.57950,1.83700,9.60720,0.24150,0.19250
2012-12-31,1608.60100,801.17290,807.42830,-542.38290,542.38310,265.04490,-32.55200,232.49300,66.99400,165.49900,165.49900,165.48900,303.37490,265.04500,462.70240,483.68810,0.35850,0.34070,0.32790,0.48780,16.47670,16.47670,14.45310,10.28780,0.07980,3.81730,3.89630,0.82110,2.56580,9.44420,0.4481,0.0302
2012-09-30,1420.50100,736.63200,683.86900,-517.66400,517.66400,166.20500,-32.51200,133.69300,32.68500,101.00800,101.00800,100.94700,184.14700,166.20500,460.86640,478.02480,0.21930,0.21040,0.32850,0.48930,11.70050,11.70050,9.41170,7.10640,0.07130,2.33070,2.37890,0.50670,1.56490,9.44490,0.3035,0.1815
2012-06-30,1415.74700,731.20200,684.54490,-503.68900,503.68900,180.85600,-32.41700,148.43900,39.53500,108.90400,108.90400,108.83800,205.79100,180.85600,466.36090,484.40700,0.23410,0.22520,0.33330,0.50000,12.77460,12.77460,10.48490,7.68770,0.07270,2.58260,2.63760,0.55960,1.72170,9.10890,0.4925,0.4612
2012-03-31,1378.70500,679.47200,699.23300,-483.10900,483.10900,216.12400,-28.82100,187.30300,52.07100,135.23200,135.23200,135.31800,238.33600,216.12400,465.12220,484.01210,0.29040,0.27850,0.33640,0.50700,15.67590,15.67590,13.58540,9.81490,0.07210,3.27010,3.34300,0.70680,2.17000,8.86150,0.15240,0.10970
2011-12-31,1370.95300,693.01400,677.93900,-501.02600,501.02600,176.91350,-28.19500,148.71800,31.66300,117.05500,117.05500,117.02700,207.59340,176.91330,471.44700,491.64300,0.25190,0.24300,0.30560,0.44020,12.90440,12.90440,10.84780,8.53620,0.07450,2.95530,3.02230,0.63600,2.05200,8.53400,0.3686,0.8693
2011-09-30,1279.73100,683.98000,595.75100,-471.53700,471.53700,124.21400,-28.06800,96.14600,19.77500,76.37100,76.37100,76.41000,148.36700,124.21400,468.50400,487.81570,0.16300,0.15700,0.31080,0.45090,9.70630,9.70630,7.51300,5.97080,0.06980,1.97350,2.02080,0.41660,1.36020,8.36440,0.5605,0.0454
2011-06-30,1270.94900,674.27600,596.67300,-459.51300,459.51300,137.15990,-28.13200,109.02800,26.90800,82.12000,82.12000,82.18400,148.25990,137.15990,478.02480,498.40990,0.17190,0.16590,0.30800,0.44510,10.79190,10.79190,8.57850,6.46630,0.06990,2.09490,2.14440,0.45130,1.44970,8.24280,0.3228,0.1893
2011-03-31,1234.35100,607.09500,627.25600,-439.94500,439.94500,187.31090,-28.11700,159.19400,43.59900,115.59500,115.59500,115.59000,209.38990,187.31090,476.47240,497.55940,0.24300,0.23110,0.31410,0.45800,15.17490,15.17490,12.89700,9.36440,0.06860,3.04280,3.11710,0.64280,2.08700,7.94940,0.11140,-0.02920
2010-12-31,1231.34200,591.51200,639.82970,-440.44500,440.44500,199.38460,-28.18900,171.19600,47.18600,124.01000,124.01000,123.96900,218.18860,199.38490,502.03800,523.39840,0.25480,0.24590,0.31970,0.46990,16.19250,16.19250,13.90320,10.06780,0.07020,3.34270,3.42640,0.70750,2.27410,7.79530,0.1113,0.0871
2010-09-30,1176.11200,597.90700,578.20510,-430.18000,430.18000,148.02500,-26.72500,121.30000,27.63100,93.66900,93.66900,93.61900,169.62000,148.02500,496.39160,520.29000,0.18960,0.18070,0.31180,0.45300,12.58600,12.58600,10.31360,7.96000,0.06600,2.44310,2.51330,0.52590,1.68140,7.82370,0.3997,0.3674
2010-06-30,1163.06800,570.47500,592.59300,-420.75700,420.75690,171.83610,-26.01400,145.82200,35.59800,110.22400,110.22400,110.20700,193.77610,171.83610,510.35060,531.43080,0.21630,0.20740,0.30060,0.42980,14.77440,14.77440,12.53770,9.47550,0.06680,2.98810,3.07740,0.63290,2.08990,7.36410,0.2453,0.2271
2010-03-31,1153.54700,549.97300,603.57400,-416.94100,416.94110,186.63290,-26.04100,160.59200,41.81100,118.78100,118.78100,118.61000,207.16090,186.63290,517.87690,539.22710,0.22810,0.21930,0.30310,0.43490,16.17910,16.17910,13.92160,10.28220,0.06690,3.25270,3.35310,0.68930,2.26690,7.06330,0.10600,0.08590
2009-12-31,1176.15000,543.03110,633.11900,-421.67500,421.67480,211.44410,-25.95300,185.49100,51.34700,134.14400,134.14400,134.29400,234.15210,211.44430,541.20480,562.18730,0.24890,0.24000,0.30690,0.44290,17.97770,17.97770,15.77100,11.41810,0.06790,3.72420,3.82030,0.77410,2.58110,6.81720,0.2685,0.2447
2009-09-30,1136.30900,585.96400,550.34500,-402.97100,402.97100,147.37400,-21.59900,125.77500,27.98700,97.78800,97.78800,97.72200,155.71400,147.37400,541.57950,562.73390,0.18070,0.17480,0.30590,0.44060,12.96950,12.96950,11.06870,8.60000,0.06530,2.70990,2.79460,0.56220,1.88110,6.65200,0.3102,0.3009
2009-06-30,1155.09800,597.26700,557.83100,-412.30500,412.30500,145.52600,-20.21300,125.31300,27.88100,97.43200,97.43200,97.38700,170.09400,145.52600,540.02700,561.01280,0.18070,0.17480,0.27850,0.38610,12.59860,12.59860,10.84870,8.43110,0.06930,2.95630,3.05650,0.58490,2.13290,6.10170,-0.0562,-0.0695
2009-03-31,963.62100,610.44500,353.17600,-387.30100,387.30100,-34.12500,-20.22400,-54.34900,-34.06500,-20.28400,-20.28400,-20.34600,-10.86600,-34.12500,543.67870,543.67870,-0.03850,-0.03850,0.29220,0.41290,-3.54130,-3.54130,-5.64010,-2.11140,0.05950,-0.65860,-0.68210,-0.12530,-0.46610,5.70480,0.03970,0.03190
