Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,345.16100,87.88800,257.27300,132.38600,,189.34000,67.93300,-24.28100,43.65200,-3.16700,46.81900,46.81900,46.81900,126.04000,67.93300,61.30200,61.39700,0.76000,0.76000,0.45300,0.47720,1.05600,74.53710,19.68150,19.68150,12.64690,13.56440,0.04390,0.72300,2.39390,37.59620,1.66230,1.90410,0.59610,0.86910,45.93960,1.9515,-0.5403
2024-06-30,319.92900,76.48000,243.44900,124.90400,,181.83700,61.61200,-25.71500,35.89700,4.24300,31.65400,31.65400,31.65400,119.69600,61.61200,61.28900,61.35700,0.52000,0.52000,0.52020,0.47830,1.03360,76.09470,19.25800,19.25800,11.22030,9.89410,0.04150,0.66530,2.14000,42.05620,1.12760,1.29220,0.41040,0.58830,45.79610,1.0128,-1.2449
2024-03-31,475.34200,174.72100,300.62100,141.79800,,198.54100,102.08000,-26.66000,75.42000,10.33400,65.08600,65.08600,65.08600,160.00900,102.08000,61.26600,61.31000,1.06000,1.06000,0.89240,0.49630,0.98650,63.24310,21.47510,21.47510,15.86650,13.69250,0.06230,1.68250,2.54290,35.39230,2.31370,2.65070,0.85260,1.16540,45.90210,2.63700,0.86320
2023-12-31,356.00900,98.24900,257.76000,101.91000,,154.59700,103.16300,-26.56700,76.59600,-6.54600,83.14200,83.14200,83.14200,156.99500,103.16290,60.32100,60.32100,1.37000,1.37000,0.76090,0.49130,1.00290,72.40490,28.97760,28.97760,21.51520,23.35390,0.04680,0.85780,1.67730,53.65910,2.98500,3.42470,1.09390,1.51850,45.47530,1.0514,-1.614
2023-09-30,321.09000,88.94300,232.14700,124.35800,,176.51700,55.63000,-24.59800,31.03200,1.69700,29.33500,29.33500,29.33500,109.15000,55.63000,60.44200,60.47800,0.48000,0.48000,0.62920,0.48210,0.96850,72.29970,17.32540,17.32540,9.66460,9.13610,0.04320,0.74690,2.16890,41.49580,1.07050,1.23110,0.39480,0.55440,44.74730,2.1457,-0.1864
2023-06-30,290.50200,67.57800,222.92400,124.92400,,177.30400,45.62000,-24.34900,21.27100,2.14700,19.12400,19.12400,19.12400,99.28700,45.62000,59.80400,59.85000,0.32000,0.32000,0.75460,0.48840,0.99320,76.73750,15.70390,15.70390,7.32220,6.58310,0.03980,0.62820,1.97390,45.59550,0.71180,0.82110,0.26220,0.36410,44.78550,1.3392,-0.7765
2023-03-31,454.54200,165.49200,289.05000,139.76000,,193.00800,96.04200,-23.27100,72.77100,10.24100,62.53000,62.53000,62.53000,150.63900,96.04200,59.77600,59.78900,1.05000,1.05000,0.65870,0.46580,0.96400,63.58970,21.12940,21.12940,16.00970,13.75670,0.06240,1.78820,2.07800,43.31170,2.32190,2.67750,0.85880,1.24030,45.03870,3.57420,1.28950
2022-12-31,425.28300,153.01700,272.26600,139.72300,,189.03800,83.22800,-19.38600,63.84200,-2.90200,66.74400,66.74400,66.74400,133.82000,83.22800,55.76900,55.76900,1.16000,1.16000,0.86790,0.48230,0.98710,64.02000,19.57000,19.57000,15.01170,15.69400,0.05810,1.42530,1.73620,51.83770,2.50430,2.89240,0.91210,1.29640,44.61010,0.0486,-2.367
2022-09-30,335.06800,108.92000,226.14800,129.26600,,177.85400,48.29400,-21.17500,27.11900,-0.24900,27.36800,27.36800,27.36800,98.38000,48.29400,56.31100,56.63700,0.48000,0.47000,0.76450,0.48800,1.01130,67.49320,14.41320,14.41320,8.09360,8.16790,0.04710,0.84270,2.24650,40.06180,1.07860,1.25560,0.38470,0.55220,43.91590,1.1694,-1.3323
2022-06-30,323.00400,95.00100,228.00300,127.45000,,175.66200,52.34100,-21.12000,31.22100,1.43500,29.78600,29.78600,29.78600,101.82900,52.34100,54.27200,54.27200,0.55000,0.54000,1.04570,0.50660,1.02790,70.58830,16.20440,16.20440,9.66580,9.22160,0.04670,0.95940,2.21170,40.69200,1.20860,1.41370,0.43040,0.59630,43.89250,0.7219,-1.4908
