Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.86000,2.08300,-1.22300,0.92100,-3.33100,5.71600,-6.93900,0.01500,-6.92400,,-6.92400,-6.92400,-6.92800,-5.02400,-6.93900,3.64010,3.64010,-1.90000,-1.90000,0.31670,0.47190,-806.86050,-806.86050,-805.11630,-805.58140,0.00170,-2.22660,-2.22660,-1.39690,-1.52140,82.98970,-0.9106,-9.4426
2024-06-30,0.38400,1.42900,-1.04500,1.17600,-1.88700,3.70400,-4.74900,0.03300,-4.71600,,-4.71600,-4.71600,-4.72000,-3.89100,-4.74900,3.63170,3.63170,-1.30000,-1.30000,0.27450,0.38660,-1236.71900,-1236.71900,-1228.12500,-1229.16700,0.00080,-1.48820,-1.48820,-0.99040,-1.07970,84.92100,0.3429,-11.0755
2024-03-31,0.33700,1.26300,-0.92600,1.57000,-1.31600,3.17000,-4.09600,0.11500,-3.98100,,-3.98100,-3.98100,-3.98100,-3.68800,-4.09600,3.63150,3.63150,-1.10000,-1.10000,0.21270,0.27010,-1215.43000,-1215.43000,-1181.30600,-1181.30600,0.00070,-1.23710,-1.23710,-0.88290,-0.97400,86.23190,-1.82510,-12.26700
2023-12-31,0.51100,1.15200,-0.64100,1.86600,-1.09900,3.34700,-3.98800,-0.19300,-4.18100,,-4.18200,-4.18200,-4.17700,-3.70300,-3.98800,3.55330,3.55330,-1.16000,-1.16000,0.05710,0.07280,-780.43030,-780.43020,-818.19950,-817.41670,0.00130,-1.28650,-1.28650,-1.09440,-1.21310,87.32650,-0.4891,-13.031
2023-09-30,0.46800,1.02000,-0.55200,1.48200,-0.79500,2.76200,-3.31400,0.01200,-3.30200,,-3.30200,-3.30200,-3.28400,-2.95600,-3.31400,3.57790,3.57790,-0.92000,-0.92000,0.00000,0.00000,-708.11970,-708.11970,-705.55560,-701.70940,0.00130,-1.01210,-1.01210,-0.91410,-1.01210,88.66770,-0.495,-12.7017
2023-06-30,0.77800,0.98900,-0.21100,1.21600,-2.16600,4.07000,-4.28100,0.21000,-4.07100,,-4.07100,-4.07100,-4.08000,-4.03800,-4.28100,3.52650,3.52650,-1.16000,-1.16000,0.00000,0.00000,-550.25710,-550.25710,-523.26480,-524.42160,0.00210,-1.23900,-1.23900,-1.10550,-1.23900,89.60840,-0.577,-9.1664
2023-03-31,0.49700,1.01800,-0.52100,1.77100,0.00000,2.28300,-2.80400,-0.00300,-2.80700,,-2.80700,-2.80700,-2.81000,-2.44300,-2.80400,3.52340,3.52340,-0.80000,-0.80000,,,-564.18510,-564.18510,-564.78870,-565.39230,0.00140,-0.85380,-0.85380,-0.79570,-0.85380,90.73200,-0.39340,-6.38010
2022-12-31,0.41200,1.00500,-0.59300,1.89000,,2.28200,-2.87500,-0.09200,-2.96700,0.00200,-2.96900,-2.96900,-2.73600,-2.57000,-2.87500,3.41650,3.41650,-0.79000,-0.79000,,,-697.81550,-697.81570,-720.14580,-664.07770,0.00120,-0.89250,-0.89250,-0.83870,-0.89250,91.80530,-0.6397,-4.4593
2022-09-30,0.33800,0.97300,-0.63500,0.79400,0.00000,1.14300,-1.77800,0.44900,-1.32900,-0.00100,-1.32800,-1.32800,-1.04500,-1.47900,-1.77800,3.43010,3.43010,-0.30000,-0.30000,,,-526.03550,-526.03550,-393.19530,-309.17160,0.00100,-0.40450,-0.40450,-0.38860,-0.40450,92.37630,-0.4351,-3.2774
2022-06-30,0.31200,0.92400,-0.61200,1.47300,,1.73900,-2.35100,0.53000,-1.82100,0.11100,-1.93200,-1.93200,-1.88600,-2.13200,-2.35100,3.38780,3.38780,-0.56000,-0.56000,,,-753.52560,-753.52560,-583.65380,-604.48720,0.00090,-0.59300,-0.59300,-0.57290,-0.59300,92.72850,-0.3486,-4.3085
2022-03-31,0.32900,0.90700,-0.57800,1.64100,,1.92500,-2.50300,0.49400,-2.00900,,-2.00900,-2.00900,-2.01600,-2.26600,-2.50300,3.38210,3.38210,-0.60000,-0.60000,0.03250,0.03350,-760.79030,-760.79030,-610.63830,-612.76600,0.00090,-0.62420,-0.62420,-0.57560,-0.60400,92.42740,-0.52330,-1.49110
2021-12-31,0.31800,0.82500,-0.50700,2.55900,,2.77700,-3.28400,0.31000,-2.97400,,-2.97400,-2.97400,-2.99200,-3.09900,-3.28400,0.41020,0.41020,1931.99000,1931.99000,0.03220,0.03330,-1032.70400,-1032.70400,-935.22000,-940.88040,0.00090,-0.91830,-0.91830,-0.87110,-0.88860,93.01010,-5.6231,9.3366
2021-09-30,0.27800,0.14800,0.13000,0.17600,,0.33900,-0.20900,0.34200,0.13300,,0.13300,0.13300,0.05100,-0.07700,-0.20900,0.13840,0.13840,0.37000,0.37000,,,-75.17990,-75.17990,47.84170,18.34530,0.00230,0.11460,0.11460,0.11090,0.11460,129.60210,0.094,-34.1712
2021-06-30,0.24700,0.09600,0.15100,0.05700,,0.19400,-0.04300,-0.02300,-0.06600,,-0.06600,-0.06600,-0.06600,0.06300,-0.04300,0.00010,0.00010,-660.00000,-660.00000,,,-17.40890,-17.40890,-26.72070,-26.72070,,,,,,,0,0
2021-03-31,0.15400,0.07100,0.08300,0.13200,,0.20200,-0.11900,-0.01600,-0.13500,,-0.13500,-0.13500,-0.12800,-0.06300,-0.11900,0.00010,0.00010,-1280.00000,-1280.00000,,,-77.27270,-77.27270,-87.66230,-83.11690,,,,,,,0.00000,
2020-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,0,0
2020-09-30,,,,,0.00000,,,,0.00000,0.00000,,0.00000,,,,,,,0.00000,,,,,,,,,,,,,0,0
