Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,4092.00000,837.00000,3255.00000,1843.00000,,2393.00000,862.00000,-141.00000,721.00000,133.00000,588.00000,588.00000,588.00000,1412.00000,862.00000,346.20000,347.50000,1.70000,1.69000,1.00880,0.51700,1.17580,79.54550,21.06550,21.06550,17.61980,14.36950,0.05960,1.77330,1.46460,61.45160,2.68520,2.73620,0.85660,1.29700,63.28900,1.1217,-2.4898
2024-06-30,3220.00000,639.00000,2581.00000,1749.00000,,2261.00000,320.00000,-128.00000,192.00000,-10.00000,202.00000,202.00000,202.00000,832.00000,320.00000,345.90000,347.10000,0.58000,0.58000,1.04360,0.51950,1.20650,80.15530,9.93790,9.93790,5.96270,6.27330,0.04740,1.41690,1.21010,74.37580,0.93690,0.95500,0.29740,0.45020,69.10260,3.8563,0.2123
2024-03-31,4280.00000,1004.00000,3276.00000,1696.00000,-30.00000,2265.00000,1011.00000,-107.00000,904.00000,184.00000,720.00000,720.00000,720.00000,1550.00000,1011.00000,345.50000,346.80000,2.08000,2.08000,0.98750,0.50360,1.13250,76.54210,23.62150,23.62150,21.12150,16.82240,0.06420,2.27150,1.46730,61.33880,3.33100,3.39510,1.07980,1.65350,69.27890,1.65220,-2.22320
2023-12-31,3444.00000,778.00000,2666.00000,1689.00000,-2.00000,2215.00000,451.00000,-46.00000,405.00000,71.00000,334.00000,334.00000,334.00000,976.00000,451.00000,347.70000,349.30000,1.01000,0.99000,1.01160,0.50890,1.15630,77.41000,13.09520,13.09520,11.75960,9.69800,0.05190,1.65880,1.20340,74.79100,1.57860,1.60960,0.50350,0.77520,61.32750,2.7639,-1.1216
2023-09-30,3872.00000,903.00000,2969.00000,1734.00000,-1.00000,2247.00000,722.00000,-52.00000,670.00000,144.00000,526.00000,526.00000,526.00000,1234.00000,722.00000,345.00000,346.50000,1.53000,1.52000,0.98170,0.49490,1.09970,76.67870,18.64670,18.64670,17.30370,13.58470,0.06010,1.98460,1.56820,57.38900,2.49550,2.54480,0.81670,1.26050,67.77490,0.0578,-3.0883
2023-06-30,2944.00000,612.00000,2332.00000,1565.00000,13.00000,2048.00000,284.00000,-29.00000,255.00000,29.00000,226.00000,226.00000,226.00000,779.00000,284.00000,345.90000,347.40000,0.65000,0.65000,1.02160,0.49810,1.11750,79.21200,9.64670,9.64670,8.66170,7.67660,0.04620,1.41010,1.36230,66.06320,1.08630,1.10800,0.35440,0.54520,67.11290,3.0909,-0.0705
2023-03-31,4403.00000,1359.00000,3044.00000,1661.00000,855.00000,1305.00000,1739.00000,-66.00000,1673.00000,243.00000,1430.00000,1430.00000,1433.00000,2238.00000,1739.00000,352.90000,354.20000,4.06000,4.05000,1.19880,0.49760,1.04140,69.13470,39.49580,39.49580,37.99680,32.54600,0.07010,3.15310,1.76540,50.97890,6.86080,6.99750,2.27690,3.44680,66.37900,0.25970,7.72160
2022-12-31,4030.00000,1141.00000,2889.00000,1877.00000,,2340.00000,549.00000,-208.00000,341.00000,168.00000,173.00000,173.00000,190.00000,1012.00000,549.00000,354.50000,355.80000,0.53000,0.52000,1.14430,0.49100,1.14110,71.68740,13.62280,13.62280,8.46150,4.71460,0.05840,2.31910,1.70330,52.83870,0.82820,0.84470,0.25050,0.42160,62.91870,3.7036,0.3171
2022-09-30,4165.00000,975.00000,3190.00000,1776.00000,,2301.00000,889.00000,-110.00000,779.00000,160.00000,619.00000,619.00000,613.00000,1414.00000,889.00000,354.60000,355.90000,1.73000,1.72000,0.83210,0.51590,1.19970,76.59060,21.34450,21.34450,18.70350,14.71790,0.06330,1.82930,1.71120,52.59540,2.95100,3.20480,0.94130,1.42870,63.18070,1.8511,-1.5309
2022-06-30,3415.00000,890.00000,2525.00000,1599.00000,,2138.00000,387.00000,-116.00000,271.00000,17.00000,254.00000,254.00000,255.00000,926.00000,387.00000,354.30000,355.50000,0.72000,0.72000,0.88170,0.52020,1.22820,73.93850,11.33240,11.33240,7.93560,7.46710,0.05250,1.98220,1.43850,62.56520,1.23180,1.34120,0.39030,0.59090,62.29910,4.1729,0.9326
