Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-08-31,1318.50000,380.00000,938.50000,391.80000,391.80000,546.70000,10.40000,557.10000,129.70000,427.40000,427.40000,427.40000,641.40000,546.70000,360.10000,361.90000,1.19000,1.18000,1.37750,0.17180,0.21230,71.17940,41.46380,41.46380,42.25260,32.41560,0.12570,0.77430,116.23890,11.10020,24.04100,4.07470,9.19320,10.69850,1.50900,1.41060
2024-05-31,1295.10000,375.20000,919.89960,438.10000,438.10020,481.79940,10.00000,491.80000,111.90000,379.90010,379.90010,379.90000,583.39940,481.79960,360.30000,362.10000,1.05000,1.05000,1.36590,0.17360,0.21500,71.02930,37.20170,37.20170,37.97390,29.33370,0.12470,0.79680,112.94650,9.99470,22.03850,3.65880,8.25940,10.55540,0.6071,0.4935
2024-02-29,1439.30000,379.80000,1059.50000,409.70000,409.70000,649.80000,9.40000,659.20000,160.60000,498.60000,498.60000,498.60000,751.10000,649.80000,359.90000,361.70000,1.39000,1.38000,1.23570,0.17570,0.21810,73.61220,45.14700,45.14700,45.80000,34.64180,0.11050,0.84560,106.43300,13.30630,30.03790,3.82830,10.96890,10.40860,1.8602,1.7473
2023-11-30,1257.90000,364.10000,893.80000,387.60000,387.60000,506.20000,11.70000,517.90000,125.20000,392.70000,392.70000,392.70000,607.50000,506.20000,360.50000,362.10000,1.09000,1.08000,1.23010,0.18470,0.23040,71.05490,40.24170,40.24170,41.17180,31.21870,0.10440,0.76200,118.11110,11.14230,27.25000,3.25840,9.08440,9.79540,0.8634,0.7508
2023-08-31,1286.00000,360.20000,925.80000,389.50000,389.50000,536.30000,12.80000,549.10000,129.90000,419.20000,419.20000,419.20000,633.30000,536.30000,360.80000,362.80000,1.16000,1.16000,1.23760,0.18200,0.22630,71.99070,41.70300,41.70300,42.69830,32.59720,0.10540,0.81670,110.19750,11.68400,27.78180,3.43610,9.55750,9.93300,1.91010,1.80350
2023-05-31,1229.60000,369.80000,859.80010,406.50000,406.49990,453.30020,10.30000,463.59990,113.20000,350.39980,350.39980,350.40000,555.80020,453.30000,360.40000,362.30000,0.97000,0.97000,1.29670,0.18600,0.23140,69.92520,36.86570,36.86570,37.70330,28.49710,0.11660,0.86220,104.39000,10.03090,23.80760,3.32250,8.16520,9.68990,1.1521,1.0252
2023-02-28,1381.00000,372.90000,1008.10000,396.20000,396.20000,611.90000,5.50000,617.40000,150.00000,467.40000,467.40000,467.40000,716.30000,611.90000,360.50000,362.30000,1.30000,1.29000,1.27480,0.19010,0.23770,72.99780,44.30850,44.30850,44.70670,33.84500,0.13020,0.97600,92.21580,13.74260,34.08450,4.40790,11.13070,9.43440,1.5708,1.5042
2022-11-30,1190.30000,359.30000,831.00010,358.70000,358.70000,472.30000,2.90000,475.20000,114.90000,360.30000,360.30000,360.30000,576.30000,472.30000,360.50000,362.30000,1.00000,0.99000,1.30380,0.19930,0.25210,69.81430,39.67910,39.67910,39.92270,30.26970,0.12920,0.85530,105.22050,11.24080,30.75810,3.91020,9.00030,8.89130,0.9813,0.9106
2022-08-31,1206.20000,351.00000,855.20000,359.60000,359.60000,495.60000,-3.60000,492.00000,112.80000,379.20000,379.20000,379.20000,598.60000,495.60000,360.10000,362.40000,1.05000,1.05000,1.29420,0.20270,0.25760,70.90040,41.08770,41.08770,40.78930,31.43760,0.13220,0.87830,102.46810,12.08640,34.48530,4.15520,9.63610,8.70530,1.00520,0.92080
2022-05-31,1144.30000,360.00000,784.30020,390.30000,390.30030,393.99990,-5.20000,388.80010,92.40000,296.40010,296.40010,296.40000,501.59990,393.99990,360.60000,363.10000,0.82000,0.82000,1.24910,0.20540,0.26140,68.53970,34.43150,34.43150,33.97710,25.90230,0.11880,0.86810,103.67730,9.60720,28.80190,3.07620,7.63350,8.57240,1.1632,1.0712
