Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,72.82200,16.38400,56.43800,31.21500,31.92500,24.51300,24.51300,6.33300,18.18000,18.18000,18.18000,31.55900,31.67800,0.58000,0.57000,0.14660,0.25080,43.90260,32.56020,0.01120,3.38130,4.11500,0.36430,2.88560,17.03670,0.8051,0.775
2024-06-30,72.43400,15.79600,56.63800,30.97500,31.68500,24.95300,24.95300,6.88300,18.07000,18.07000,18.07000,31.57900,31.66700,0.57000,0.57000,0.15340,0.26580,44.99120,32.58090,0.01110,3.54680,4.39230,0.36100,3.00260,16.14340,0.6288,0.5752
2024-03-31,67.58700,15.27300,52.31400,31.08500,31.79500,20.51900,20.51900,5.26100,15.25800,15.25800,15.25800,31.66300,31.80300,0.48000,0.48000,0.15670,0.27560,39.62190,29.46300,0.01030,3.07200,3.83550,0.30270,2.59060,15.71130,0.84180,0.80140
2023-12-31,70.61600,14.32700,56.28900,30.78000,31.50000,24.78900,24.78900,6.34300,18.44600,18.44600,18.43600,31.62600,31.62600,0.58000,0.57000,0.15860,0.30100,44.92720,33.41310,0.01090,3.76840,4.72980,0.36360,3.17070,15.44350,0.4283,0.3917
2023-09-30,68.53100,10.76200,57.76900,30.43100,31.15100,26.61800,26.61800,6.90300,19.71500,19.71500,19.70500,31.82900,31.96600,0.62000,0.62000,0.16820,0.65490,46.46270,34.39580,0.01150,4.32110,5.55550,0.39500,3.59450,14.35930,0.5269,0.5148
2023-06-30,66.68200,7.89600,58.78600,33.02300,33.74300,25.04300,25.04300,6.57000,18.47300,18.47300,18.46200,31.98000,32.08000,0.58000,0.58000,0.16980,0.68430,42.43430,31.28300,0.01190,4.09740,5.29740,0.37130,3.40170,14.14840,0.4341,0.4216
2023-03-31,59.21600,4.94200,54.27400,41.63300,42.14300,12.13100,12.13100,2.92300,9.20800,9.20800,9.20300,30.97700,31.04700,0.30000,0.30000,0.17000,0.44940,25.23930,19.14740,0.00960,2.04580,2.65060,0.18370,1.69810,14.02390,0.69220,0.67240
2022-12-31,52.83700,2.76500,50.07200,32.31700,32.45700,17.61500,17.61500,4.47500,13.14000,13.14000,13.12500,28.85400,28.85400,0.45000,0.45000,0.17120,0.75010,34.72650,25.87480,0.01180,3.51680,3.94480,0.30650,2.91480,12.99450,0.8141,0.8038
2022-09-30,47.24800,1.62400,45.62400,24.14100,24.38400,21.24000,21.24000,5.61300,15.62700,15.62700,15.61000,28.78800,28.86000,0.54000,0.54000,0.17680,0.51600,46.95170,34.50640,0.01070,4.35200,4.91260,0.37090,3.58240,12.48820,0.6376,0.6315
2022-06-30,44.30800,1.38400,42.92400,23.74200,23.98700,18.93700,18.93700,4.85200,14.08500,14.08500,14.06800,28.89100,28.94500,0.49000,0.49000,0.17100,0.34290,44.26710,32.88530,0.01010,3.76800,4.23040,0.33350,3.12370,12.96550,0.3323,0.3504
2022-03-31,43.37800,1.40700,41.97100,23.32800,23.57300,18.39800,18.39800,4.79400,13.60400,13.60400,13.58700,28.98700,29.03000,0.47000,0.47000,0.16750,0.33380,43.23350,31.92810,0.00980,3.55050,3.97300,0.31280,2.95600,13.22680,0.73160,0.74120
2021-12-31,43.70900,1.49600,42.21300,23.28300,23.53800,18.67500,18.67500,5.08100,13.59400,13.59400,13.57100,27.79600,27.79600,0.47000,0.47000,0.15760,0.33570,43.37370,31.51940,0.01000,3.30050,3.64820,0.31510,2.78050,14.20970,0.5719,0.5631
2021-09-30,40.50700,1.40000,39.10700,20.24800,20.50000,18.60700,18.60700,4.89200,13.71500,13.71500,13.69000,27.34100,27.35500,0.50000,0.50000,0.16890,0.32980,45.63450,33.57530,0.01030,3.62040,3.96570,0.34740,3.00890,13.85900,0.1129,0.1056
2021-06-30,39.92100,1.44700,38.47400,19.73400,19.99200,18.48200,18.48200,4.76500,13.71700,13.71700,13.69200,27.36260,27.36260,0.50000,0.50000,0.17100,0.33150,45.48180,33.69430,0.01030,3.67560,4.03440,0.34690,3.04720,13.64260,0.627,0.6219
