Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-08-31,14684.71000,13723.66000,961.04790,657.51300,658.17000,302.87890,-81.96500,220.91400,42.35800,178.55600,178.55600,,178.55600,401.06690,302.87890,84.51000,84.93700,2.09000,2.08000,1.25440,0.31390,0.49610,6.54450,2.06250,2.06250,1.50440,1.21590,0.50280,1.78820,1.34770,66.77830,2.18710,122.63120,0.61130,1.50050,96.88010,4.5765,4.0114
2024-05-31,13947.91000,12974.36000,973.54690,671.71400,709.60000,263.94820,-79.79200,184.15600,40.55100,143.60500,143.60500,,143.60500,370.23520,263.94820,85.45300,85.86900,1.67000,1.66000,1.26390,0.31950,0.57760,6.97990,1.89240,1.89240,1.32030,1.02960,0.50320,1.82780,1.44040,62.48200,1.80490,-420.43550,0.51810,1.22820,93.97690,-1.2173,-1.6704
2024-02-29,13975.25000,12969.49000,1005.76600,671.54500,703.19000,302.57130,-78.77500,223.79700,51.66900,172.12800,172.12800,,172.12800,403.19030,302.57130,87.89100,88.20300,1.94000,1.93000,1.21800,0.27560,0.49480,7.19680,2.16510,2.16510,1.60140,1.23170,0.50270,1.82900,1.42350,63.22560,2.12450,458.92430,0.61920,1.53900,93.29900,4.36160,3.89580
2023-11-30,14407.30000,13388.72000,1018.57700,685.18700,731.83000,286.75100,-59.64500,227.10900,39.56700,187.54200,187.54200,,187.54200,390.14900,286.75200,92.57200,92.85300,2.06000,2.05000,1.19990,0.27470,0.49890,7.06990,1.99030,1.99030,1.57630,1.30170,0.48980,1.87350,1.27930,70.35280,2.29180,540.50190,0.63760,1.66230,92.28910,2.2727,1.8137
2023-08-31,13960.62000,12989.34000,971.27340,659.45400,731.04000,240.23340,-70.07400,170.15900,30.89700,139.26200,139.26200,,139.26200,345.51840,240.23340,92.59000,92.88100,1.49000,1.49000,1.23410,0.27280,0.48750,6.95720,1.72080,1.72080,1.21890,0.99750,0.48980,1.74070,1.43710,62.62600,1.66430,81.68090,0.48860,1.21020,90.92020,6.4263,5.9917
2023-05-31,14062.12000,13098.71000,963.41020,673.69800,710.53000,252.88280,-78.44900,174.43400,41.34700,133.08700,133.08700,,133.08700,357.83680,252.88280,93.38500,93.64300,1.41000,1.41000,1.29890,0.31520,0.49650,6.85110,1.79830,1.79830,1.24050,0.94640,0.50260,1.67990,1.50240,59.90590,1.60950,212.94250,0.47570,1.10220,88.88470,7.5453,7.2177
2023-02-28,15125.37000,14121.80000,1003.56700,654.22300,705.41000,298.16310,-80.35600,217.80600,50.78600,167.02000,167.02000,,167.02000,402.84110,298.16310,94.25900,94.53900,1.76000,1.75000,1.26440,0.31890,0.53860,6.63500,1.97130,1.97130,1.44000,1.10420,0.51740,1.68660,1.46400,61.47680,2.04970,-224.86290,0.57130,1.39600,87.04450,-1.08730,-1.48160
2022-11-30,16247.96000,15188.24000,1059.71900,675.50410,725.55000,334.16020,-68.93800,265.22400,43.99300,221.23100,221.23100,,221.23100,440.88210,334.16020,95.22500,95.50900,2.31000,2.30000,1.24790,0.32340,0.51130,6.52220,2.05660,2.05660,1.63240,1.36160,0.54640,1.67520,1.58670,56.72170,2.75660,-109.94450,0.74400,1.86520,84.79410,3.1679,2.7654
2022-08-31,15356.08000,14440.05000,916.03030,628.07800,674.50000,241.53420,-53.97100,187.56300,38.72800,148.83500,148.83500,,148.83500,343.05120,241.53420,95.11500,95.40700,1.55000,1.55000,1.24800,0.33310,0.53200,5.96530,1.57290,1.57290,1.22140,0.96920,0.52780,1.48020,1.69570,53.07670,1.91510,-32.44790,0.51160,1.27710,81.83790,-0.716,-1.0533
2022-05-31,15269.79000,14314.00000,955.78910,670.57400,703.05000,252.73730,-54.22300,198.51400,49.59700,148.91700,148.91700,,148.91700,352.36230,252.73730,95.46900,95.74200,1.55000,1.55000,1.26440,0.32840,0.51510,6.25930,1.65510,1.65510,1.30000,0.97520,0.54420,1.69720,1.71870,52.36470,1.86570,-26.79800,0.53080,1.25310,83.81020,10.7989,10.5761
2022-02-28,15469.98000,14501.32000,968.66020,652.85100,746.22000,222.43950,-46.61100,175.82900,43.50500,132.32400,132.32400,,132.32400,377.94050,222.43950,95.58400,95.89200,1.38000,1.37000,1.24610,0.32910,0.62910,6.26160,1.43790,1.43790,1.13660,0.85540,0.53860,1.83950,1.57290,57.21740,1.64950,-18.30440,0.46070,1.10670,84.02400,-13.77020,-14.03310
2021-11-30,15611.27000,14668.10000,943.17190,655.72200,757.80000,185.36620,-87.67500,97.69200,-21.75000,119.44200,119.44200,,119.44000,290.23620,185.36570,62.23900,62.69800,0.97000,0.96000,1.24590,0.33350,0.52320,6.04160,1.18740,1.18740,0.62580,0.76510,0.56430,2.20810,1.65570,54.35880,1.51080,-12.92070,0.43170,1.00700,82.72360,8.1096,7.5067
2021-08-31,5207.06400,4894.44200,312.62210,160.28500,164.41800,148.20410,-21.56900,126.63500,31.93100,94.70400,94.70400,,94.70500,163.49810,148.20410,51.27500,51.76600,1.82000,1.81000,2.39640,0.63200,1.72140,6.00380,2.84620,2.84620,2.43200,1.81880,0.49560,1.70760,2.08970,43.06860,4.05010,5.39690,0.90130,1.49030,45.57630,-1.0793,-1.1757
