Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,64.50400,1.98200,62.52200,8.77700,,22.64500,39.87700,-4.82700,35.05000,35.05000,35.05000,34.71200,54.06400,39.87700,25.62000,26.34000,1.35000,1.32000,0.15560,0.18430,61.82100,61.82100,54.33770,53.81370,0.03060,2.14680,2.14050,1.66260,1.79730,63.07110,2.27350,2.27350
2021-12-31,58.94300,1.82600,57.11700,6.45000,,18.65500,38.46200,-9.83200,28.63000,28.63000,28.63000,28.29200,51.45000,38.46200,23.90300,26.26100,1.17000,1.13000,0.16830,0.20230,65.25290,65.25290,48.57240,47.99890,0.02830,1.79200,1.78650,1.37340,1.47750,62.92500,1.8198,1.8198
2021-09-30,53.85600,1.36500,52.49100,5.30700,,16.19800,36.29300,-6.19900,30.09400,30.09400,30.09400,29.75600,47.93700,36.29300,23.89100,26.26100,1.24000,1.20000,0.22230,0.28580,67.38900,67.38900,55.87860,55.25110,0.02560,2.01010,1.99150,1.43160,1.54880,63.15330,1.9516,1.9516
2021-06-30,48.86700,0.48200,48.38500,5.60400,,15.44500,32.94000,-3.60100,29.33900,29.33900,29.33900,29.00100,43.34700,32.94000,23.89000,26.16900,1.21000,1.17000,0.22150,0.28460,67.40750,67.40750,60.03850,59.34680,0.02340,1.95440,1.93640,1.40320,1.50740,63.32190,1.7868,1.7868
2021-03-31,42.88500,0.77000,42.11500,5.60000,,14.43900,27.67600,-1.74900,25.92700,25.92700,25.92700,25.58900,36.92400,27.67600,23.88900,26.15300,1.07000,1.05000,0.08290,0.09040,64.53540,64.53540,60.45700,59.66890,0.02390,1.72430,1.70840,1.44200,1.56670,63.42970,1.62920,1.62920
2020-12-31,37.09300,1.01900,36.07400,4.48700,,13.21300,22.86100,-1.52800,21.33300,21.33300,21.33300,20.99500,31.81400,22.86100,19.44400,19.55800,0.96000,0.96000,0.08230,0.08960,61.63160,61.63160,57.51220,56.60100,0.02100,1.41190,1.39890,1.20660,1.28380,63.70770,2.1384,2.1384
2020-09-30,34.32700,2.91900,31.40800,3.33900,,10.98500,20.42300,-1.20800,19.21500,19.21500,19.21500,18.87700,27.99300,20.42300,21.59500,21.70900,0.87000,0.86000,0.09680,0.10720,59.49540,59.49540,55.97640,54.99170,0.02290,1.52990,1.51300,1.28110,1.36650,57.27410,1.0843,1.0843
2020-06-30,24.34600,0.41400,23.93200,3.01000,,9.75600,14.17600,-0.86600,13.31000,13.31000,13.31000,12.97200,20.52800,14.17600,17.53100,17.64500,0.73000,0.73000,0.12270,0.13990,58.22720,58.22720,54.67020,53.28190,0.02060,1.39230,1.37220,1.12880,1.20380,52.10700,1.2122,1.2122
2020-03-31,21.13000,0.60000,20.53000,3.34600,,8.25300,12.27700,-0.40500,11.87200,11.87200,11.87200,11.53400,16.67600,12.27700,15.78400,15.89800,0.72000,0.72000,0.13600,0.15730,58.10220,58.10220,56.18550,54.58590,0.01960,1.40500,1.38210,1.09880,1.19420,50.42140,1.23100,1.23100
2019-12-31,17.67200,0.37400,17.29800,3.15100,,6.69600,10.60200,-0.70000,9.90200,9.90200,9.90200,9.56400,13.77600,10.60200,10.54600,10.68400,0.85000,0.85000,0.19720,0.24570,59.99320,59.99320,56.03220,54.11950,0.02370,1.85430,1.80690,1.32760,1.45050,43.36550,1.9371,1.9371
2019-09-30,11.55500,0.35700,11.19800,2.15600,,4.37700,6.82100,-0.30100,6.52000,6.52000,6.52000,6.18200,8.50400,6.82100,10.91800,11.05800,0.56000,0.55000,0.22970,0.29830,59.03070,59.03070,56.42580,53.50060,0.01850,1.49620,1.44960,1.04630,1.11660,39.56570,0.7783,0.7783
2019-06-30,8.61700,0.33700,8.28000,2.59300,,4.20800,4.07200,-0.66000,3.41200,3.41200,3.41200,3.07400,5.16900,4.07200,9.66700,9.80800,0.31000,0.30000,0.33430,0.50220,47.25540,47.25540,39.59620,35.67370,0.02000,1.35300,1.28180,0.79220,0.85330,27.13710,1.0205,1.0205
2019-03-31,6.82300,0.24700,6.57600,1.91800,,3.13600,3.44000,0.20100,3.64100,3.64100,3.64100,3.30300,4.02500,3.44000,9.66480,9.79770,0.34000,0.33000,0.33170,0.49630,50.41770,50.41770,53.36360,48.40980,0.01620,1.43140,1.35670,0.86610,0.90670,27.36860,0.46980,0.46980
2018-12-31,4.78300,0.08000,4.70300,1.98200,,2.89600,1.80700,0.85900,2.66600,2.66600,2.66600,2.32800,2.09800,1.80700,7.13900,7.28600,0.26000,0.28000,,,37.77970,37.77960,55.73910,48.67240,0.01700,1.06520,1.00870,0.94720,1.00870,27.03480,0.7464,4.7513
2018-09-30,3.92600,0.21000,3.71600,1.44200,,2.14500,1.57100,0.26100,1.83200,1.83200,1.83200,1.49400,2.19100,1.57100,6.63700,6.78600,0.22000,0.21000,,,40.01530,40.01530,46.66330,38.05400,0.02360,1.33640,1.21250,1.10220,1.21250,22.26500,0.863,-3.1419
2018-06-30,3.31400,0.06800,3.24600,1.47400,,2.01000,1.23600,0.30600,1.54200,1.54200,1.54200,1.20400,1.61600,1.23600,6.63600,6.78400,0.18000,0.17000,,,37.29630,37.29630,46.52990,36.33070,0.02050,1.12080,1.01730,0.95360,1.01730,20.52330,0.3196,0.3196
2018-03-31,2.76400,0.08700,2.67700,1.47700,,1.95300,0.72400,0.22100,0.94500,0.94500,0.94500,0.60700,1.10700,0.72400,5.88400,6.02500,0.10000,0.09000,,,26.19390,26.19390,34.18960,21.96090,0.01740,0.68620,0.62290,0.59470,0.62290,22.37010,0.22490,0.22490
2017-12-31,2.28200,0.05400,2.22800,1.29300,,1.65500,0.57300,0.03400,0.60700,0.60700,0.60700,0.28400,0.93500,0.57300,3.37500,3.37500,0.09000,0.09000,,,25.10950,25.10950,26.59950,12.44520,0.02850,1.01950,0.82530,0.75850,0.82530,21.00800,1.045,1.0482
2017-09-30,1.55900,0.06400,1.49500,0.98300,,1.20000,0.29500,0.03900,0.33400,0.33400,0.33400,0.33400,0.51200,0.29500,3.39300,3.39300,0.09000,0.09000,,,18.92240,18.92240,21.42400,21.42400,0.02220,0.55700,0.55700,0.47620,0.55700,17.12650,-0.0046,-0.006
2017-06-30,1.28900,,1.28900,1.46600,-0.11300,,-0.46500,0.04300,-0.42200,-0.42200,-0.42200,-0.42200,-0.29000,-0.46500,3.36500,3.36500,-0.13000,-0.13000,,,-36.07450,-36.07450,-32.73860,-32.73860,0.02020,-0.70360,-0.70360,-0.66030,-0.70360,17.13170,0.2592,0.2574
2017-03-31,1.29000,,1.29000,1.75500,,,-0.62600,0.03500,-0.59100,-0.59100,-0.59100,-0.59100,-0.46500,-0.62600,3.35000,3.35000,-0.18000,-0.18000,,,-48.52710,-48.52710,-45.81400,-45.81400,0.02030,-0.97500,-0.97500,-0.93060,-0.97500,17.19170,0.18630,0.18630
2016-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,0,0
2016-09-30,,,,0.20000,,,-0.20000,,-0.20000,-0.20000,-0.20000,-0.20000,-0.20000,-0.20000,0.50800,0.50800,-0.39000,-0.39000,,,,,,,,,,-53.26120,,0.00100,0,0
