Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-12-31,57.95200,2.25400,55.69800,32.66800,33.26700,22.43100,22.43100,3.15900,19.27200,19.27200,19.27200,26.53700,26.53700,0.72000,0.72000,0.22770,41.77250,35.88960,0.00960,2.88300,3.56330,0.34360,2.88300,25.17360,1.015,0.9569
2021-09-30,59.13100,2.28800,56.84300,29.78300,30.44400,26.39900,26.39900,4.91300,21.48600,21.48600,21.48600,26.54600,26.54600,0.81000,0.81000,0.28670,44.86350,36.51410,0.01070,3.30480,4.11720,0.39240,3.30480,24.49100,1.074,1.0363
2021-06-30,56.19600,2.41400,53.78200,23.32600,24.03700,29.74500,29.74500,5.92300,23.82200,23.82200,23.82200,26.54600,26.54600,0.90000,0.90000,0.31670,50.60220,40.52600,0.01100,3.67060,4.58390,0.44540,3.67060,24.44800,0.7043,0.6681
2021-03-31,56.56200,2.59300,53.96900,28.99900,29.75900,24.21000,24.21000,4.65300,19.55700,19.55700,19.55700,26.51000,26.51000,0.74000,0.74000,0.28120,43.64600,35.25750,0.01060,3.16860,4.01480,0.37470,3.16860,23.25070,1.00680,1.03620
2020-12-31,59.83500,3.00400,56.83100,30.47700,31.28700,25.54400,25.54400,4.65400,20.89000,20.89000,20.89000,26.53900,26.53900,0.78000,0.78000,0.31140,46.58680,38.09890,0.01100,3.34400,4.23070,0.41970,3.34400,23.57210,1.3621,1.4155
2020-09-30,55.39200,3.72500,51.66700,33.06000,33.92000,17.74700,17.74700,3.15400,14.59300,14.59300,14.59300,26.49700,26.49700,0.55000,0.55000,0.35520,37.62590,30.93900,0.00970,2.41610,3.09040,0.30070,2.41610,22.79780,0.5086,0.4484
2020-06-30,55.96400,5.08200,50.88200,33.07900,33.98800,16.89400,16.89400,2.63900,14.25500,14.25500,14.25500,26.50300,26.50300,0.54000,0.54000,0.36940,37.55720,31.69050,0.00930,2.39710,3.08550,0.29390,2.39710,22.44310,0.7137,0.6427
2020-03-31,57.65200,7.31500,50.33700,34.51800,35.47800,14.85900,14.85900,2.38700,12.47200,12.47200,12.47200,26.66400,26.66400,0.47000,0.47000,0.35640,32.88340,27.60090,0.01050,2.13730,2.76800,0.28840,2.13730,21.98720,0.89790,0.85730
2019-12-31,58.61600,7.92300,50.69300,30.41200,31.42400,19.26900,19.26900,3.44900,15.82000,15.82000,15.82000,25.82500,25.82500,0.59000,0.59000,0.60940,39.25000,32.22460,0.01120,2.75700,3.59660,0.35970,2.75700,21.51480,0.8072,0.685
2019-09-30,58.96700,8.33300,50.63400,33.69700,34.76100,15.87300,15.87300,2.80900,13.06400,13.06400,13.06400,26.64300,26.64300,0.49000,0.49000,0.56260,33.18350,27.31110,0.01100,2.32070,3.04450,0.29990,2.32070,21.11350,1.2033,1.1287
2019-06-30,51.54500,7.39500,44.15000,25.06600,25.86800,18.28200,18.28200,3.01100,15.27100,15.27100,15.27100,24.99200,24.99200,0.61000,0.61000,0.61260,41.64470,34.78590,0.01110,3.05780,3.95520,0.38460,3.05780,19.98280,-0.0991,-0.1608
2019-03-31,52.84700,7.59800,45.24900,26.59100,27.43400,17.81500,17.81500,2.74800,15.06700,15.06700,15.06700,24.97190,24.97190,0.60000,0.60000,0.66250,39.96720,33.80220,0.01140,3.14430,4.11370,0.38680,3.14430,19.17360,0.61440,0.57810
2018-12-31,49.32900,6.61300,42.71600,29.00400,29.81400,12.90200,12.90200,1.92200,10.98000,10.98000,10.98000,23.38200,23.38200,0.45000,0.45000,0.82070,30.20410,25.70470,0.01090,2.39400,3.18270,0.27950,2.39400,18.36990,0.8172,0.7371
2018-09-30,42.43800,4.92700,37.51100,21.64600,22.07600,15.43500,15.43500,2.79600,12.63900,12.63900,12.63900,22.96800,22.96800,0.55000,0.55000,0.86950,41.70380,34.14930,0.01100,3.36030,4.06950,0.37570,3.36030,16.37600,0.5981,0.4313
2018-06-30,40.41500,4.06400,36.35100,22.62200,22.92800,13.42300,13.42300,2.32600,11.09700,11.09700,11.09700,22.96800,22.96800,0.48000,0.48000,0.95750,38.20840,31.58750,0.01050,2.99480,3.64360,0.33180,2.99480,16.13290,0.6516,0.4763
2018-03-31,38.63700,3.53500,35.10200,20.59900,20.80500,14.29700,14.29700,2.48400,11.81300,11.81300,11.81300,22.94040,22.94040,0.51000,0.51000,0.75400,41.14010,33.99230,0.01110,3.24530,3.83480,0.37800,3.24530,15.84770,0.59890,0.39010
2017-12-31,36.20400,3.15600,33.04800,20.43300,20.65000,12.39800,12.39800,0.77700,11.62100,11.62100,11.62100,22.92500,22.92500,0.50000,0.50000,0.75490,38.26780,35.86950,0.01030,3.18760,3.76800,0.36960,3.18760,15.89650,0.4828,0.3124
2017-09-30,36.26100,3.06900,33.19200,19.79100,20.02100,13.17100,13.17100,3.51100,9.66000,9.66000,9.66000,22.93000,22.93000,0.42000,0.42000,0.72640,39.98240,29.32430,0.01070,2.67870,3.17510,0.31440,2.67870,15.72720,0.6682,0.495
2017-06-30,35.19800,2.58800,32.61000,19.10400,19.34600,13.26400,13.26400,3.42500,9.83900,9.83900,9.83900,22.92900,22.92900,0.43000,0.43000,0.74230,41.11590,30.49910,0.01070,2.77190,3.29780,0.32740,2.77190,15.47990,0.2544,0.2166
2017-03-31,35.22100,2.30800,32.91300,19.28300,19.53600,13.37700,13.37700,3.82100,9.55600,9.55600,9.55600,22.90900,22.90900,0.42000,0.42000,0.70730,41.27050,29.48200,0.01110,2.80060,3.36040,0.32580,2.80060,14.88140,0.98830,0.88210
2016-12-31,35.45800,2.21200,33.24600,19.09300,19.35500,13.89100,13.89100,3.82600,10.06500,10.06500,10.06500,22.38900,22.39100,0.44000,0.44000,0.78150,41.78250,30.27430,0.01120,3.04750,3.68180,0.34050,3.04750,14.41960,0.4389,0.3298
2016-09-30,35.11800,2.17400,32.94400,18.37300,18.65300,14.29100,14.29100,4.10600,10.18500,10.18500,10.18500,22.88700,22.88700,0.45000,0.45000,0.81850,43.37970,30.91610,0.01110,2.98690,3.58340,0.34180,2.98690,14.89890,0.1874,0.1284
2016-06-30,34.90500,2.17900,32.72600,18.37700,18.68900,14.03700,14.03700,4.24900,9.78800,9.78800,9.78800,22.88400,22.88580,0.43000,0.43000,0.83710,43.35620,30.23230,0.01110,2.94500,3.55530,0.33570,2.94500,14.52160,0.7096,0.6659
2016-03-31,29.89700,1.89600,28.00100,20.88200,21.09000,6.91100,6.91100,1.76500,5.14600,5.14600,5.14600,20.88700,20.89300,0.25000,0.25000,0.86650,25.45390,18.95330,0.00950,1.59990,1.94720,0.17950,1.59990,14.05700,0.53600,0.51400
2015-12-31,27.44700,1.58500,25.86200,15.05200,15.21200,10.65000,10.65000,2.93800,7.71200,7.71200,7.71200,19.88250,19.88840,0.39000,0.39000,1.08310,41.18010,29.81980,0.01090,3.05610,3.34540,0.32490,3.05610,12.66900,0.1079,0.0713
2015-09-30,28.17600,1.56000,26.61600,16.28300,16.46600,10.15000,10.15000,2.42900,7.72100,7.72100,7.72100,19.89900,19.91100,0.38670,0.38670,0.96650,37.43180,28.47400,0.01170,3.12150,3.42590,0.33380,3.12150,12.42380,0.6721,0.6526
2015-06-30,26.29900,1.47200,24.82700,14.36300,14.56500,10.26200,10.26200,2.93700,7.32500,7.32500,7.32500,19.88400,19.89540,0.36670,0.36670,1.01270,41.75450,29.80430,0.01090,3.09010,3.40880,0.32420,3.09010,11.91810,0.2905,0.2798
2015-03-31,27.14200,1.45100,25.69100,14.83800,15.08300,10.60800,10.60800,3.30200,7.30600,7.30600,7.30600,19.83150,19.85550,0.36670,0.36670,0.75260,41.69650,28.71740,0.01140,3.07480,3.39430,0.32610,3.07480,11.95420,0.50160,0.48730
2014-12-31,26.24900,1.50100,24.74800,13.72300,14.00200,10.74600,10.74600,3.10200,7.64400,7.64400,7.64400,19.80420,19.83480,0.38670,0.38000,0.90050,42.73100,30.39600,0.01120,3.34060,3.70680,0.34170,3.34060,11.54280,0.6148,0.5864
2014-09-30,26.78500,1.55700,25.22800,13.78000,14.08200,11.14600,11.14600,3.43800,7.70800,7.70800,7.70800,19.81650,19.84650,0.38670,0.38670,0.94470,44.18110,30.55340,0.01140,3.49940,3.90520,0.34940,3.49940,11.11610,0.5572,0.5206
2014-06-30,25.32700,1.50400,23.82300,14.01400,14.33900,9.48400,9.48400,2.79700,6.68700,6.68700,6.68700,19.81520,19.84620,0.34000,0.34000,1.05230,40.14730,28.30720,0.01080,3.11980,3.49840,0.30480,3.11980,10.81700,0.206,0.1382
2014-03-31,25.96200,1.48500,24.47700,15.09200,15.44000,9.03700,9.03700,2.73200,6.30500,6.30500,6.30500,19.76880,19.80560,0.32000,0.32000,0.77390,37.45600,26.13260,0.01120,3.04970,3.44110,0.29370,3.04970,10.43510,0.46060,0.44060
2013-12-31,26.18300,1.64400,24.53900,14.82600,15.19800,9.34100,9.34100,2.75200,6.58900,6.58900,6.58900,19.17910,19.21150,0.33330,0.32670,0.70350,39.02000,27.52410,0.01110,3.29290,3.73880,0.30450,3.29290,10.12590,0.4199,0.35
2013-09-30,24.25600,1.62000,22.63600,12.85500,13.18400,9.45200,9.45200,2.96900,6.48300,6.48300,6.48300,19.00050,19.03650,0.34000,0.34000,1.03460,41.03140,28.14290,0.01120,3.50160,3.93790,0.31470,3.50160,9.74410,0.987,0.9508
2013-06-30,24.56800,1.74600,22.82200,12.71300,13.06100,9.76100,9.76100,3.22900,6.53200,6.53200,6.53200,18.99900,19.02450,0.34670,0.34670,0.96580,42.39860,28.37290,0.01150,3.59180,4.05670,0.32490,3.59180,9.57140,0.729,0.6811
2013-03-31,24.28000,2.14500,22.13500,13.44500,13.81200,8.32300,8.32300,2.51400,5.80900,5.80900,5.80900,18.96300,18.96300,0.30670,0.30670,0.61150,38.20520,26.66510,0.01100,3.10990,3.50790,0.29350,3.10990,9.83150,0.03330,0.00140
2012-12-31,24.93600,2.32300,22.61300,13.48400,13.87000,8.74300,8.74300,2.54900,6.19400,6.19400,6.19400,18.93310,18.95660,0.33330,0.32670,0.87020,39.88230,28.25470,0.01090,3.34760,3.78910,0.30870,3.34760,9.76110,0.6156,0.5877
2012-09-30,25.11100,2.56000,22.55100,12.96300,13.36800,9.18300,9.18300,2.89100,6.29200,6.29200,6.29200,18.94250,18.97340,0.33330,0.33330,0.77100,41.91050,28.71620,0.01120,3.43880,3.90740,0.32060,3.43880,9.65710,-0.286,-0.3904
2012-06-30,24.39600,2.91400,21.48200,12.39200,12.81400,8.66800,8.66800,2.70100,5.96700,5.96700,5.96700,18.94200,18.95850,0.31330,0.31330,0.80800,41.09810,28.29170,0.01090,3.36830,3.85460,0.30700,3.36830,9.35370,0.8404,0.8103
2012-03-31,24.52800,3.11500,21.41300,12.84100,13.28300,8.13000,8.13000,2.52800,5.60200,5.60200,5.60200,18.90000,18.93000,0.29330,0.29330,0.66920,39.23180,27.03280,0.01080,3.25520,3.75150,0.29320,3.25520,9.08610,1.04540,1.01710
2011-12-31,26.65600,3.60900,23.04700,15.07500,15.53600,7.51100,7.51100,1.93800,5.57300,5.57300,5.57300,18.87250,18.88160,0.29330,0.29330,0.78150,37.28100,27.66170,0.01080,3.32500,3.85940,0.29740,3.32500,8.87250,0.0154,-0.0688
2011-09-30,24.66500,3.90200,20.76300,12.82500,13.30500,7.45800,7.45800,2.29100,5.16700,5.16700,5.16700,18.89030,18.89730,0.27330,0.27330,0.78660,38.31890,26.54780,0.01040,3.09310,3.61150,0.27620,3.09310,8.84270,0.1338,0.1329
2011-06-30,24.88300,4.25700,20.62600,13.07300,13.57100,7.05500,7.05500,2.19100,4.86400,4.86400,4.86400,18.88800,18.89700,0.26000,0.26000,0.74500,36.50520,25.16820,0.01060,3.03840,3.58630,0.26760,3.03840,8.47470,0.2377,0.1694
2011-03-31,25.53300,4.41200,21.12100,14.65300,15.17000,5.95100,5.95100,1.30600,4.64500,4.64500,4.64500,18.81950,18.83230,0.24670,0.24670,0.73180,30.02370,23.43470,0.01130,3.06940,3.67550,0.26370,3.06940,8.01350,1.02270,0.96680
2010-12-31,20.45400,3.68400,16.77000,11.93100,12.10200,4.66800,4.66800,1.51600,3.15200,3.15200,3.15200,16.64850,16.65750,0.19330,0.19330,1.26480,30.27240,20.44100,0.01120,2.59350,2.88980,0.22910,2.59350,7.29540,0.4004,0.4019
2010-09-30,20.78800,3.87800,16.91000,11.55400,11.81600,5.09400,5.09400,1.50000,3.59400,3.59400,3.59400,16.65740,16.66630,0.21330,0.21330,1.11640,32.79050,23.13490,0.01150,2.92500,3.26010,0.26500,2.92500,7.37640,0.1685,0.0889
2010-06-30,19.73200,4.02600,15.70600,10.65500,10.90200,4.80400,4.80400,1.39600,3.40800,3.40800,3.40800,16.65450,16.66200,0.20670,0.20670,1.31380,32.66690,23.17420,0.01100,2.83630,3.17710,0.25420,2.83630,7.21340,-0.0415,-0.0722
2010-03-31,20.16200,3.93400,16.22800,11.54800,11.76600,4.46200,4.46200,1.21100,3.25100,3.25100,3.25100,16.62250,16.63260,0.19330,0.19330,1.30450,30.29600,22.07360,0.01170,2.79660,3.12010,0.25920,2.79660,6.98070,0.50680,0.52780
2009-12-31,19.53400,4.52300,15.01100,10.67600,10.90800,4.10300,4.10300,0.78200,3.32100,3.32100,3.32100,16.59890,16.60350,0.19330,0.19330,1.30450,28.77080,23.28730,0.01150,2.92470,3.27920,0.26720,2.92470,6.83390,0.0193,-0.0188
2009-09-30,20.21500,4.67800,15.53700,10.93400,11.16900,4.36800,4.36800,1.17700,3.19100,3.19100,3.19100,16.61360,16.62720,0.19330,0.19330,1.30970,30.57330,22.33500,0.01160,2.83920,3.19470,0.25860,2.83920,6.76420,0.5069,0.4629
2009-06-30,19.74500,4.80600,14.93900,11.01200,11.23300,3.70600,3.70600,0.94200,2.76400,2.76400,2.76400,16.60950,16.61100,0.16670,0.16670,1.35980,26.58730,19.82930,0.01140,2.54240,2.87990,0.22570,2.54240,6.54430,0.3237,0.2673
2009-03-31,20.10100,5.21600,14.88500,10.61000,10.83100,4.05400,4.05400,1.11200,2.94200,2.94200,2.94200,16.55540,16.55540,0.18000,0.18000,1.20340,28.68060,20.81360,0.01170,2.72270,3.08130,0.24430,2.72270,6.50550,-0.22200,-0.24210
