Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1.46600,1.67600,,-3.14210,0.07300,-3.06900,,-3.06900,-3.06900,-3.06900,-3.14210,-3.14210,9.51000,9.51000,-0.32000,-0.32000,3.41750,-51.12230,-51.12230,-37.24650,-51.12230,0.58870,-0.1879,-0.1879
2024-06-30,1.71400,2.39490,,-4.10890,0.09360,-4.01530,,-4.01530,-4.01530,-4.01530,-4.10890,-4.10890,8.54400,8.54400,-0.47000,-0.47000,3.88400,-65.11730,-65.11730,-49.43790,-65.11730,0.72090,-0.2845,-0.2845
2024-03-31,1.59110,2.35210,,-3.94320,0.13660,-3.80670,,-3.80670,-3.80670,-3.80670,-3.94250,-3.94320,8.44240,8.44240,-0.45000,-0.45000,6.69530,-40.66720,-40.66720,-34.76890,-40.66720,1.09620,-0.46630,-0.46630
2023-12-31,2.03460,2.14500,,-4.17960,0.17690,-4.00280,,-4.00280,-4.00280,-4.00280,-4.17930,-4.17960,8.40100,8.40100,-0.46000,-0.46000,5.04510,-33.14520,-33.14520,-26.82130,-33.14520,1.43750,-0.3097,-0.3097
2023-09-30,2.22670,2.02170,,-4.24840,0.32600,-3.92240,,-3.92240,-3.92240,-3.92240,-4.24810,-4.24840,8.40100,8.40100,-0.47000,-0.47000,7.12180,-25.58010,-25.58010,-22.04330,-25.58010,1.82520,-0.4446,-0.4446
2023-06-30,1.48050,2.01480,,-3.49530,0.25020,-3.24510,,-3.24510,-3.24510,-3.24510,-3.49490,-3.49530,8.40100,8.40100,-0.39000,-0.39000,9.44950,-17.42270,-17.42270,-15.56780,-17.42270,2.21710,-0.2507,-0.2507
2023-03-31,1.87990,2.57530,,-4.45520,0.20190,-4.25320,,-4.25320,-4.25320,-4.25320,-4.45480,-4.45520,8.40100,8.40100,-0.51000,-0.51000,12.15480,-20.07630,-20.07630,-18.37690,-20.07630,2.52180,-0.59070,-0.59070
2022-12-31,1.91180,2.17520,,-4.08700,0.43120,-3.65580,,-3.65580,-3.65580,-3.65580,-4.08670,-4.08700,8.26200,8.26200,-0.44000,-0.44000,7.93520,-14.84250,-14.84250,-13.02670,-14.84250,2.93180,-0.2672,-0.2672
2022-09-30,1.60960,1.94300,,-3.55250,0.08620,-3.46640,,-3.46640,-3.46640,-3.46640,-3.55220,-3.55250,8.25900,8.25900,-0.42000,-0.42000,10.27300,-12.57420,-12.57420,-11.38270,-12.57420,3.33800,-0.5571,-0.5571
2022-06-30,1.50620,2.36310,,-3.86930,0.03380,-3.83550,,-3.83550,-3.83550,-3.83550,-3.86870,-3.86930,8.25900,8.25900,-0.46000,-0.46000,9.18140,-12.61370,-12.61360,-11.26120,-12.61360,3.68170,-0.3812,-0.3812
2022-03-31,1.29710,2.10500,,-3.40210,0.03690,-3.36520,,-3.36520,-3.36520,-3.36520,-3.40150,-3.40210,8.25900,8.25900,-0.41000,-0.41000,10.03350,-10.08850,-10.08850,-9.07380,-10.08850,4.03880,-0.37750,-0.37750
2021-12-31,0.94460,2.27390,,-3.21850,0.00220,-3.21630,,-3.21630,-3.21630,-3.21630,-3.21800,-3.21850,4.09100,4.09100,-0.50000,-0.50000,8.77190,-8.95920,-8.95920,-7.92650,-8.95920,4.34670,-0.9059,-0.9069
2021-09-30,0.69770,2.67030,,-3.36800,0.00080,-3.36720,,-3.36720,-3.36720,-3.36720,-3.36750,-3.36800,4.18070,4.18070,-0.81000,-0.81000,7.58710,-8.84260,-8.84260,-7.67720,-8.84260,4.68200,-0.7638,-0.7626
2021-06-30,0.39110,0.13750,,-0.52860,0.01320,-0.51550,,-0.51550,-0.51550,-0.51550,-0.52840,-0.52860,1.94500,1.94500,-0.27000,-0.27000,3.45440,-3.69890,-3.69890,-2.56560,-3.69890,7.49650,-0.6656,-0.6668
2021-03-31,0.48970,0.12430,,-0.61400,0.00160,-0.61240,,-0.61240,-0.61240,-0.61240,-0.61380,-0.61400,1.94470,1.94470,-0.31000,-0.31000,2.33690,-5.39860,-5.39860,-3.51360,-5.39860,10.07680,-0.42450,-0.42450
