Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2020-12-31,-1.99380,-2.59730,,4.59110,0.07740,4.66860,,4.77560,4.77560,4.77560,4.59140,4.59110,1.94470,1.94470,9.21000,9.21000,0.85930,-1940.82100,-2009.07100,268.62420,-2009.07100,-0.12220,-0.4921,-0.4921
2020-09-30,1.34980,0.19660,,-1.54640,0.00370,-1.54270,,-1.54270,-1.54270,-1.54270,-2.15680,-1.54640,1.94470,1.94470,-0.79000,-0.79000,3.88680,-8.53420,-8.53420,-6.41840,-8.53420,18.31510,7.2508,6.2955
2020-06-30,1.27500,1.63000,,-2.90500,0.00400,-2.90100,0.04600,-2.94700,-2.94700,-2.94700,-2.60000,-2.90500,0.80500,0.80500,-3.66000,-3.66000,3.44960,-18.21610,-18.21610,-13.52890,-18.21610,18.64150,0.3075,1.2679
2020-03-31,2.02400,1.71500,,-3.73900,-0.07000,-3.80900,0.06100,-3.87000,-3.87000,-3.87000,-3.43300,-3.73900,0.58650,0.58650,-6.60000,-6.60000,2.64410,-27.21520,-27.21520,-18.75360,-27.21520,21.47470,-8.77580,-8.78090
2019-12-31,1.80900,1.79600,-2.40400,-6.00900,-0.00900,-6.01800,0.53800,-6.55600,-6.55600,-6.55600,-5.79800,-6.00900,0.42230,0.42230,-14.48000,-14.48000,1.64770,-56.83570,-56.83570,-30.80830,-56.83570,25.47760,-11.7028,-11.996
2019-09-30,8.44800,2.15700,-9.75900,-20.36400,0.01400,-20.35000,0.02800,-20.37800,-20.37800,-20.37800,-20.15200,-20.36400,0.41900,0.41900,-48.64000,-48.64000,1.56670,-116.53230,-116.53230,-66.20320,-116.53230,39.94860,-14.4961,-16.0212
2019-06-30,7.86000,2.14400,,-10.00400,0.03300,-9.97100,0.03800,-10.00900,-10.00900,-10.00900,-9.79100,-10.00400,0.41630,0.41630,-24.00000,-24.00000,2.46050,-28.50840,-28.50840,-21.35940,-28.50840,84.33840,-25.1133,-25.4521
2019-03-31,8.54200,2.19000,,-10.73200,0.11000,-10.62200,0.03400,-10.65600,-10.65600,-10.65600,-10.51400,-10.73200,0.41560,0.41560,-25.60000,-25.60000,3.25560,-24.16930,-24.16930,-18.82190,-24.16930,105.92910,-17.47410,-17.49810
2018-12-31,10.31300,2.12600,,-12.43900,-0.10700,-12.54600,0.05700,-12.60300,-12.60300,-12.60300,-12.21900,-12.43900,0.38990,0.38990,-29.60000,-29.60000,5.69030,-23.53720,-23.53720,-20.48940,-23.53720,128.89600,-25.6999,-31.3319
2018-09-30,7.80900,1.69600,,-9.50500,0.16300,-9.34200,-0.16400,-9.17800,-9.17800,-9.17800,-9.28200,-9.50500,0.41530,0.41530,-22.40000,-22.40000,9.21330,-14.04570,-14.04570,-12.83650,-14.04570,157.33220,-25.013,-24.8353
2018-06-30,8.40000,2.19400,,-10.59400,-0.29200,-10.88600,0.14700,-11.03300,-11.03300,-11.03300,-10.38400,-10.59400,0.40110,0.40110,-27.20000,-27.20000,7.40940,-14.97600,-14.97600,-13.29180,-14.97600,177.38160,-18.0426,-18.3542
2018-03-31,8.88000,1.91000,,-10.79000,0.12400,-10.66600,0.06300,-10.72900,-10.72900,-10.72900,-10.58400,-10.79000,0.32600,0.32600,-32.80000,-32.80000,8.23800,-21.98750,-21.98750,-19.81240,-21.98750,149.70390,-31.46190,-37.66530
2017-12-31,8.86900,1.57800,,-10.61300,0.59000,-10.02300,,-10.05200,-10.05200,-10.05200,-10.39700,-10.61300,0.22080,0.22080,-29.60000,-29.60000,9.80390,-17.09470,-17.09470,-15.57270,-17.09470,180.37420,-37.6968,-50.1158
2017-09-30,5.88800,1.48000,-0.00500,-7.37300,-0.27900,-7.65200,,-7.65200,-7.65200,-7.65200,-7.16000,-7.37300,0.23910,0.23910,-32.00000,-32.00000,19.90490,-11.13460,-11.13460,-10.62100,-11.13460,478.57240,-13.3874,-14.1982
2017-06-30,5.62100,1.07500,0.07500,-6.62100,0.10000,-6.52100,,-6.52100,-6.52100,-6.52100,-6.41900,-6.62100,0.17340,0.17340,-37.60000,-37.60000,6.38690,-30.21220,-30.21220,-26.48980,-30.21220,125.68930,-20.5079,-27.6807
2017-03-31,3.91700,1.01100,0.09600,-4.83200,0.14800,-4.68400,,-4.68400,-4.68400,-4.68400,-4.63400,-4.83200,0.14640,0.14640,-32.00000,-32.00000,,,,,,,-28.66610,-30.88640
2016-09-30,2.58200,0.75100,0.04900,-3.28400,0.01000,-3.27400,,-3.27400,-3.27400,-3.27400,-3.11100,-3.28400,0.14110,0.14110,-23.20000,-23.20000,,,,,,,-1.1297,-2.4859
2016-06-30,1.28300,0.75600,-0.03400,-2.07300,0.06200,-2.01100,,-2.01100,-2.01100,-2.01100,-2.07300,-2.07300,0.13960,0.13960,-14.40000,-14.40000,19.95550,-6.87850,-6.87850,-6.55160,-6.87850,,-33.3098,-25.7586
2015-09-30,0.90800,0.76200,0.01100,-1.65900,0.28800,-1.37100,,-1.37100,-1.37100,-1.37100,-1.50100,-1.65900,0.10710,0.10710,-12.80000,-12.80000,17.74840,-3.58410,-3.58410,-3.36290,-3.58410,,77.2572,96.5787
2015-06-30,0.44900,0.53000,-0.02700,-1.00600,0.12300,-0.88300,,-0.88300,-0.88300,-0.39100,-1.00600,-1.00600,0.03060,0.03060,-12.80000,-12.80000,3.02110,-9.79480,-9.79480,-7.20990,-9.79480,,-110.9984,-138.2651
2014-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,0,0
