Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-06-30,63.70100,30.21800,33.48300,2.86400,30.32800,-1.11900,34.31100,-0.82800,3.60700,2.77900,1.51600,1.26300,1.26300,1.26300,-0.82800,-0.82800,256.62800,261.72200,0.01000,0.01000,2.88690,,52.56280,-1.29980,-1.29980,4.36260,1.98270,0.10840,1.41000,1.53870,58.49060,0.34200,0.34200,0.21480,0.34200,,0,0
2024-03-31,55.01200,23.23100,31.78100,2.72500,32.00400,-0.20400,34.93300,-3.15200,4.16900,1.01700,1.06500,-0.04800,-0.04800,-0.04800,-3.15200,-3.15200,259.24350,259.24350,0.00000,0.00000,2.70810,,57.77100,-5.72970,-5.72970,1.84870,-0.08730,0.09020,1.29360,1.42530,63.14660,-0.01280,-0.01280,-0.00790,-0.01280,,0.00000,
2023-12-31,69.98700,30.16000,39.82700,3.92600,38.27600,-2.01000,44.21200,-4.38500,5.09300,0.70800,0.15900,0.54900,0.54900,0.54900,-4.38500,-4.38500,259.90100,259.90100,0.01000,0.01000,2.74330,,56.90630,-6.26550,-6.26550,1.01160,0.78440,0.11230,2.01010,1.84220,48.85590,0.14160,0.14160,0.08810,0.14160,1.49420,0.2257,0.131
2023-09-30,84.08200,29.44300,54.63900,3.26200,45.95800,-0.75800,49.97800,4.66100,4.99500,9.65600,2.80200,6.85400,6.85400,6.85400,4.66100,4.66100,260.03800,260.03800,0.02000,0.02000,2.76320,,64.98300,5.54340,5.54340,11.48400,8.15160,0.13910,2.15100,2.51650,35.76370,1.80630,1.80630,1.13360,1.80630,,0,0
2023-06-30,142.83300,92.19700,50.63600,2.57200,44.99400,-1.20000,48.76600,1.87000,1.51100,3.38100,,3.38100,3.38100,3.38100,1.87000,1.87000,260.03000,260.03000,0.01000,0.01000,2.83190,,35.45120,1.30920,1.30920,2.36710,2.36710,0.24050,5.16130,4.26100,21.12180,0.89860,0.89860,0.56920,0.89860,,0,0
2023-03-31,119.81400,18.54900,101.26500,3.12200,100.76900,0.33000,103.56100,-2.29600,3.87000,1.57400,,1.57400,1.57400,1.57400,-2.29600,-2.29600,259.62100,259.67700,0.00000,0.00000,2.21590,0.02440,84.51850,-1.91630,-1.91630,1.31370,1.31370,0.18700,154.57500,47.82990,1.88170,0.41050,0.41050,0.24570,0.41050,,0.00000,
2022-12-31,77.56800,18.66000,58.90800,1.91700,87.72300,-1.52100,91.16100,-32.25300,1.94800,-30.30500,,-46.90200,-46.90200,-46.90200,-32.25300,-32.25300,259.15370,259.15370,-0.18000,-0.18000,2.31980,0.02890,75.94370,-41.58030,-41.58030,-39.06900,-60.46570,0.12480,122.76310,32.45520,2.77310,-12.24750,-12.24750,-7.54480,-12.24750,1.47750,0.3962,0.1505
2022-09-30,114.56500,17.64900,96.91600,3.41300,109.92600,2.79000,110.54900,-13.63300,0.17200,-13.46100,,-13.46100,-13.46100,-13.46100,-13.63300,-13.63300,259.50500,259.50500,-0.06000,-0.06000,2.59940,0.02050,84.59480,-11.89980,-11.89980,-11.74970,-11.74970,0.18340,840.42860,58.78140,1.53110,-3.18930,-3.18930,-2.15490,-3.18930,,0,0
2022-06-30,103.09300,24.31600,78.77700,3.54500,103.51900,-0.23400,107.29800,-28.52100,0.97100,-27.55000,,-27.55000,-27.55000,-27.55000,-28.52100,-28.52100,259.07900,259.07900,-0.10000,-0.10000,2.80210,0.02820,76.41350,-27.66530,-27.66530,-26.72340,-26.72340,0.16030,337.72220,41.27020,2.18070,-6.11560,-6.11560,-4.28380,-6.11560,,0,0
2022-03-31,116.27200,20.12100,96.15100,4.26900,108.38000,0.83200,111.81700,-15.66600,0.45900,-15.20700,,-15.20700,-15.20700,-15.20700,-15.66600,-15.66600,258.70400,258.70400,-0.06000,-0.06000,3.18160,0.02630,82.69490,-13.47360,-13.47360,-13.07880,-13.07880,0.17370,39.60830,63.46730,1.41810,-3.08660,-3.08660,-2.27160,-3.08660,,0.00000,
2021-09-30,144.33100,21.69600,122.63500,4.52200,131.28700,0.40500,135.40400,-12.76900,-0.47300,-13.24200,-0.91300,-12.32900,-12.32900,-12.32900,-12.76900,-12.76900,259.42850,259.42850,-0.04000,-0.04000,3.20890,0.01890,84.96790,-8.84700,-8.84700,-9.17470,-8.54220,0.20430,35.33550,64.98470,1.38490,-2.37510,-2.37510,-1.74530,-2.37510,,0,0
