Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.12800,0.05400,0.07400,,2.11300,2.38600,-2.31200,0.34700,-1.96500,-1.96500,-1.96500,0.00000,-2.71600,-2.03900,-2.31200,0.71010,0.71010,-3.82000,-3.82000,4.05460,0.00570,0.00680,57.81250,-1806.25000,-1806.25000,-1535.15600,-2121.87500,0.00580,,,,-11.46840,-11.01150,-8.87650,-10.83720,23.62200,0.0715,-0.0412
2024-06-30,0.03700,0.03100,0.00600,,2.14200,2.41100,-2.40500,0.67400,-1.73100,-1.73100,-1.73100,,-1.79700,-2.13600,-2.40500,0.53630,0.53630,-4.00000,-4.00000,4.51950,0.00560,0.00640,16.21620,-6500.00000,-6500.00000,-4678.37800,-4856.75700,0.00150,,,,-9.84360,-8.76280,-7.20290,-8.64590,31.05790,4.3959,4.4
2024-03-31,0.00700,0.00500,0.00200,,2.96300,3.21900,-3.21700,-0.22800,-3.44500,-3.44500,-3.44500,,-3.52000,-2.78900,-3.21700,0.15570,0.15570,-22.00000,-22.00000,2.35000,0.00800,0.08120,28.57140,-45957.14000,-45957.14000,-49214.28000,-50285.71000,0.00030,,,,-31.25850,-24.84490,-16.86580,-24.40840,35.31110,-14.18570,-14.33340
2023-12-31,0.02900,0.01200,0.01700,,2.42800,3.02900,-3.01200,0.12500,-2.88700,-2.88700,-2.88700,-0.02800,-2.91500,-2.28000,-3.01200,0.03400,0.03400,294.84000,294.84000,0.65160,0.10380,0.68770,58.62070,-10386.21000,-10386.21000,-9955.17100,-10051.73000,0.00270,,,,-1990.76600,-95.97740,-26.63530,-82.79320,29.43750,-12.949,-11.2912
2023-09-30,0.02900,0.00500,0.02400,,2.85000,3.41400,-3.39000,-0.15100,-3.54100,-3.54100,-3.54100,-0.16800,-3.70900,-2.69600,-3.39000,0.02710,0.02710,-136.84000,-136.84000,0.15580,-0.24780,-3.85040,82.75860,-11689.66000,-11689.66000,-12210.34000,-12789.66000,0.00360,,,,495.24730,436.08360,-43.88940,617.97560,-18.17310,-11.2937,-8.7928
2023-06-30,0.00300,0.00100,0.00200,,2.68500,3.26800,-3.26600,-0.51000,-3.77600,-3.77600,-3.77600,-6.08000,-9.85600,-2.54800,-3.26600,0.02010,0.02010,-490.00000,-490.00000,0.29520,-0.08990,-3.58640,66.66670,-108866.70000,-108866.70000,-125866.70000,-328533.30000,0.00020,,,,207.70160,198.63230,-30.30500,226.37890,-84.21420,-78.3492,-83.1567
2023-03-31,0.00200,0.00100,0.00100,,3.54500,4.12800,-4.12700,-0.51300,-4.64000,-4.64000,-4.64000,-0.87400,-5.67800,-3.38900,-4.12700,0.01790,0.01790,-318.00000,-318.00000,0.33730,0.02060,0.81620,50.00000,-206350.00000,-206350.00000,-232000.00000,-283900.00000,0.00010,,0.00160,,-65.04970,144.77370,-18.36020,-63.71000,365.78710,-154.56460,-161.88760
2022-12-31,-2.68600,-0.97100,-1.71500,,0.84900,-0.51400,-1.20100,2.01400,0.81300,0.81300,0.81300,-16.85900,-16.29200,-0.39400,-1.20100,0.01210,0.01210,-1218.00000,-1218.00000,0.24550,0.19040,1.35850,63.84960,44.71330,44.71330,-30.26800,606.55240,-0.10970,,,,15.73750,15.99450,3.31940,12.74090,354.07610,-248.2587,-294.298
2022-09-30,0.00300,0.00100,0.00200,,5.12600,5.56400,-5.56200,-0.09100,-5.65300,-5.65300,-5.65300,-2.37500,-8.02800,-4.95400,-5.56200,0.01280,0.01280,-628.00010,-628.00010,0.18890,0.00900,0.26140,66.66670,-185400.00000,-185400.00000,-188433.30000,-267600.00000,0.00010,,0.00210,43140.00000,-34.19430,91.20690,-16.25220,-33.88680,1288.98200,-222.9689,-220.7308
2022-06-30,,,,,4.76000,,-4.80400,0.67500,-4.12900,-4.12900,-4.12900,-2.24500,-6.37400,-5.34100,-4.80400,0.01210,0.01210,-526.00010,-526.00010,0.58310,0.03590,0.21230,,,,,,,,,,-17.54780,-921.65580,-10.21880,-16.91870,1846.23600,-39.0893,-141.0403
