Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,26.03000,26.03000,39.17300,20.47300,-33.61600,7.97200,-25.64400,0.22300,-25.86700,-25.86700,-25.86700,-35.68600,-33.61600,53.82190,53.82190,-0.48000,-0.48000,4.28630,,0.02250,100.00000,-129.14330,-129.14330,-98.51710,-99.37380,0.03400,,,-5.35530,-5.35530,-3.38170,-5.35530,8.94560,0.5779,0.5365
2024-06-30,27.38400,27.38400,40.95300,21.42400,-34.99300,8.13200,-26.86100,0.34100,-27.20200,-27.20200,-27.20200,-37.88100,-34.99300,53.51690,53.51690,-0.51000,-0.51000,6.00520,,0.03950,100.00000,-127.78630,-127.78630,-98.09010,-99.33540,0.03730,,,-5.58370,-5.58370,-3.70450,-5.58370,9.08360,-0.6687,-0.7271
2024-03-31,39.25600,39.25600,32.31800,22.74800,-15.81000,8.61200,-7.19800,,-7.19800,-7.19800,-7.19800,-19.34400,-15.81000,52.75800,52.75800,-0.14000,-0.14000,5.45620,,0.06550,100.00000,-40.27410,-40.27410,-18.33610,-18.33610,0.05030,,,-1.44950,-1.44950,-0.92320,-1.44950,9.31870,-0.60480,-0.72670
2023-12-31,63.14800,63.14800,28.78300,19.36600,14.99900,5.46700,20.46600,0.62200,19.84400,19.84400,19.84400,11.77700,14.99900,48.06150,48.06150,0.42000,0.42000,6.05870,,0.08090,100.00000,23.75210,23.75210,32.40960,31.42460,0.07650,,,4.08830,4.08830,2.40490,4.08830,9.28420,1.2304,1.1183
2023-09-30,14.95700,14.95700,43.80700,16.01200,-44.86200,5.52000,-39.34200,-0.00600,-39.33600,-39.33600,-39.33600,-46.83000,-44.86200,48.34810,48.34810,-0.81000,-0.81000,2.83830,0.02120,0.20310,100.00000,-299.93980,-299.93980,-263.03400,-262.99390,0.02440,0.47510,189.42300,-14.78090,-14.78090,-6.40420,-14.46800,5.46760,-0.2255,-0.3886
2023-06-30,14.30200,14.30200,28.32700,15.53500,-29.56000,5.42400,-24.13600,-0.28200,-23.85400,-23.85400,-23.85400,-31.83200,-29.56000,48.10650,48.10650,-0.50000,-0.50000,3.57480,0.02920,0.15970,100.00000,-206.68440,-206.68440,-168.75960,-166.78790,0.02290,0.48600,185.20420,-8.12280,-8.12280,-3.82570,-7.88540,6.07820,-0.5783,-0.728
2023-03-31,17.91200,17.91200,32.93200,15.43700,-30.45700,3.44200,-27.01500,0.32900,-27.34400,-27.34400,-27.34400,-32.00300,-30.45700,46.76940,46.76940,-0.58000,-0.58000,3.44080,0.04830,0.16700,100.00000,-170.03680,-170.03680,-150.82070,-152.65740,0.02880,0.84370,106.67150,-9.00310,-9.00310,-4.38950,-8.56830,6.34850,3.89230,3.87140
2022-12-31,,,25.94200,14.06100,-40.00300,1.01100,-38.99200,,-38.99200,-38.99200,-38.99200,-40.94400,-40.00300,36.35580,36.35580,-0.98000,-0.98000,4.70720,0.09240,0.26310,,,,,,,,,-19.02480,-19.02480,-12.42510,-17.26650,4.64690,-1.0932,-1.1331
2022-09-30,,,83.47300,10.40200,-93.87500,1.00100,-92.87400,,-92.87400,-92.87400,-92.87400,-94.61300,-93.87500,43.81940,43.81940,-2.12000,-2.12000,6.48340,0.10270,0.23190,,,,,,,,,-39.30610,-39.30610,-27.53230,-35.26800,5.38900,-0.1322,-0.1382
2022-06-30,,,22.08300,9.20700,-31.29000,0.51800,-30.77200,,-30.77200,-30.77200,-30.77200,-30.78800,-31.29000,36.60980,36.60980,-0.84000,-0.84000,13.70100,,,,,,,,,,,-9.50870,-9.50870,-8.21320,-9.50870,7.39160,0.0636,0.0693
2022-03-31,,,18.05700,8.03400,-26.09100,0.05000,-26.04100,,-26.04100,-26.04100,-26.04100,-25.71800,-26.09100,20.76070,20.76070,-1.25000,-1.25000,15.55560,,,,,,,,,,,-11.42480,-11.42480,-10.54360,-11.42480,6.38130,-1.56960,-1.59210
2021-12-31,,,13.39400,7.30400,-20.69800,0.02800,-20.67000,0.00000,-20.67000,-20.67000,-20.67000,-20.21700,-20.69800,0.51900,0.51900,-39.85000,-39.85000,7.59910,,,,,,,,,,,17.01030,-18.47780,-16.05040,-18.47780,205.63230,-38.0845,-47.1345
2021-09-30,,,12.32500,4.78500,-17.11000,0.01900,-17.09100,,-17.09100,-17.09100,-17.09100,-16.79700,-17.11000,0.49220,0.49220,-34.72000,-34.72000,,,,,,,,,,,,,,,,,-19.6104,-18.8534
2021-06-30,,,12.64300,3.28500,-15.92800,0.00100,-15.92700,,-15.92700,-15.92700,-15.92700,-15.67800,-15.92800,0.43730,0.43730,-36.42000,-36.42000,,,,,,,,,,,,,,,,,-18.6245,-18.3137
2021-03-31,,,8.52100,2.76100,-11.28200,0.00100,-11.28100,,-11.28100,-11.28100,-11.28100,-11.07500,-11.28200,0.33730,0.33730,-33.45000,-33.45000,,,,,,,,,,,,,,,,,-28.18540,-31.34580
2020-12-31,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
