Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,124.17300,49.88400,74.28900,50.78200,51.73300,22.55600,,22.55600,4.08000,18.47600,18.47600,15.98500,21.67580,21.67820,0.74000,0.74000,0.14050,0.69980,32.55350,23.07000,0.00890,2.61070,2.95660,0.23840,1.94060,38.24710,1.5383,1.4409
2024-06-30,120.95100,48.24300,72.70800,63.26300,64.27900,8.42900,,8.42900,1.67900,6.75000,6.75000,4.52200,21.73120,21.73490,0.20000,0.20000,0.15360,0.95420,15.07660,8.08830,0.00720,0.99970,1.14220,0.08700,0.72710,36.75780,0.8342,0.7628
2024-03-31,122.86200,45.75500,77.10700,57.77800,58.86700,18.24000,,18.24000,4.35500,13.88500,13.88500,11.47600,21.77470,21.78770,0.53000,0.53000,0.15440,0.77600,28.90330,18.18500,0.00810,2.04050,2.33560,0.17730,1.48440,36.81670,1.23540,1.21120
2023-12-31,125.19400,46.60400,78.59000,49.97500,51.10500,27.48500,,27.15200,6.44100,20.71100,20.71100,18.89500,22.11590,22.12440,0.84000,0.84000,0.15400,0.82720,37.90060,26.37490,0.00910,3.03990,3.48910,0.26330,2.21270,36.74320,3.928,3.8547
2023-09-30,115.13000,44.98900,70.14100,46.07700,47.20600,22.93500,,22.93500,11.53300,11.40200,11.40200,8.99200,21.97040,21.97720,0.41000,0.41000,0.15850,0.91580,35.29930,13.83960,0.00810,1.74420,2.02100,0.14300,1.25550,35.39010,0.3233,0.2177
2023-06-30,119.24400,41.65100,77.59300,47.56500,48.77300,28.82000,,28.82000,7.24500,21.57500,21.57500,19.34700,22.20090,22.20510,0.86000,0.86000,0.15610,0.95320,40.18740,26.97800,0.00890,3.23820,3.75260,0.26850,2.34380,35.54430,2.0268,1.9392
2023-03-31,111.31800,35.03500,76.28300,46.32600,47.61700,28.66600,,28.66600,6.89400,21.77200,21.77200,19.31300,22.47880,22.50200,0.86000,0.86000,0.16200,0.85500,39.18900,26.40260,0.00920,3.27350,3.67120,0.27450,2.35210,35.07950,0.71140,0.58790
2022-12-31,124.05400,26.66500,97.38900,46.96600,48.29900,49.09000,,43.90200,11.03000,32.87200,32.87200,29.95800,22.34150,22.39570,1.31000,1.30000,0.16490,0.85960,46.78140,31.92290,0.01190,5.07260,5.52040,0.41850,3.61900,34.14690,1.8282,1.7673
2022-09-30,95.38200,15.53200,79.85000,49.10900,50.47000,29.38000,,29.38000,5.85900,23.52100,23.52100,23.26600,22.33880,22.39040,1.04000,1.04000,0.20380,0.82200,40.31510,31.92550,0.00930,3.74100,4.43890,0.30070,2.53330,33.48940,2.2952,2.2441
2022-06-30,83.84900,7.90200,75.94700,45.46200,46.78000,29.16700,,29.16700,7.28400,21.88300,21.88300,21.88300,22.30560,22.36080,0.97000,0.97000,0.22900,0.85140,41.36810,31.03710,0.00950,3.43970,5.15080,0.29430,2.65200,28.83900,5.16,5.1434
2022-03-31,78.36100,5.92100,72.44000,43.65300,45.05100,27.38900,,27.38900,6.64000,20.74900,20.74900,20.74900,22.27490,22.35030,0.92000,0.92000,0.22640,0.86700,40.11690,30.39120,0.00930,3.21700,4.79610,0.28270,2.48880,29.25770,1.74840,1.72990
2021-12-31,82.95000,6.12600,76.82400,40.17600,41.60100,35.22300,,30.60000,7.49300,23.10700,23.10700,23.10700,22.48140,22.54740,1.03000,1.02000,0.22110,0.86680,40.07490,30.26180,0.01030,3.48080,4.88450,0.31040,2.71110,30.10460,1.4969,1.4585
2021-09-30,73.63300,7.09400,66.53900,39.66300,41.10800,25.43100,,25.43100,5.88300,19.54800,19.54800,19.54800,22.52050,22.57790,0.86000,0.86000,0.22250,1.05660,38.11430,29.29730,0.00940,2.97150,4.45330,0.27560,2.31040,29.64200,3.7822,3.7467
2021-06-30,75.81400,8.28700,67.52700,47.01600,48.48600,19.04100,,19.04100,-1.08300,20.12400,20.12400,20.12400,22.59110,22.67750,0.88000,0.88000,0.22480,1.08630,28.00890,29.60200,0.01030,3.10470,4.74840,0.30350,2.40660,28.96270,2.5392,2.5433
2021-03-31,75.31900,8.63500,66.68400,41.12900,42.64400,24.04000,,24.04000,5.50200,18.53800,18.53800,18.53800,22.52300,22.57860,0.81000,0.81000,0.25620,1.29000,38.08680,29.36990,0.00920,2.91720,4.52340,0.26930,2.16990,28.43000,7.01440,6.99230
2020-12-31,77.04800,9.19600,67.85200,48.32700,49.88300,17.96900,-0.19600,10.74600,2.41300,8.33300,8.33300,8.33300,23.33700,23.34600,0.36000,0.36000,0.26020,1.71670,18.59360,14.41850,0.00840,1.34100,2.13150,0.12130,0.99200,27.83390,3.6865,3.662
2020-09-30,79.23300,10.33400,68.89900,51.42100,52.97800,15.92100,-12.65100,3.27000,3.18400,0.08600,0.08600,0.08600,22.93780,22.93780,0.00000,0.00000,0.25990,1.56080,5.71970,0.15040,0.00850,0.01380,0.02230,0.00130,0.01020,27.51320,8.415,8.3861
2020-06-30,79.94400,11.55900,68.38500,50.76300,52.39200,15.99300,,15.99300,3.42400,12.56900,12.56900,12.56900,23.33900,23.34000,0.53000,0.53000,0.25610,1.56120,27.86820,21.90180,0.00860,1.98380,3.27480,0.18920,1.47570,27.62300,7.0537,7.0273
2020-03-31,69.91200,14.66300,55.24900,51.48200,53.24400,2.00500,,2.00500,0.45600,1.54900,1.54900,1.54900,24.43400,24.53800,0.06000,0.06000,0.25670,1.35400,4.59110,3.54700,0.00700,0.24540,0.40850,0.02500,0.18240,26.99460,2.22520,2.19410
2019-12-31,83.45800,15.75700,67.70100,50.56800,52.37200,15.32900,-0.34800,16.07100,3.27900,12.79200,12.79200,12.79200,24.28880,24.49340,0.52000,0.51000,0.25360,1.20900,25.75650,20.50130,0.01030,1.93260,3.18650,0.21020,1.44240,27.10530,3.9195,3.8403
2019-09-30,84.61200,15.55600,69.05600,47.35400,49.15700,19.89900,-3.22900,16.67000,4.01500,12.65500,12.65500,12.67700,24.48840,24.68450,0.51000,0.51000,0.26870,1.40820,25.76710,19.59500,0.01060,1.93050,3.23020,0.20700,1.41180,26.93300,15.8689,15.8528
2019-06-30,80.22300,14.55900,65.66400,42.59700,44.27000,21.39400,,21.39400,5.03900,16.35500,16.35500,16.32100,24.08180,24.30320,0.67000,0.67000,0.18190,1.31040,34.73730,26.50030,0.01110,2.56670,4.22640,0.29490,2.09100,26.77690,0.964,0.8861
2019-03-31,76.50700,13.83100,62.67600,42.53000,44.34000,18.33600,,18.33600,4.35400,13.98200,13.98200,13.94800,23.99810,24.20470,0.58000,0.57000,0.18540,1.48510,30.85160,23.46840,0.01050,2.25000,3.77160,0.24780,1.82470,26.19580,1.23930,1.18640
2018-12-31,82.76200,13.05700,69.70500,48.92400,50.77600,18.92900,,20.86300,4.52700,16.33600,16.33600,16.30200,23.13050,23.54900,0.73000,0.71000,0.18910,1.49020,31.49700,24.61130,0.01170,2.69680,4.67430,0.28980,2.17680,25.62000,1.4125,1.3447
2018-09-30,75.25900,11.90600,63.35300,50.56700,52.42000,10.93300,,10.93300,2.43600,8.49700,8.49700,8.46200,23.85580,24.32570,0.35000,0.35000,0.19260,1.58120,17.84980,13.81550,0.01070,1.43700,2.53770,0.14840,1.15460,25.07470,1.1852,1.1081
2018-06-30,74.13000,9.99700,64.13300,46.73000,48.30600,15.82700,,15.82700,3.04500,12.78200,12.78200,12.74600,23.81540,24.26810,0.53000,0.52000,0.19290,1.57800,25.41310,20.46600,0.01090,2.16770,3.87070,0.22300,1.74110,25.03850,-0.2487,-0.3455
2018-03-31,63.00700,8.32000,54.68700,49.83000,51.50500,3.18200,,3.18200,1.37600,1.80600,1.80600,1.77000,20.90170,21.35150,0.08000,0.08000,0.19460,1.46850,6.04010,3.35980,0.00920,0.31010,0.55940,0.03160,0.24850,24.79180,1.77400,1.71000
2017-12-31,57.51000,7.46400,50.04600,41.24600,42.28000,7.76600,,7.76600,5.77500,1.99100,1.99100,1.97300,17.78160,18.28320,0.04000,0.05000,0.23920,1.76590,17.66200,4.48720,0.01000,0.44580,0.74440,0.04510,0.33700,23.50930,0.6691,0.8376
2017-09-30,58.64900,6.48100,52.16800,48.66500,49.85200,2.31600,,2.31600,0.28000,2.03600,2.03600,1.99000,19.26540,19.70420,0.10000,0.10000,0.18140,1.64670,4.56990,3.92670,0.01170,0.45480,0.75840,0.04680,0.36980,23.60490,0.2164,0.0896
2017-06-30,48.14700,5.12800,43.01900,37.52400,38.10300,4.91600,,4.91600,1.37700,3.53900,3.53900,3.52000,16.80400,17.32000,0.21000,0.20000,0.18070,1.48390,11.55050,8.27050,0.00950,0.78850,1.32910,0.07880,0.64150,23.67850,0.0558,-0.0124
2017-03-31,48.16900,4.37800,43.79100,31.79300,32.31800,11.47300,,11.47300,2.98300,8.49000,8.49000,8.49000,15.73640,16.35160,0.54000,0.52000,0.21580,1.39510,27.14990,20.09090,0.01250,2.53940,4.11460,0.25170,1.99130,21.18580,2.91190,2.83470
2016-12-31,60.46700,4.02200,56.44500,36.00100,36.53500,19.91000,,19.91000,8.32700,11.58300,11.58300,11.48600,14.13060,14.42880,0.77000,0.74000,0.22220,1.43270,36.87040,21.27040,0.01670,3.59980,5.85770,0.35820,2.80000,20.78220,-0.2366,-0.298
2016-09-30,46.12300,3.92100,42.20200,29.53500,30.04900,12.15300,,12.15300,4.10200,8.05100,8.05100,8.01300,15.57870,15.85830,0.51000,0.51000,0.22200,1.45320,29.77950,19.63490,0.01260,2.50190,3.92370,0.24790,1.94660,20.89000,3.7688,3.794
2016-06-30,46.13100,4.12600,42.00500,31.01400,31.53300,10.47200,,10.47200,3.68300,6.78900,6.78900,6.78900,13.35830,13.63510,0.51000,0.50000,0.22470,0.99360,25.30940,16.40810,0.01370,2.14630,3.37620,0.22470,1.66400,20.53590,2.0579,1.9892
2016-03-31,40.58500,3.92600,36.65900,28.18300,28.76300,7.89600,,7.89600,2.77700,5.11900,5.11900,5.08800,11.95740,12.22930,0.43000,0.42000,0.29340,1.00950,22.22100,14.31870,0.01230,2.14580,4.26110,0.17660,1.51630,20.22220,-3.91800,-3.96340
2015-12-31,43.11000,3.86000,39.25000,33.53800,34.14800,5.10200,,10.43000,2.82000,7.61000,7.61000,7.70000,11.90200,12.11200,0.63000,0.63000,0.29800,1.05830,25.49500,18.82180,0.01420,3.26530,6.74160,0.26380,2.29240,19.75550,0.1623,0.0688
2015-09-30,43.41300,3.51200,39.90100,33.92500,34.52200,5.37900,,5.37900,1.92800,3.45100,3.45100,3.42300,11.91140,12.13050,0.29000,0.28000,,,16.20080,10.30960,,,,,,,4.4867,4.3739
2015-06-30,45.43900,2.92500,42.51400,32.48000,33.08200,9.43200,,9.43200,2.76200,6.67000,6.67000,6.65300,11.89990,12.09850,0.56000,0.55000,,,23.50070,16.57660,,,,,,,-1.2828,-1.5127
2015-03-31,45.32700,2.60400,42.72300,31.87900,32.54200,10.18100,,10.18100,3.59100,6.59000,6.59000,6.48800,11.88660,12.06550,0.55000,0.54000,,,24.39970,15.54910,,,,,,,2.70380,2.64460
2014-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,0,0
2013-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,0,0
