Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,4332.00000,2183.00000,2149.00000,240.00000,924.00000,-429.00000,2198.00000,-49.00000,-272.00000,-324.00000,69.00000,-393.00000,,-390.00000,-437.00000,210.00000,-49.00000,1133.00000,1133.00000,-0.39000,-0.39000,0.89250,0.71980,2.97350,49.58450,-1.13110,-1.13110,-7.47920,-10.08770,0.10370,0.55140,1.25130,71.92520,-6.10900,2.69020,-0.93400,-1.71180,5.62870,0.6116,0.5146
2024-06-30,4164.00000,2140.00000,2024.00000,269.00000,939.00000,-81.00000,2030.00000,-6.00000,-241.00000,-246.00000,630.00000,-876.00000,,-874.00000,-846.00000,253.00000,-6.00000,1133.00000,1133.00000,-0.75000,-0.75000,0.89220,0.71600,2.84030,48.60710,-0.14410,-0.14410,-5.90780,-20.31700,0.10070,0.54490,1.10570,81.39770,-13.31710,5.91460,-2.11430,-3.78190,5.79260,0.0919,0.0081
2024-03-31,3819.00000,2048.00000,1771.00000,242.00000,886.00000,-107.00000,1988.00000,-217.00000,-250.00000,-467.00000,-52.00000,-415.00000,,-419.00000,-139.00000,55.00000,-217.00000,1123.00000,1123.00000,-0.12000,-0.12000,0.89160,0.68740,2.60430,46.37340,-5.68210,-5.68210,-12.22830,-3.63970,0.08930,0.51860,1.10500,81.44540,-5.55480,2.88570,-0.97960,-1.73660,6.66340,-0.11040,-0.22080
2023-12-31,4457.00000,2040.00000,2417.00000,226.00000,902.00000,-29.00000,1662.00000,755.00000,-249.00000,507.00000,40.00000,467.00000,,468.00000,464.00000,1021.00000,755.00000,1119.00000,1119.00000,0.42000,0.42000,1.01940,0.69090,2.44070,54.20690,16.93970,16.93970,11.37540,10.41060,0.10250,0.50730,1.30780,68.81760,5.76000,-3.24140,1.07640,1.78030,7.24890,1.0604,0.9498
2023-09-30,3850.00000,1999.00000,1851.00000,253.00000,844.00000,-305.00000,1506.00000,345.00000,-280.00000,64.00000,-12.00000,76.00000,,76.00000,69.00000,628.00000,345.00000,1121.00000,1135.00000,0.06000,0.06000,1.00270,0.71120,2.65890,48.07790,8.96100,8.96100,1.66230,1.79220,0.09150,0.49350,1.13740,79.12990,1.01180,-0.51010,0.18060,0.29220,6.70120,0.0023,-0.1178
2023-06-30,3878.00000,2082.00000,1796.00000,240.00000,910.00000,-429.00000,2450.00000,-654.00000,-268.00000,-923.00000,-16.00000,-907.00000,,-906.00000,-872.00000,-354.00000,-654.00000,1120.00000,1120.00000,-0.78000,-0.78000,1.02070,0.70810,2.68270,46.31250,-16.86440,-16.86440,-23.80090,-22.48580,0.09000,0.50670,1.09580,82.13250,-11.75710,5.98100,-2.10230,-3.43100,6.87600,0.2898,0.2341
2023-03-31,3661.00000,2079.00000,1582.00000,234.00000,842.00000,-231.00000,1595.00000,-13.00000,-260.00000,-272.00000,-19.00000,-253.00000,,-253.00000,-220.00000,291.00000,-13.00000,1115.00000,1115.00000,-0.20000,-0.20000,1.10470,0.69550,2.40260,43.21220,-0.35510,-0.35510,-7.42970,-6.00930,0.08420,0.50490,1.06580,84.44420,-2.93780,1.66990,-0.58220,-0.89460,7.68930,-0.13000,-0.25290
2022-12-31,3883.00000,2113.00000,1770.00000,210.00000,836.00000,-15.00000,2722.00000,-952.00000,-245.00000,-1198.00000,148.00000,-1346.00000,,-1347.00000,-1315.00000,-646.00000,-952.00000,1110.00000,1110.00000,-1.18000,-1.18000,1.05070,0.68960,2.46710,45.58330,-24.51710,-24.51710,-30.85240,-33.86560,0.08820,0.55130,1.05060,85.66570,-15.66640,8.80100,-3.06060,-4.86260,7.73900,0.881,0.7712
2022-09-30,3595.00000,1926.00000,1669.00000,175.00000,822.00000,-193.00000,1250.00000,419.00000,-252.00000,166.00000,107.00000,59.00000,,60.00000,56.00000,740.00000,419.00000,1111.00000,1119.00000,0.05000,0.05000,0.99300,0.66020,2.23410,46.42560,11.65510,11.65510,4.61750,1.55770,0.08120,0.49910,0.96380,93.37970,0.63030,-0.39200,0.13560,0.21420,8.57570,0.4847,0.3793
2022-06-30,3786.00000,1992.00000,1794.00000,228.00000,907.00000,-695.00000,2744.00000,-950.00000,-211.00000,-1160.00000,-900.00000,-260.00000,,-260.00000,-232.00000,-592.00000,-950.00000,1110.00000,1110.00000,-0.21000,-0.21000,1.10620,0.67450,2.24680,47.38510,-25.09250,-25.09250,-30.63920,-6.12780,0.08240,0.49200,0.84680,106.28370,-2.64550,1.65520,-0.56610,-0.86120,8.85410,0.111,0.013
