Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-09-30,,,1.84500,3.02900,-4.87400,8.96700,4.09300,0.35200,3.74100,3.74100,3.74100,-4.14400,-4.87400,12.18200,13.48380,0.31000,0.28000,5.05990,0.10470,0.17880,,,,,,,7.13280,7.13280,3.80100,6.38590,4.30220,-0.2983,-0.3019
2021-06-30,,,2.71400,4.27300,-6.98700,14.90700,7.92000,0.12200,7.79800,7.79800,7.79800,-6.15700,-6.98700,12.00710,13.64690,0.59970,0.59970,2.80410,0.10160,0.21580,,,,,,,16.52290,16.52290,7.35350,14.84370,3.87510,-0.5546,-0.5546
2021-03-31,,,2.45100,3.39600,-5.84700,-93.01400,-98.86100,0.06000,-98.92100,-98.92100,-98.92100,-3.44000,-5.84700,8.10730,8.10730,-12.14390,-12.14390,2.37930,0.16200,0.39740,,,,,,,-313.86580,-313.86550,-85.89500,-263.01080,2.63780,-0.13960,-0.13960
2020-12-31,,,2.35100,2.29300,-4.64400,-6.51800,-11.16200,0.02400,-11.18600,-11.18600,-11.18600,-1.49400,-4.64400,1.60150,1.60150,4.64770,4.64770,0.51490,-0.79940,-0.57030,,,,,,,22.12470,22.12470,-34.11200,39.81210,-15.33460,-0.5987,-0.5975
2020-09-30,,,3.93700,2.39800,-6.33500,-5.44400,-11.77900,0.42000,-12.19900,-12.19900,-12.19900,-3.19300,-6.33500,1.36010,1.36010,-8.99550,-8.99550,0.29510,-0.63220,-0.49620,,,,,,,21.82170,21.82170,-46.43700,35.61750,-39.46170,5.9922,5.9861
2020-06-30,,,5.04300,3.21000,-8.25300,-4.09000,-12.34300,0.17800,-12.52100,-12.52100,-12.52100,-5.10800,-8.25300,1.04150,1.04150,-11.99400,-11.99400,0.44500,-0.75130,-0.55060,,,,,,,25.66360,25.66360,-39.51460,44.94580,-40.97410,-11.8238,-11.8258
2020-03-31,,,9.74300,3.15100,-12.89400,-3.08500,-15.97900,0.12100,-16.10000,-16.10000,-16.10000,-11.24100,-12.89400,0.99180,0.99180,-16.19190,-16.19190,0.60780,-0.82320,-0.59210,,,,,,,38.57120,38.57120,-38.05070,70.32410,-42.08770,-27.61850,-27.61850
2019-12-31,,,20.88200,2.29600,-23.17800,-0.41400,-23.59200,0.04900,-23.64100,-23.64100,-23.64100,-23.02000,-23.17800,0.96840,0.96840,-23.68820,-23.68820,0.31680,-0.40970,-0.51170,,,,,,,90.10210,90.10210,-91.80610,127.01330,-26.45590,-24.0274,-24.0295
2019-09-30,,,28.06600,2.93300,-30.99900,-0.16800,-31.16700,0.10400,-31.27100,-31.27100,-31.27100,-30.88700,-30.99900,0.97190,0.97190,-32.23390,-32.23390,0.98760,1.49560,-4.63180,,,,,,,1010.04800,1010.04600,-61.38550,-500.57620,-3.12170,-25.591,-25.5907
2019-06-30,,,24.43900,2.93900,-27.37800,-0.10300,-27.48100,0.15700,-27.63800,-27.63800,-27.63800,-27.26700,-27.37800,0.95650,0.95650,-28.93550,-28.93550,2.09620,0.30470,0.58050,,,,,,,-112.45940,-112.45930,-38.76680,-78.19050,25.57480,-19.1884,-19.2009
2019-03-31,0.03700,0.03700,17.38700,3.11600,-20.46600,0.02000,-20.44600,0.13400,-20.58000,-20.58000,-20.58000,-20.33300,-20.46600,0.95320,0.95320,-21.58920,-21.58920,4.36020,0.19040,0.27490,100.00000,-55313.51000,-55313.51000,-55259.45000,-55621.62000,0.00040,-39.86060,-39.86060,-23.08880,-32.27270,53.87790,-15.79250,-15.80300
2018-12-31,0.23900,0.23900,21.46000,2.72300,-23.94400,-0.10800,-24.05200,0.20600,-24.25800,-24.25800,-24.25800,-23.72100,-23.94400,0.58260,0.58260,847.52620,847.52620,7.60870,0.15440,0.19680,100.00000,-10018.41000,-10018.41000,-10063.60000,-10149.79000,0.00240,-33.86950,-33.86950,-24.78570,-28.63960,74.81840,-74.6518,-74.7326
2018-09-30,0.25400,0.25400,22.58300,2.65700,-24.98600,0.19000,-24.79600,0.10900,-24.90500,-24.90500,-24.90500,-24.91500,-24.98600,0.93610,0.93610,-26.53670,-26.53670,14.04770,0.13380,0.15450,100.00000,-9837.00800,-9837.00800,-9762.20400,-9805.11800,0.00220,-26.46710,-26.46710,-21.31090,-22.92460,99.63730,-3.6335,-3.595
2018-06-30,0.18500,0.18500,13.72500,1.88600,-15.42600,-0.25300,-15.67900,0.06800,-15.74700,-15.74700,-15.74700,-15.25500,-15.42600,0.47260,0.47260,-33.28340,-33.28340,11.53080,0.10900,0.12240,100.00000,-8338.37800,-8338.37800,-8475.13500,-8511.89200,0.00130,-13.28520,-13.28520,-10.82490,-11.83670,125.50760,829.6196,831.0979
2018-03-31,0.19100,0.19100,10.87900,1.51500,-12.20300,0.14600,-12.05700,0.08900,-12.14600,-12.14600,-12.14600,-12.17200,-12.20300,0.01320,0.01320,-919.94010,-919.94010,,,,100.00000,-6389.00500,-6389.00500,-6312.56500,-6359.16200,,,,,,,-881.60460,-883.19510
2017-12-31,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,1659.433,1721.416
2017-09-30,0.15900,0.15900,7.43400,1.02100,-8.29600,0.21300,-8.08300,0.08800,-8.17100,-8.17100,-8.17100,-8.27400,-8.29600,0.01230,0.01230,-662.06900,-662.06900,,,,100.00000,-5217.61000,-5217.61000,-5083.64800,-5138.99400,,,,,,,-242.866,-247.222
2017-06-30,,,5.29000,1.12300,-6.41300,0.21100,-6.20200,0.07800,-6.28000,-6.28000,-6.28000,-6.41300,-6.41300,0.01060,0.01060,-591.30440,-591.30440,,,,,,,,,,,,,,,-1416.567,-1474.194
2016-12-31,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0,0
