Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,3.10700,1.78000,-4.88700,-1.07100,-5.95800,0.13600,-6.09400,-6.09400,-6.09400,-4.30400,-4.88700,20.04400,20.04400,-0.30000,-0.30000,0.84770,,,,,,,,,52.95910,52.95910,-38.26930,52.95910,-0.50680,0.0756,0.0756
2024-06-30,,,2.07500,1.90100,-3.97600,-0.99000,-4.96600,0.03100,-4.99700,-4.99700,-4.99700,-3.39900,-3.97600,16.55220,16.55220,-0.30000,-0.30000,0.81640,,,,,,,,,45.78940,45.78940,-35.25470,45.78940,-0.65800,-0.3511,-0.3512
2024-03-31,,,3.97700,2.18600,-6.16300,-0.89000,-7.05300,0.04800,-7.10100,-7.10100,-7.10100,-5.58700,-6.16300,15.43300,15.43300,-0.46000,-0.46000,1.07080,,-1.98420,,,,,,,115.46410,115.46340,-36.18340,115.46340,-0.37340,-0.84770,-0.84770
2023-12-31,,,9.74400,1.68700,-11.43100,-0.78900,-12.22000,0.14200,-12.36200,-12.36200,-12.36200,-10.40500,-11.43100,12.96200,12.96200,-0.93000,-0.93000,1.89350,,,,,,,,,193.06600,193.06580,-47.07720,193.06580,-0.47430,-1.0029,-1.0029
2023-09-30,,,14.85200,1.83300,-16.68500,12.96900,-3.71600,0.16100,-3.87700,-3.87700,-3.87700,-15.65800,-16.68500,13.03900,13.03900,-0.30000,-0.30000,2.34980,0.78410,3.63110,,,,,,,-112.96670,-129.23340,-9.75890,-24.39290,0.26320,-0.7008,-0.7006
2023-06-30,,,8.96400,1.85800,-10.82200,-1.23400,-12.05600,0.18700,-12.24300,-12.24300,-12.24300,-9.80000,-10.82200,12.94300,12.94300,-0.95000,-0.95000,4.40050,0.62070,1.63640,,,,,,,-171.73450,-195.32540,-23.99600,-65.13970,0.54720,-0.5744,-0.5756
2023-03-31,,,6.43200,2.09800,-8.53000,-1.23600,-9.76600,0.12300,-9.88900,-9.88900,-9.88900,-7.51600,-8.53000,12.68200,12.68200,-0.78000,-0.78000,6.95730,0.36460,0.57380,,,,,,,-52.16550,-55.97440,-17.01480,-33.14670,1.48030,-0.75620,-0.75620
2022-12-31,,,5.84000,2.08600,-7.92600,2.93700,-4.98900,0.10100,-5.09000,-5.09000,-5.09000,-6.89700,-7.92600,12.23700,12.23700,-0.41000,-0.41000,6.88920,0.26500,0.36050,,,,,,,-18.17920,-19.36830,-7.61600,-13.36200,2.22230,-0.3482,-0.3519
2022-09-30,,,4.35300,2.68100,-7.03400,-22.64500,-29.67900,-0.57000,-29.10900,-29.10900,-29.10900,-5.99500,-7.03400,12.23300,12.23300,-2.38000,-2.38000,8.87630,0.22220,0.28570,,,,,,,-89.43130,-95.75010,-40.68060,-69.56060,2.66070,-0.3704,-0.371
2022-06-30,,,3.98400,4.06600,-8.05000,1.65800,-6.39200,0.34300,-6.73500,-6.73500,-6.73500,-7.01000,-8.05000,12.22400,12.22400,-0.55000,-0.55000,9.46560,0.16230,0.19370,,,,,,,-15.34660,-16.30400,-8.78250,-12.85600,3.58560,-0.5117,-0.5125
2022-03-31,,,3.44000,3.93300,-7.37300,4.30000,-3.07300,0.42700,-3.50000,-3.50000,-3.50000,-6.34300,-7.37300,12.19300,12.19300,-0.29000,-0.29000,7.57670,0.13690,0.15860,,,,,,,-7.19650,-7.67060,-4.16350,-6.21140,3.97680,-0.27930,-0.27930
2021-12-31,,,3.70200,3.12700,-6.82900,2.81800,-4.01100,0.17100,-4.18200,-4.18200,-4.18200,-4.59500,-6.82900,10.89100,10.89100,2.82420,2.85420,6.43430,0.12120,0.17030,,,,,,,-8.32500,-8.93610,-4.57000,-7.31580,4.12260,-0.4621,-0.4641
