Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-06-30,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,
2023-12-31,15.05910,6.63630,8.42290,0.62950,9.53030,10.15980,-1.73700,-0.69550,-2.43250,0.04390,-2.45260,-2.45260,-2.61120,-1.73700,-1.73700,2.08610,2.08610,-1.25570,-1.25570,1.60180,0.03800,55.93190,-11.53450,-11.53450,-16.15320,-17.33950,0.23220,0.76410,117.78420,-6.62850,-6.68160,-3.78180,-6.62850,18.63880,-8.2745,-8.6387
2023-09-30,13.29000,5.80300,7.48700,1.13600,9.49200,10.62800,-3.14100,0.55100,-2.59000,0.00200,-2.59200,-2.59200,-2.59400,-3.14100,-3.14100,2.09310,2.09310,-1.24000,-1.24000,1.69100,0.05330,56.33560,-23.63430,-23.63430,-19.48830,-19.51840,0.20280,0.65670,137.05190,-6.74530,-6.77310,-3.95540,-6.74530,,0,0
2023-06-30,11.63400,5.19200,6.44200,1.87300,7.10500,8.97800,-2.53600,0.65900,-1.87700,-0.00600,-1.88300,-1.88300,-1.92200,-2.53600,-2.53600,2.08010,2.08010,-0.92000,-0.92000,1.76060,0.05020,55.37220,-21.79820,-21.79820,-16.13380,-16.52050,0.17230,0.53670,167.69210,-4.58520,-4.60370,-2.78800,-4.58520,,0,0
2023-03-31,8.08500,4.71800,3.36700,2.25100,7.01500,9.26600,-5.89900,0.18200,-5.71700,-0.03400,-5.68300,-5.68300,-5.58700,-5.89900,-5.89900,2.07830,2.07830,-2.68000,-2.68000,1.84070,0.03230,41.64500,-72.96230,-72.96230,-70.71120,-69.10330,0.11150,0.39970,225.16140,-12.67590,-12.72590,-7.84060,-12.67590,,0.00000,
2022-12-31,14.59810,7.12320,7.47480,2.13170,8.27340,10.40510,-2.93020,-0.52030,-3.45050,0.03060,-3.48110,-3.48110,-3.38730,-2.93020,-2.93020,2.06910,2.06910,-1.64480,-1.64480,1.89950,0.02880,51.20440,-20.07250,-20.07250,-23.63670,-23.20360,0.17190,0.49520,181.75130,-6.78270,-6.80730,-4.10000,-6.78270,25.87170,-0.3583,-0.4348
2022-09-30,13.30000,4.99600,8.30400,1.88200,6.85000,8.73200,-0.42800,0.80100,0.37300,0.02300,0.35000,0.35000,0.24500,-0.42800,-0.42800,2.07100,2.07100,0.12000,0.12000,2.27170,0.01380,62.43610,-3.21800,-3.21800,2.80450,1.84210,0.17620,0.44780,200.97070,0.68610,0.68860,0.46380,0.68610,,0,0
2022-06-30,12.19900,4.59700,7.60200,1.99400,7.64900,9.64300,-2.04100,3.39000,1.34900,0.00100,1.34800,1.34800,1.19900,-2.04100,-2.04100,2.05960,2.05960,0.58000,0.58000,2.32170,0.01400,62.31660,-16.73090,-16.73090,11.05830,9.82870,0.15410,0.49770,180.84100,2.53810,2.54570,1.70320,2.53810,,0,0
2022-03-31,7.82600,3.76800,4.05800,2.17200,3.10500,5.27700,-1.21900,6.36500,5.14600,-0.00100,5.14700,5.14700,5.20400,-1.21900,-1.21900,2.05720,2.05720,2.52000,2.52000,2.50410,0.01460,51.85280,-15.57630,-15.57630,65.75520,66.49630,0.09880,0.26690,337.22970,9.53700,9.55870,6.49890,9.53700,,0.00000,
2021-12-31,18.11980,6.35780,11.76190,1.97830,7.71010,9.68840,2.07360,0.23480,2.30840,0.01480,2.29360,2.29360,2.16350,2.07360,2.07360,2.05020,2.05020,0.98650,0.98650,2.28230,0.01630,64.91220,11.44370,11.44370,12.73980,11.94000,0.23300,0.63610,141.49670,4.81590,4.82860,2.94930,4.81590,24.05840,14.7399,14.6078
2021-09-30,13.17400,5.78300,7.39100,2.16300,10.30400,12.46700,-5.07600,0.22700,-4.84900,0.00200,-4.85100,-4.85100,-4.73700,-5.07600,-5.07600,2.04670,2.04670,-2.32000,-2.32000,2.23280,,56.10290,-38.53040,-38.53040,-36.80740,-35.95720,0.17830,0.40980,219.60980,-10.83680,-10.86840,-6.56600,-10.83680,,0,0
2021-06-30,11.16100,4.75200,6.40900,1.85400,9.81100,11.66500,-5.25600,-0.05700,-5.31300,,-5.31300,-5.31300,-5.27700,-5.25600,-5.25600,2.04840,2.04840,-2.58000,-2.58000,2.58090,,57.42320,-47.09260,-47.09260,-47.60330,-47.28070,0.14990,0.31750,283.47460,-10.90290,-10.92690,-7.13360,-10.90290,,0,0
2021-03-31,6.64600,3.07800,3.56800,1.37000,8.52600,9.89600,-6.32800,0.15300,-6.17500,-0.00100,-6.17400,-6.17400,-6.03300,-6.32800,-6.32800,2.05880,2.05880,-2.86000,-2.86000,2.79300,0.01440,53.68640,-95.21520,-95.21520,-92.91300,-90.77640,0.08430,0.18370,489.90830,-11.61640,-11.63940,-7.82740,-11.61640,,0.00000,
2020-12-31,21.03300,12.63000,8.40300,1.65000,20.41300,22.27700,-13.87400,-1.52900,-15.40300,0.57500,-15.97800,-15.97800,-16.16200,-13.87400,-13.87400,2.03860,2.03860,-7.98000,-7.98000,2.99450,,39.95150,-65.96300,-65.96300,-73.23260,-76.84120,0.23720,0.45000,199.97860,-26.80330,-26.83570,-18.02080,-26.80330,30.36160,-1.2876,-1.452
2020-09-30,18.18200,11.28600,6.89600,1.64700,7.66800,9.31500,-2.41900,0.36300,-2.05600,0.00300,-2.05900,-2.05900,-2.06600,-2.41900,-2.41900,2.03980,2.03980,-1.02000,-1.02000,3.34350,,37.92760,-13.30440,-13.30440,-11.30790,-11.36290,0.18510,0.33980,264.84220,-2.93180,-2.94330,-2.09600,-2.93180,,0,0
2020-06-30,10.85100,7.70300,3.14800,1.35500,12.71900,14.07400,-10.92600,-0.29000,-11.21600,0.01200,-11.22800,-11.22800,-11.25000,-10.92600,-10.92600,2.04220,2.04220,-5.50000,-5.50000,2.70530,,29.01120,-100.69120,-100.69120,-103.36370,-103.67710,0.10070,0.17470,515.19210,-16.02740,-16.08370,-10.42020,-16.02740,,0,0
2020-03-31,9.20800,8.43800,0.77000,1.20700,13.31200,14.51900,-13.74900,0.19000,-13.55900,-0.01300,-13.54600,-13.54600,-13.46900,-13.74900,-13.74900,2.04340,2.04340,-6.56000,-6.56000,2.99160,,8.36230,-149.31580,-149.31580,-147.25240,-146.27500,0.07800,0.12510,719.63830,-16.99840,-17.00880,-11.47880,-16.99840,,0.00000,
