,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-04,2024-09-30,$1.05,$0.30
1,2024-08-05,2024-06-30,$1.05,$0.29
2,2024-05-06,2024-03-31,$1.03,$0.16
3,2024-02-20,2023-12-31,$1.02,$0.30
4,2023-11-06,2023-09-30,$1.00,$0.33
5,2023-08-02,2023-06-30,$0.99,$0.29
6,2023-05-03,2023-03-31,$1.02,$0.34
7,2023-02-21,2022-12-31,$0.98,$0.36
8,2022-11-02,2022-09-30,$0.96,$0.35
9,2022-08-03,2022-06-30,$0.95,$0.33
10,2022-05-04,2022-03-31,$0.97,$0.34
11,2022-02-22,2021-12-31,$0.93,$0.01
12,2021-11-01,2021-09-30,$0.92,$0.34
13,2021-08-02,2021-06-30,$0.88,$0.33
14,2021-05-03,2021-03-31,$0.85,$0.26
15,2021-02-22,2020-12-31,$0.83,$0.33
16,2020-11-02,2020-09-30,$0.84,$0.07
17,2020-08-03,2020-06-30,$0.76,$0.31
18,2020-05-04,2020-03-31,$0.85,$0.44
19,2020-02-19,2019-12-31,$0.83,$0.39
20,2019-11-04,2019-09-30,$0.83,$0.33
21,2019-08-05,2019-06-30,$0.81,$0.31
22,2019-05-01,2019-03-31,$0.80,$0.37
23,2019-02-20,2018-12-31,$0.75,$0.29
24,2018-10-31,2018-09-30,$0.79,$0.34
25,2018-08-01,2018-06-30,$0.79,$0.34
26,2018-05-08,2018-03-31,$0.79,$0.29
27,2018-02-21,2017-12-31,$0.77,$0.37
28,2017-10-25,2017-09-30,$0.76,$0.32
29,2017-07-26,2017-06-30,$0.76,$0.31
30,2017-04-25,2017-03-31,$0.75,$0.27
31,2017-02-22,2016-12-31,$0.75,$0.33
32,2016-10-26,2016-09-30,$0.72,$0.27
33,2016-07-27,2016-06-30,$0.72,$0.29
34,2016-04-26,2016-03-31,$0.71,$0.27
35,2016-02-10,2015-12-31,$0.69,$0.31
36,2015-10-28,2015-09-30,$0.70,$0.28
37,2015-07-29,2015-06-30,$0.68,$0.25
38,2015-04-29,2015-03-31,$0.67,$0.27
39,2015-02-17,2014-12-31,$0.66,$0.32
