Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,63694.00000,9527.00000,54167.00000,3590.00000,-47565.00000,51591.00000,2576.00000,-1384.00000,1192.00000,367.00000,825.00000,825.00000,,739.00000,3226.00000,2576.00000,278.45700,281.39600,2.65000,2.63000,0.41680,0.77550,4.04430,4.04430,1.87140,1.16020,0.40400,1.95040,-2.58890,0.52330,1.13750,152.06740,0.3331,-1.107
2024-06-30,60523.00000,9515.00000,51008.00000,3684.00000,-44492.00000,48596.00000,2412.00000,-423.00000,1989.00000,360.00000,1629.00000,1629.00000,,1548.00000,3150.00000,2412.00000,281.13300,284.05200,5.51000,5.45000,0.42080,0.76800,3.98530,3.98530,3.28640,2.55770,0.38940,3.92270,-4.95030,1.04800,2.27190,148.55000,1.0765,-0.2351
2024-03-31,57255.00000,9440.00000,47815.00000,3705.00000,-41431.00000,45559.00000,2256.00000,-2177.00000,79.00000,291.00000,-212.00000,-212.00000,,-277.00000,2997.00000,2256.00000,286.46500,286.46500,-0.97000,-0.97000,0.42890,0.79250,3.94030,3.94030,0.13800,-0.48380,0.37390,-0.51270,0.63470,-0.13850,-0.29280,145.56070,16.89560,15.84840
2023-12-31,51114.00000,9280.00000,41834.00000,4062.00000,-35261.00000,39774.00000,2060.00000,-1872.00000,188.00000,-919.00000,1107.00000,1107.00000,,1029.00000,2825.00000,2060.00000,293.89200,296.88200,3.54000,3.49000,0.37840,0.66880,4.03020,4.03020,0.36780,2.01310,0.33460,2.39380,-3.83340,0.72470,1.48790,158.09700,4.9705,3.7377
2023-09-30,49048.00000,8927.00000,40121.00000,3788.00000,-33639.00000,37881.00000,2240.00000,-400.00000,1840.00000,391.00000,1449.00000,1449.00000,,1408.00000,3006.00000,2240.00000,294.05800,297.13100,4.79000,4.74000,0.38070,0.68140,4.56700,4.56700,3.75140,2.87070,0.32780,3.17050,-4.61000,0.96830,1.96350,156.18210,9.4895,8.1355
2023-06-30,48586.00000,9034.00000,39552.00000,3434.00000,-33442.00000,37331.00000,2221.00000,-337.00000,1884.00000,374.00000,1510.00000,1510.00000,,1460.00000,2976.00000,2221.00000,294.51200,296.87900,4.96000,4.92000,0.38210,0.72000,4.57130,4.57130,3.87770,3.00500,0.32380,3.32130,-4.70990,1.00630,2.05220,153.60500,8.5141,7.167
2023-03-31,46517.00000,9046.00000,37471.00000,3538.00000,-31459.00000,35456.00000,2015.00000,-414.00000,1601.00000,295.00000,1306.00000,1306.00000,,1267.00000,2764.00000,2015.00000,295.70600,298.99900,4.28000,4.24000,0.39550,0.73100,4.33180,4.33180,3.44180,2.72370,0.31440,2.93360,-3.91080,0.88260,1.77340,150.46370,16.81610,15.45160
2022-12-31,45753.00000,7969.00000,37784.00000,3484.00000,-32094.00000,36035.00000,1749.00000,-391.00000,1358.00000,136.00000,1222.00000,1222.00000,,1193.00000,2484.00000,1749.00000,309.54600,313.06500,3.89000,3.82000,0.38610,0.69580,3.82270,3.82270,2.96810,2.60750,0.31800,2.73450,-3.63530,0.84930,1.67880,149.62030,6.3268,5.2796
2022-09-30,45281.00000,7751.00000,37530.00000,3151.00000,-31777.00000,35388.00000,2142.00000,1349.00000,3491.00000,713.00000,2778.00000,2778.00000,,2757.00000,2868.00000,2142.00000,303.85400,307.51700,9.07000,8.97000,0.38390,0.70040,4.73050,4.73050,7.70960,6.08860,0.31400,6.16200,-8.26560,1.92640,3.79650,147.45580,11.0366,9.87
2022-06-30,45478.00000,8192.00000,37286.00000,3264.00000,-31150.00000,34915.00000,2371.00000,-390.00000,1981.00000,411.00000,1570.00000,1570.00000,,1557.00000,3130.00000,2371.00000,315.12200,318.30400,4.94000,4.89000,0.40290,0.72690,5.21350,5.21350,4.35600,3.42360,0.29800,3.41880,-4.73400,1.02860,2.04150,150.50670,3.9674,2.9411
2022-03-31,44006.00000,8272.00000,35734.00000,3275.00000,-29813.00000,33546.00000,2188.00000,-621.00000,1567.00000,355.00000,1212.00000,1212.00000,,1197.00000,2905.00000,2188.00000,318.48700,321.28200,3.76000,3.73000,0.40210,0.71970,4.97200,4.97200,3.56090,2.72010,0.28840,2.62860,-3.62780,0.79420,1.57150,145.32910,6.31840,5.42200
2021-12-31,45679.00000,8746.00000,36933.00000,3644.00000,-31247.00000,35390.00000,1543.00000,-223.00000,1320.00000,182.00000,1138.00000,1138.00000,,1121.00000,2286.00000,1543.00000,337.96200,340.96600,3.42000,3.40000,0.39770,0.71440,3.37790,3.37790,2.88970,2.45410,0.29490,2.41460,-3.47130,0.73470,1.45420,145.93680,12.4521,11.5856
