,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-12,2024-09-30,--,$-2.32
1,2024-08-12,2024-06-30,--,$-3.32
2,2024-05-13,2024-03-31,--,$-4.59
3,2024-03-26,2023-12-31,--,$-3.75
4,2023-11-09,2023-09-30,--,$-7.35
5,2023-08-11,2023-06-30,--,$-7.95
6,2023-05-12,2023-03-31,--,$-8.10
7,2022-11-14,2022-09-30,--,$-59.97
8,2022-08-15,2022-06-30,--,$-89.96
9,2022-05-13,2022-03-31,--,$-194.90
10,2022-03-16,2021-12-31,--,$554.72
11,2021-11-15,2021-09-30,--,$-224.89
12,2021-08-24,2021-06-30,--,$-3073.46
13,2021-03-22,2020-12-31,--,$-1079.24
14,2020-11-10,2020-09-30,--,$-584.59
15,2020-08-13,2020-06-30,--,$-674.53
16,2020-05-15,2020-03-31,--,$-4182.07
17,2019-11-14,2019-09-30,--,$-2653.14
18,2019-08-14,2019-06-30,--,$-6520.44
19,2019-05-14,2019-03-31,--,$-15289.30
20,2019-03-22,2018-12-31,--,$-1798.74
21,2018-11-14,2018-09-30,--,$-10792.44
22,2018-08-15,2018-06-30,--,$-3597.48
23,2018-05-15,2018-03-31,--,$-12591.18
24,2018-04-02,2017-12-31,--,$-17987.41
25,2017-11-13,2017-09-30,--,$-16188.67
26,2017-08-08,2017-06-30,--,$-35075.44
27,2017-05-10,2017-03-31,--,$-38672.93
28,2016-11-08,2016-09-30,$-35085.97,$-58476.62
29,2016-08-11,2016-06-30,--,$-46781.29
30,2016-05-09,2016-03-31,$-58476.62,$-81867.27
31,2016-03-14,2015-12-31,$-81867.27,$-58476.62
32,2015-11-09,2015-09-30,$-81867.27,$-70171.94
33,2015-08-10,2015-06-30,$-70171.94,$-70171.94
34,2015-05-08,2015-03-31,$-81867.27,$-70171.94
35,2015-03-16,2014-12-31,$-81867.27,$-70171.94
