Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1.65000,1.22400,0.42600,1.08600,3.00900,4.09500,-3.66900,-0.03700,-3.70600,,-3.70600,-3.70600,-4.05500,-3.58500,-3.66900,2.22400,2.22400,-1.82000,-1.82000,1.20850,,1.07560,25.81820,-222.36360,-222.36360,-224.60610,-245.75760,0.12130,0.32560,1.88140,47.83640,-95.63870,-95.63870,-27.24800,-95.63870,1.39190,0.0615,0.0615
2024-06-30,1.84700,1.46900,0.37800,0.90400,3.60100,4.50500,-4.12700,-0.23500,-4.36200,,-4.36200,-4.36200,-4.60000,-4.03300,-4.12700,1.63400,1.63400,-2.82000,-2.82000,1.65520,,0.52160,20.46560,-223.44340,-223.44340,-236.16680,-249.05250,0.10680,0.35660,1.98390,45.36550,-56.26220,-56.26210,-25.22120,-56.26210,4.04650,-1.8757,-1.8757
2024-03-31,1.85900,1.51600,0.34300,1.06200,4.37000,5.43200,-5.08900,-0.42800,-5.51700,,-5.51700,-5.51700,-3.67400,-4.99000,-5.08900,1.47700,1.47700,-2.49000,-2.49000,0.70380,,-3.63860,18.45080,-273.74930,-273.74930,-296.77250,-197.63310,0.11030,0.33230,1.35000,66.66490,136.08830,136.08790,-32.72240,136.08780,-2.55610,-3.20510,-3.20510
2023-12-31,1.90600,1.53200,0.37400,1.15200,3.83700,4.98900,-4.61500,-0.40900,-5.02400,,-5.02400,-5.02400,-5.02400,-4.51900,-4.61500,0.78600,0.78600,-0.83000,-0.83000,0.63020,,-2.30460,19.62230,-242.13000,-242.13000,-263.58850,-263.58860,0.13840,0.28920,1.87970,47.88040,81.00610,81.00610,-36.48510,81.00610,-4.84530,-2.5404,-2.5391
2023-09-30,1.81700,1.42900,0.38800,1.04400,3.37700,4.42100,-4.03300,-0.44300,-4.47600,,-4.47600,-4.47600,-2.04000,-3.93800,-4.03300,0.69800,0.69800,-2.92000,-2.92000,0.85390,,-10.18760,21.35390,-221.95930,-221.95930,-246.34010,-112.27300,0.10180,0.25610,2.19440,41.01270,330.57510,330.57600,-25.08410,330.57610,-1.05780,-3.4843,-3.4958
2023-06-30,2.04100,1.43600,0.60500,0.98800,3.34600,4.33400,-3.72900,-0.44700,-4.17600,,-4.17600,-4.17600,-5.39400,-3.64100,-3.72900,0.60900,0.60900,-8.86000,-8.86000,0.64410,,-2.30700,29.64230,-182.70460,-182.70460,-204.60560,-264.28220,0.12050,0.26020,2.21850,40.56840,63.36850,63.36870,-24.64740,63.36870,-10.57940,-4.6505,-4.6505
2023-03-31,1.88800,1.25200,0.63600,1.35600,3.53800,4.89400,-4.25800,-0.38600,-4.64400,,-4.64400,-4.64400,-5.86200,-4.16500,-4.25800,0.54800,0.54800,-10.70000,-10.70000,0.85570,-1.18130,-10.37530,33.68640,-225.52960,-225.52960,-245.97460,-310.48730,0.09220,0.23550,1.86560,48.24150,311.26550,311.25990,-22.68690,678.94740,-2.59290,-7.68610,-7.68610
2022-12-31,2.00100,1.31800,0.68300,1.14600,3.35900,4.50500,-3.82200,-0.36000,-4.18200,,-4.18200,-4.18200,-5.31100,-3.73900,-3.82200,0.41700,0.41700,-4.79450,-4.79450,1.16950,,3.41650,34.13290,-191.00450,-191.00450,-208.99550,-265.41720,0.08270,0.26550,1.89310,47.54120,-100.86840,-100.86830,-17.28460,-100.86830,7.94250,-9.1919,-9.2458
2022-09-30,2.25200,1.46200,0.79000,1.08600,3.38400,4.47000,-3.68000,-0.40700,-4.08700,,-4.08700,-4.08700,-5.21400,-3.60500,-3.68000,0.45300,0.45300,-11.51000,-11.51000,3.47780,0.73430,2.76340,35.07990,-163.41030,-163.41030,-181.48310,-231.52750,0.08060,0.28970,1.44920,62.10480,-82.63270,-82.63240,-14.62200,-21.95660,9.97220,-3.2683,-3.2552
2022-06-30,2.13200,1.47500,0.65700,1.08600,3.33000,4.41600,-3.75900,-0.45500,-4.21400,,-4.21400,-4.21400,-5.34100,-3.67400,-3.75900,0.38030,0.38030,-14.09300,-14.09300,3.77100,0.71250,2.47830,30.81610,-176.31330,-176.31330,-197.65480,-250.51600,0.07850,0.28490,1.66690,53.99160,-79.19540,-79.19570,-15.51090,-22.76850,13.11880,-8.7772,-8.7636
2022-03-31,1.88800,1.36400,0.52400,1.07200,4.14800,5.22000,-4.69600,-0.44400,-5.14000,,-5.14000,-5.14000,-11.37800,-4.66000,-4.69600,0.32610,0.32610,-34.93250,-34.93250,4.66720,0.55440,1.24410,27.75420,-248.72880,-248.72880,-272.24580,-602.64830,0.05970,0.25500,1.38320,65.06890,-50.24430,-50.24440,-16.25970,-22.38970,28.11610,-18.95450,-19.04960
2021-12-31,2.40300,1.69100,0.71200,1.39800,3.87000,5.26800,-4.55600,-0.44000,-4.99600,,-4.99600,-4.99600,-6.03900,-4.37300,-4.55600,0.31500,0.31500,-18.89060,-18.89060,5.48050,0.55820,1.26370,29.62960,-189.59630,-189.59630,-207.90680,-251.31090,0.08150,0.36750,1.72510,52.17230,-51.38320,-51.38330,-16.94420,-22.69880,30.50900,-11.5917,-11.643
2021-09-30,2.36600,1.56600,0.80000,1.39700,3.89200,5.28900,-4.48900,-0.42300,-4.91200,,-4.91200,-4.91200,-5.95600,-4.31000,-4.48900,0.31810,0.31810,-18.74060,-18.74060,3.98780,0.50610,1.02480,33.81230,-189.72950,-189.72950,-207.60780,-251.73290,0.07010,0.34650,1.69000,53.25440,-42.46930,-42.46930,-14.55930,-20.97440,36.29090,-11.381,-11.381
2021-06-30,2.80200,1.78400,1.01800,1.50700,3.91800,5.42500,-4.40700,1.95500,-2.45200,,-2.45200,-2.45200,-3.49600,-4.21800,-4.40700,0.31800,0.31800,-10.94450,-10.94450,5.19540,0.39820,0.66160,36.33120,-157.28050,-157.28050,-87.50890,-124.76800,0.07340,0.43320,1.56710,57.43040,-14.18820,-14.18820,-6.42070,-8.53880,54.34550,-11.1158,-11.1363
2021-03-31,2.55900,1.66500,0.89400,1.59800,3.94500,5.54300,-4.64900,-0.40300,-5.05200,,-5.05200,-5.05200,-6.09600,-4.42700,-4.64900,0.30500,0.30500,-19.94000,-19.94000,5.14620,0.35590,0.65390,34.93550,-181.67250,-181.67250,-197.42090,-238.21810,0.06080,0.42300,1.67150,53.84530,-24.67400,-24.67400,-11.99740,-15.89130,64.38770,-15.75000,-15.78610
2020-12-31,2.73200,1.75100,0.98100,1.38700,3.82600,5.21300,-4.23200,-0.39800,-4.63000,,-4.63000,-4.63000,-5.59500,-3.96900,-4.23200,0.16420,0.16420,79.61020,79.61020,3.73830,0.41820,0.99340,35.90780,-154.90490,-154.90490,-169.47300,-204.79500,0.08230,0.45180,1.84100,48.88730,-35.40840,-35.40840,-13.94790,-20.59980,46.17100,-39.9557,-39.7326
2020-09-30,2.30200,1.52500,0.77700,1.41700,3.46100,4.87800,-4.10100,-0.42400,-4.52500,,-4.52500,-4.52500,-5.49200,-3.83600,-4.10100,0.23160,0.23160,-23.98800,-23.98800,1.72400,0.05930,0.86780,33.75330,-178.14940,-178.14940,-196.56820,-238.57510,0.06230,0.38180,1.71660,52.42830,-31.30630,-31.30620,-12.24760,-29.45010,51.03610,41.7899,41.9626
2020-06-30,1.46600,1.10700,0.35900,1.29700,2.65400,3.95100,-3.59200,-0.40800,-4.00000,,-4.00000,-4.00000,-4.96700,-3.32300,-3.59200,0.09110,0.09110,-53.97300,-53.97300,1.39050,0.14700,1.60410,24.48840,-245.02050,-245.02050,-272.85130,-338.81310,0.05080,0.26630,1.36250,66.05730,-52.98730,-52.98710,-13.84850,-45.19770,44.09060,9.7876,9.7876
2020-03-31,2.26100,1.76000,0.50100,1.59400,4.38600,5.98000,-5.47900,-0.37200,-5.85100,,-5.85100,-5.85100,-6.81800,-5.21100,-5.47900,0.04870,0.04870,-140.92960,-140.92960,1.11420,,2.12450,22.15830,-242.32640,-242.32640,-258.77930,-301.54800,0.09920,0.45420,1.67230,53.81690,-132.73620,-132.73600,-25.66230,-132.73590,78.57670,-101.96050,-101.96050
2019-12-31,2.56200,1.63500,0.92700,1.57200,4.36600,5.93800,-5.01100,-0.11000,-5.12100,,-5.12100,-5.12100,-6.01600,-4.73300,-5.01100,0.02410,0.02410,-62.96850,-62.96850,1.30000,,1.30050,36.18270,-195.58950,-195.58950,-199.88300,-234.81670,0.10750,0.41790,1.75720,51.21780,-74.27100,-74.27120,-21.49420,-74.27120,199.46610,-193.7029,-193.9455
2019-09-30,2.41000,1.56300,0.84700,1.37100,4.09100,5.46200,-4.61500,-0.00800,-4.62300,,-4.62300,-4.62300,-5.51800,-4.34600,-4.61500,0.02630,0.02630,-209.89510,-209.89510,1.36600,,0.97990,35.14520,-191.49380,-191.49380,-191.82570,-228.96270,0.08600,0.38010,1.85240,48.58510,-52.81000,-52.81010,-16.50660,-52.81010,253.80850,-69.2949,-68.6603
2019-06-30,2.31900,1.59900,0.72000,1.33500,4.09100,5.42600,-4.70600,0.05500,-4.65100,,-4.65100,-4.65100,-5.54600,-4.43500,-4.70600,0.02130,0.02130,-260.86960,-260.86960,1.45130,,0.82670,31.04790,-202.93230,-202.93230,-200.56060,-239.15480,0.08050,0.38950,1.91650,46.95990,-46.88500,-46.88510,-16.13870,-46.88510,463.24760,-28.868,-27.5713
2019-03-31,1.84000,1.46700,0.37300,1.41400,3.98600,5.40000,-5.02700,-0.02800,-5.05500,,-5.05500,-5.05500,-5.95000,-4.78400,-5.02700,0.01420,0.01420,-419.79010,-419.79010,1.86400,,0.59020,20.27170,-273.20650,-273.20650,-274.72820,-323.36950,0.07010,0.37090,1.65470,54.39130,-38.06770,-38.06760,-19.25490,-38.06760,663.03250,-423.23470,-427.82280
2018-12-31,2.02800,1.47000,0.55800,1.66900,4.96100,6.63000,-6.07200,-0.01800,-6.09000,,-6.09000,-6.09000,-6.92600,-5.49600,-6.07200,0.00360,0.00360,18551.73000,18551.73000,1.52280,,0.79130,27.51480,-299.40830,-299.40820,-300.29590,-341.51890,0.08560,0.42960,1.75740,51.21300,-64.37640,-64.37630,-25.69730,-64.37630,812.30870,-1315.911,-1214.404
