Date,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,2.61160,-3.13780,-5.78690,-3.20670,-8.99360,0.71880,-9.71240,-9.71240,-9.71240,-4.24600,-5.78690,11.97400,11.97400,-0.81000,-0.81000,0.46580,1.35550,-7.22870,95.05240,95.05260,-6.13420,-33.78890,-0.83590,1.5897,1.587
2024-06-30,2.19240,-0.16390,-2.38650,-16.15930,-18.54580,,-18.54580,-18.54580,-18.54580,-1.41270,-2.38650,9.77580,9.77580,-1.90000,-1.90000,0.50720,6.55500,-1.96940,48.95990,48.95990,-19.80630,-271.97270,-3.65530,-0.2408,-0.2408
2024-03-31,2.46800,-0.21480,-2.71290,-17.78440,-20.49720,,-20.49720,-20.49720,-20.49720,-2.13520,-2.71290,9.58710,9.58710,-2.14000,-2.14000,0.27620,26.63630,-1.67630,60.19780,60.19780,-30.98170,-1543.24600,-3.54180,-0.46040,-0.46120
2023-12-31,,,,,,,,,,,,,,,0.00000,,,,,,,,,0.86,0.8608
2023-09-30,2.76750,-1.20890,-4.00560,-9.14360,-13.14920,,-13.14920,-13.14920,-13.14920,-3.87080,-4.00560,8.93590,8.93590,-1.47000,-1.47000,4.01560,0.74850,3.15680,-119.09250,-119.09240,-23.97050,-29.95500,1.17530,-0.3124,-0.3132
2023-06-30,2.51000,-1.14400,-3.69090,-6.72460,-10.41550,,-10.41550,-10.41550,-10.41550,-3.60740,-3.69090,7.54750,7.54750,-1.38000,-1.38000,5.34720,1.23080,-5.33310,218.19770,218.19730,-40.58610,-50.35640,-0.61340,-0.1297,-0.1297
2023-03-31,1.98090,-0.37840,-2.39640,-5.52910,-7.92550,,-7.92550,-7.92550,-7.92550,-2.55070,-2.39640,7.24330,7.24330,-1.09000,-1.09000,7.09410,1.41860,-3.38910,138.47160,138.47150,-45.18500,-57.95910,-0.78340,-0.41790,-0.41790
2022-12-31,,-2.34640,,,-14.30850,,,,-14.30850,0.32270,,6.80700,6.80700,-2.10000,-2.10000,6.98160,1.04190,-24.89160,,,,,-0.10950,-0.7731,-0.7731
2022-09-30,2.42410,-4.54350,-7.00480,-0.08700,-7.09180,,-7.09180,-7.09180,-7.09180,-7.00480,-7.00480,6.77120,6.77120,-1.05000,-1.05000,7.98400,0.73140,2.72360,-100.14730,-100.14730,-22.18890,-26.89530,1.04520,-0.7761,-0.7761
2022-06-30,,,,,,,,,,,,,,,0.00000,,,,,,,,,1.3716,1.3782
2022-03-31,3.22810,-2.18580,-5.42680,-1.52080,-6.94760,-0.11970,-6.82790,-6.82790,-6.82790,-5.39660,-5.42680,6.74350,6.74350,-1.01000,-1.01000,8.14350,,,-35.77080,-35.77080,-28.94980,-35.77080,2.82950,-1.37160,-1.37820
2021-12-31,,-1.37660,,,-4.87500,,,,-4.87500,0.01250,,6.75200,6.75200,-0.72000,-0.72000,3.47900,,0.22920,,,,,4.00570,-0.5714,-0.5714
2021-09-30,1.97030,-1.09610,-3.07110,-1.50110,-4.57220,,-4.57220,-4.57220,-4.57220,-3.07110,-3.07110,6.68060,6.68060,-0.68000,-0.68000,3.84310,,0.20190,-14.77060,-14.77060,-11.02750,-14.77060,4.62980,-0.2324,-0.2324
2021-06-30,,,,,,,,,,,,,,,0.00000,,,,,,,,,1.0401,1.0401
2021-03-31,2.14650,-0.10920,-2.25570,-2.48980,-4.74550,-0.23540,-4.51020,-4.51020,-4.51020,-2.25570,-2.25570,6.15330,6.15330,-0.73000,-0.73000,22.30680,,,-18.44990,-18.44990,-16.79820,-18.44990,3.97360,-1.04010,-1.04010
2020-12-31,,-0.06060,,,-3.78590,-0.57190,,,-3.21400,,,6.04200,6.04200,-0.53000,-0.53000,14.03910,,,,,,,4.65220,-0.5604,-0.5604
2020-09-30,3.52500,-0.02080,-3.54580,39.39530,35.84950,2.40680,33.44260,33.44260,33.44260,-3.54580,-3.54580,6.57600,6.57600,5.09000,5.09000,8.48350,,,107.69770,107.69770,91.46790,107.69770,5.17970,-0.1126,-0.1126
2020-06-30,,,,,,,,,,,,,,,0.00000,,,,,,,,,0.1878,0.1878
2020-03-31,1.32210,,-1.32210,-0.58820,-1.91030,,-1.91030,-1.91030,-1.91030,-1.32210,-1.32210,6.55000,6.55000,-0.29000,-0.29000,20.82470,,,-52.17830,-52.17830,-49.67270,-52.17830,0.55840,-0.18780,-0.18780
2019-12-31,,,,,-2.92850,,,,-2.92850,,,6.43900,6.43900,-0.45000,-0.45000,17.24430,,,,,,,0.79600,-0.0706,-0.0706
