Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,422.61100,329.00000,93.61100,1.22900,46.74500,47.97400,45.63700,-79.99400,-34.35700,-1.42600,-32.93100,-32.93100,-29.34700,190.27100,45.63700,184.51600,184.51600,-0.16000,-0.16000,1.19350,0.69240,2.60190,22.15060,10.79880,10.79880,-8.12970,-6.94420,0.03600,0.74060,121.52990,-1.22000,-2.04270,-0.28070,-0.37520,,0.5031,-1.8189
2024-06-30,388.92100,301.15400,87.76700,1.49800,42.83700,44.33500,43.43200,-67.08500,-23.65300,8.23900,-31.89200,-31.89200,-32.91700,167.23700,43.43200,183.75200,183.75200,-0.16000,-0.16000,1.39190,0.69730,2.60320,22.56680,11.16730,11.16730,-6.08170,-8.46370,0.03570,0.78610,114.48730,-1.23970,-2.10460,-0.29280,-0.37520,,0.3408,-1.1199
2024-03-31,363.88600,284.43300,79.45300,1.38200,47.70700,49.08900,30.36400,-69.49500,-39.13100,8.64100,-47.77200,-47.77200,-49.76000,154.36200,30.36400,183.74800,183.74800,-0.24000,-0.24000,1.12650,0.69270,2.56890,21.83460,8.34440,8.34440,-10.75360,-13.67460,0.03470,0.75570,119.09350,-1.84210,-3.13880,-0.45560,-0.56610,,-0.09420,-1.29650
2023-12-31,369.91260,307.18050,62.73220,1.82790,49.77070,477.39410,-414.66200,-65.26500,-479.92710,-32.26000,-447.66700,-447.66700,-451.70870,-270.74700,-414.66200,183.52300,183.52300,-2.48100,-2.48100,1.32250,0.69310,2.43540,16.95870,-112.09730,-112.09730,-129.74070,-122.11230,0.03520,0.94840,94.89460,-16.62310,-28.10790,-4.25570,-5.10220,14.13270,0.7568,-0.358
2023-09-30,345.26300,283.93400,61.32900,1.44300,48.82600,50.26900,11.06000,-65.86800,-54.80800,2.87100,-57.67900,-57.67900,-59.61100,136.75300,11.06000,183.54200,183.54200,-0.32500,-0.32500,1.52150,0.66250,2.10060,17.76300,3.20340,3.20340,-15.87430,-17.26540,0.03280,0.82400,109.22500,-1.91290,-2.99910,-0.54760,-0.64560,,0.3781,-3.3077
2023-06-30,340.90700,264.92100,75.98600,0.69600,41.60900,42.30500,33.68100,-61.26800,-27.58700,3.48400,-31.07100,-31.07100,-33.08100,153.62000,33.68100,183.40000,183.40000,-0.16000,-0.16000,1.25310,0.64620,2.06310,22.28940,9.87980,9.87980,-8.09220,-9.70380,0.03210,0.79570,113.10910,-1.01020,-1.58070,-0.29240,-0.35750,,0.5578,2.1791
2023-03-31,350.77100,279.17600,71.59500,1.42500,47.66400,49.08900,22.50600,-67.79800,-45.29200,23.81700,-69.10900,-69.10900,-69.36100,151.81700,22.50600,183.40000,183.40000,-0.37800,-0.37800,1.29320,0.63640,2.05480,20.41080,6.41620,6.41620,-12.91210,-19.77390,0.03080,0.74790,120.34470,-2.08290,-3.23800,-0.60740,-0.75730,,-0.10260,-1.72390
2022-12-31,354.10480,282.40340,71.70130,1.44180,48.26220,51.60010,20.10130,-34.14900,-14.04760,11.43750,-25.48520,-25.48520,-26.19790,167.28320,20.10140,183.05600,183.05600,-0.18480,-0.18480,1.12710,0.61350,1.85370,20.24860,5.67660,5.67670,-3.96710,-7.39830,0.03190,0.92690,97.09400,-0.74120,-1.14410,-0.22920,-0.28650,18.04350,0.8246,-3.02
2022-09-30,332.83100,263.55400,69.27700,0.93900,47.67600,48.61500,20.66200,-58.93800,-38.27600,9.47300,-47.74900,-47.74900,-49.64300,120.84900,20.66200,183.31600,183.31600,-0.24000,-0.24000,1.11440,0.60950,1.80110,20.81450,6.20800,6.20800,-11.50010,-14.91540,0.03160,0.83350,107.98430,-1.46730,-2.27310,-0.45360,-0.57290,,0.3735,-0.7845
2022-06-30,344.93500,274.97500,69.96000,1.39900,48.68600,50.08500,19.87500,-67.12100,-47.24600,8.78500,-56.03100,-56.03100,-57.90700,139.70800,19.87500,182.88150,182.88150,-0.32000,-0.32000,1.08150,0.59110,1.68270,20.28210,5.76200,5.76200,-13.69710,-16.78780,0.03120,0.75350,119.43760,-1.59030,-2.44740,-0.50710,-0.65020,,1.3334,0.0119
2022-03-31,353.91800,277.18800,76.73000,1.54100,53.83300,55.37400,21.35600,-68.88300,-47.52700,11.35300,-58.88000,-58.88000,-90.62100,151.07100,21.35600,182.61500,182.61500,-0.48000,-0.48000,1.09760,0.58570,1.69610,21.68020,6.03420,6.03420,-13.42880,-25.60510,0.02970,0.87750,102.56600,-1.55260,-2.37480,-0.49330,-0.64330,,-0.21140,-2.07880
2021-09-30,319.92700,249.24500,70.68200,1.40000,46.02700,47.42700,23.25500,-59.18200,-35.92700,10.80700,-46.73400,-46.73400,-52.37900,137.49200,23.25500,182.02550,182.02550,-0.32000,-0.32000,1.42010,0.51900,1.19840,22.09320,7.26880,7.26880,-11.22980,-16.37220,0.03200,1.00380,89.66050,-1.21260,-1.73490,-0.46730,-0.58320,,0.3883,-2.3671
2021-06-30,288.68400,220.55700,68.12700,1.33300,44.04000,45.37300,22.75400,-61.05800,-38.30400,7.92200,-46.22600,-46.22600,-50.31400,22.75400,22.75400,181.20400,181.20400,-0.24000,-0.24000,1.77230,0.49860,1.10080,23.59920,7.88200,7.88200,-13.26850,-17.42880,0.02980,0.82050,109.68610,-1.18850,-1.63570,-0.47790,-0.59590,,-0.0069,4.0398
2020-12-31,241.84810,178.01070,63.83740,1.49510,39.00610,40.50120,23.33620,-56.48450,-33.14840,6.38270,-39.53110,-39.53110,-44.82100,101.23230,23.33620,156.69490,156.69490,-0.28390,-0.28390,2.39660,0.44610,0.89970,26.39570,9.64910,9.64910,-13.70630,-18.53270,0.02910,1.02020,88.21440,-1.06710,-1.26860,-0.47650,-0.59100,19.82110,0.2889,-1.9684
2020-09-30,224.57100,164.33700,60.23400,1.62300,35.14400,36.76700,23.46700,-48.44100,-24.97400,5.16500,-30.13900,-30.13900,-31.00800,97.80000,23.46700,157.17100,157.17100,-0.24000,-0.24000,1.20980,0.59590,1.62450,26.82180,10.44970,10.44970,-11.12080,-13.80770,0.03490,0.90040,99.96060,-1.50050,-2.05330,-0.46880,-0.60640,,-0.0076,-1.9651
