,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2025-03-11,2024-12-31,$0.05,$0.08
1,2024-11-12,2024-09-30,$0.01,$0.04
2,2024-08-06,2024-06-30,$0.00,$0.04
3,2024-05-08,2024-03-31,$-0.01,$0.01
4,2024-03-06,2023-12-31,$-0.03,$0.01
5,2023-11-15,2023-09-30,$-0.07,$-0.01
6,2023-08-09,2023-06-30,$-0.17,$-0.10
7,2023-05-17,2023-03-31,$-0.12,$-0.14
8,2023-03-15,2022-12-31,$-0.12,$-0.24
9,2022-11-16,2022-09-30,$-0.07,$-0.30
10,2022-08-10,2022-06-30,$-0.08,$-0.14
11,2022-05-11,2022-03-31,$-0.09,$-0.12
12,2022-03-09,2021-12-31,$-0.06,$-0.08
13,2021-11-17,2021-09-30,$-0.06,$-0.10
14,2021-08-11,2021-06-30,$-0.07,$-0.12
15,2021-05-20,2021-03-31,$-0.08,$-0.22
16,2021-03-24,2020-12-31,$-0.05,$-0.04
17,2020-11-18,2020-09-30,$-0.06,$-0.08
18,2020-08-12,2020-06-30,$-0.12,$-0.06
19,2020-06-24,2020-03-31,$-0.16,$-0.30
20,2020-03-23,2019-12-31,$-0.12,$-0.10
21,2019-11-25,2019-09-30,$-0.13,$-0.12
22,2019-08-26,2019-06-30,$-0.11,$-0.17
23,2019-05-29,2019-03-31,$-0.13,$-0.11
24,2018-11-13,2018-09-30,--,$-0.09
