Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-07-31,19.09100,12.46800,6.62300,1.63100,,1.63100,4.99200,0.28100,5.27300,1.20900,4.06400,4.06400,,4.06400,5.04000,4.99200,5.30900,5.35300,0.77000,0.76000,,0.00030,26.14840,26.14840,27.62040,21.28750,0.15030,3.32650,3.32650,3.19990,3.32650,23.10780,1.99720,1.99080
2024-04-30,19.53700,13.01200,6.52500,1.84900,,1.84900,4.67600,0.35000,5.02600,0.88200,4.14400,4.14400,,4.14400,4.71800,4.67600,5.30000,5.34700,0.78000,0.77000,,0.00030,23.93410,23.93410,25.72560,21.21100,0.15910,3.51040,3.51040,3.37380,3.51040,22.39610,1.3713,1.344
2024-01-31,12.68900,10.93600,1.75300,1.90100,,1.90100,-0.14800,0.26200,0.11400,0.02200,0.09200,0.09200,,0.09200,-0.11700,-0.14800,5.30300,5.34600,0.02000,0.02000,0.00030,0.00030,-1.16640,-1.16640,0.89840,0.72500,0.10660,0.08090,0.08090,0.07730,0.08080,21.58610,0.2827,0.2499
2023-10-31,8.85400,6.25700,2.59700,1.54600,,1.54600,1.05100,0.16300,1.21400,0.10600,1.10800,1.10800,,1.10800,1.09500,1.05100,5.30100,5.33900,0.21000,0.21000,,0.00030,11.87030,11.87030,13.71130,12.51410,0.07520,0.97580,0.97580,0.94090,0.97580,21.54110,0.0066,-0.0112
2023-07-31,10.28900,6.69100,3.59800,1.57500,,1.57500,2.02300,0.04800,2.07100,0.72500,1.34600,1.34600,,1.34600,2.05500,2.02300,5.29200,5.32500,0.25000,0.25000,,0.00040,19.66180,19.66180,20.12830,13.08190,0.08800,1.19800,1.19800,1.15130,1.19800,21.31630,0.34310,0.33560
2023-04-30,12.70300,6.60100,6.10200,1.57300,-5.26100,6.83400,-0.73200,0.00100,-0.73100,-0.41400,-0.31700,-0.31700,,-0.31700,-0.70400,-0.73200,5.28200,5.30700,-0.06000,-0.05000,,0.00040,-5.76250,-5.76240,-5.75460,-2.49550,0.10960,-0.28560,-0.28560,-0.27350,-0.28560,21.12310,1.4702,1.4688
2023-01-31,9.11700,5.68300,3.43400,1.57300,-2.33600,3.90900,-0.47500,1.80300,1.32800,-15.24600,16.57400,16.57400,,16.57400,-0.46200,-0.47500,5.28400,5.30700,3.14000,3.12000,,0.00230,-5.21010,-5.21010,14.56620,181.79230,0.08060,15.43480,15.43480,14.64910,15.43480,20.43410,-0.0903,-0.0908
2022-10-31,16.14900,10.52300,5.62600,1.15500,,1.15500,4.47100,,4.47100,0.85000,3.62100,3.62100,,3.62100,4.48500,4.47100,5.28100,5.30700,0.69000,0.68000,,0.00280,27.68590,27.68590,27.68590,22.42240,0.16790,4.06730,4.06730,3.76470,4.06730,16.94170,-0.2255,-0.226
2022-07-31,10.70700,6.97000,3.73700,1.17100,,1.17100,2.56600,0.00700,2.57300,0.66100,1.91200,1.91200,,1.91200,2.57400,2.56600,5.27400,5.29600,0.36000,0.36000,,0.02440,23.96560,23.96560,24.03100,17.85750,0.11060,2.24110,2.24110,1.97520,2.24110,16.23540,0.04950,0.02720
2022-04-30,22.91600,7.55600,15.36000,1.36900,,1.36900,13.99100,,13.99100,4.00200,9.98900,9.98900,,9.98900,14.01200,13.99100,7.17000,7.19300,1.42000,1.42000,,0.02440,61.05340,61.05340,61.05340,43.58960,0.24140,12.01150,12.01150,10.52390,12.01150,15.87060,1.9602,1.9517
2022-01-31,9.39100,6.69300,2.69800,1.54000,,1.54000,1.15800,,1.15800,0.24800,0.91000,0.91000,,0.91000,1.20800,1.15800,7.36300,7.38500,0.12000,0.12000,,0.06010,12.33100,12.33100,12.33100,9.69010,0.08930,0.95570,0.95570,0.86550,0.95570,12.97960,-0.2056,-0.3745
2021-10-31,16.11200,10.49600,5.61600,1.25700,,1.25700,4.35900,0.03200,4.39100,1.06500,3.32600,3.32600,,3.32600,4.45900,4.35900,7.36100,7.38300,0.45000,0.45000,,0.06320,27.05440,27.05440,27.25300,20.64300,0.15360,3.53320,3.53320,3.17040,3.53320,12.83190,1.0026,1.0013
2021-07-31,10.50700,7.52400,2.98300,1.18800,,1.18800,1.79500,0.23100,2.02600,0.38900,1.63700,1.63700,,1.63700,1.93300,1.79500,7.34600,7.37300,0.22000,0.22000,,0.07030,17.08390,17.08390,19.28240,15.58010,0.10390,1.80400,1.80400,1.61910,1.80400,12.36940,-0.60570,-0.60590
2021-04-30,18.74300,12.32100,6.42200,1.11100,,1.76100,4.66100,0.71500,5.37600,1.46800,3.90800,3.90800,,3.90800,4.82000,4.66100,7.74300,7.77300,0.49000,0.50000,,0.03880,24.86800,24.86800,28.68270,20.85050,0.19250,4.39650,4.39650,4.01370,4.39650,12.13830,1.4288,1.4285
2021-01-31,7.86400,3.99800,3.86600,1.34200,,1.34200,2.52400,0.27900,2.80300,0.71000,2.09300,2.09300,,2.09300,2.67800,2.52400,7.34300,7.37200,0.29000,0.28000,,0.06230,32.09560,32.09560,35.64340,26.61500,0.08200,2.50940,2.50940,2.18270,2.50940,11.38970,0.1274,0.1274
2020-10-31,9.25600,6.60400,2.65200,1.52300,,1.52300,1.12900,-0.01200,1.11700,0.31900,0.79800,0.79800,,0.79800,1.29700,1.12900,8.12200,8.15200,0.10000,0.10000,,0.07070,12.19750,12.19750,12.06790,8.62140,0.09670,0.97290,0.97290,0.83370,0.97290,10.98020,0.3178,0.3177
2020-07-31,4.20600,2.67900,1.52700,1.44400,0.65000,0.79400,0.73300,0.00600,0.73900,0.14600,0.59300,0.59300,,0.59300,0.86500,0.73300,8.15100,8.18200,0.07000,0.07000,,0.06440,17.42750,17.42750,17.57010,14.09890,0.04210,0.69470,0.69470,0.59310,0.69470,10.48430,-0.25180,-0.25210
2020-04-30,4.76900,2.35300,2.41600,7.66500,,7.66500,-5.24900,0.01100,-5.23800,-1.36200,-3.87600,-3.87600,,-3.87600,-5.08400,-5.24900,8.13400,8.13400,-0.48000,-0.48000,,0.04600,-110.06500,-110.06500,-109.83440,-81.27490,0.04930,-4.57960,-4.57960,-4.00970,-4.57960,10.40660,0.0142,0.0153
2020-01-31,5.28700,3.55300,1.73400,1.05800,,1.05800,0.67600,0.05800,0.73400,0.39600,0.33800,0.33800,,0.33800,0.76800,0.67600,8.13800,8.17400,0.04000,0.04000,,0.01090,12.78610,12.78610,13.88310,6.39300,0.05430,0.37410,0.37410,0.34730,0.37410,11.10420,0.1438,0.1448
2019-10-31,3.96000,2.77100,1.18900,4.12100,,4.12100,-2.93200,0.14100,-2.79100,-0.62200,-2.16900,-2.16900,,-2.16900,-2.77900,-2.93200,8.12900,8.12900,-0.27000,-0.27000,,0.00640,-74.04040,-74.04040,-70.47980,-54.77270,0.04140,-2.41430,-2.41430,-2.26810,-2.41430,11.04080,-0.3363,-0.3393
2019-07-31,4.76700,5.10800,-0.34100,0.11300,,0.11300,-0.45400,0.12400,-0.33000,-0.13400,-0.19600,-0.19600,,-0.19600,-0.26200,-0.45400,8.09500,8.09500,-0.02000,-0.02000,,0.00940,-9.52380,-9.52380,-6.92260,-4.11160,0.04760,-0.21810,-0.21810,-0.19580,-0.21810,11.05710,0.27230,0.27210
2019-04-30,3.51500,3.02000,0.49500,1.30600,,1.30600,-0.81100,-0.05100,-0.86200,-1.09400,0.23200,0.23200,1.21100,1.44300,-0.57900,-0.81100,8.09900,8.14500,0.18000,0.18000,,0.01470,-23.07260,-23.07260,-24.52350,41.05260,0.03500,0.25820,0.25820,0.23080,0.25820,11.05390,0.1374,0.1369
2019-01-31,2.38100,2.33100,0.05000,0.81100,,0.81100,-0.76100,0.03600,-0.72500,0.73000,-1.45500,-1.45500,1.42300,-0.03200,-0.62700,-0.76100,8.10300,8.10300,0.00000,0.00000,0.02820,0.02900,-31.96140,-31.96140,-30.44940,-1.34400,0.02280,-1.65400,-1.65400,-1.39220,-1.60730,10.82330,-0.0381,-0.0386
2018-10-31,2.62000,2.40700,0.21300,0.98200,,0.98200,-0.76900,0.03900,-0.73000,-0.15000,-0.58000,-0.58000,0.63500,0.05500,-0.63400,-0.76900,8.09500,8.14600,0.00000,0.00000,0.02200,0.02250,-29.35120,-29.35120,-27.86260,2.09920,0.02500,-0.66080,-0.66080,-0.55440,-0.64630,10.79810,-0.1231,-0.1231
2018-07-31,4.23800,4.00700,0.23100,1.11500,,1.11500,-0.88400,0.02800,-0.85600,-0.19400,-0.66200,-0.66200,0.72300,0.06100,-0.75400,-0.88400,8.08600,8.12400,0.01000,0.01000,0.02320,0.02380,-20.85890,-20.85890,-20.19820,1.43940,0.03970,-0.76060,-0.76060,-0.62030,-0.74300,10.70760,0.09650,0.09650
