Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-08-31,917.92700,642.19800,275.72900,171.38800,171.38800,104.34100,-32.04800,72.29300,18.26400,54.02900,55.33900,,55.36100,148.38100,104.34100,54.97500,56.65000,1.01000,0.98000,1.88710,0.52310,1.09740,30.03820,11.36700,11.36700,7.87570,6.03110,0.18440,1.26160,1.59700,56.35560,3.00470,-9.95060,1.11160,1.43290,33.72310,1.5495,1.1569
2024-05-31,917.10700,635.05500,282.05200,181.45600,181.45600,100.59600,-27.48100,73.11500,22.41800,50.69700,51.29700,,51.26400,141.74600,100.59600,54.94600,56.63600,0.93000,0.91000,1.88730,0.53030,1.12990,30.75450,10.96880,10.96880,7.97240,5.58980,0.18640,1.28010,1.60580,56.04810,2.86240,-8.56030,1.04280,1.34440,32.87800,1.4403,0.6154
2024-02-29,810.41900,571.18200,239.23700,172.36200,172.36200,66.87500,-29.09300,37.78200,7.81400,29.96800,31.01200,,30.99100,110.39800,66.87500,54.70200,56.57300,0.57000,0.55000,1.98540,0.50850,1.03540,29.52020,8.25190,8.25190,4.66200,3.82410,0.17310,1.16530,1.54160,58.37970,1.75380,-7.36900,0.66240,0.86200,32.48180,0.83700,0.08180
2023-11-30,902.87810,629.03710,273.84090,160.44000,160.44010,113.40090,-27.16300,86.23800,42.27400,43.96400,45.00000,,44.98900,154.09090,113.40100,54.33200,55.95800,0.84000,0.80000,1.89390,0.51120,1.04700,30.32980,12.55990,12.56000,9.55150,4.98280,0.19110,1.42300,1.56230,57.60900,2.56280,-9.78820,0.95270,1.25260,32.46100,2.8949,2.7348
2023-08-31,900.63400,637.16200,263.47200,172.15300,172.15300,91.31900,-32.42200,58.89700,22.23100,36.66600,37.65000,,37.62700,133.49400,91.31900,54.39400,56.03300,0.69000,0.67000,2.00760,0.52020,1.09140,29.25410,10.13940,10.13940,6.53950,4.17780,0.19330,1.34810,1.56340,57.56550,2.17990,-7.38340,0.80800,1.04600,31.97430,1.9218,1.4777
2023-05-31,898.23900,641.46400,256.77500,166.62500,166.62500,90.15000,-31.59400,58.55600,19.29100,39.26500,40.42200,,40.40100,129.19500,90.15000,54.26900,55.71700,0.74000,0.73000,1.99440,0.52390,1.11830,28.58650,10.03630,10.03630,6.51900,4.49780,0.19450,1.28480,1.53120,58.77590,2.40160,-8.42440,0.87530,1.14340,31.25060,1.8463,1.2517
2023-02-28,809.18300,594.37400,214.80900,154.54200,154.54200,60.26700,-29.79800,30.46900,9.73300,20.73600,21.91600,,21.88900,98.19800,60.26700,54.17400,55.91900,0.40000,0.39000,2.08480,0.53030,1.14650,26.54640,7.44790,7.44790,3.76540,2.70510,0.17840,1.12990,1.42870,62.99220,1.34110,-4.82700,0.48320,0.62990,30.36340,0.09920,-0.74120
2022-11-30,958.21310,710.09190,248.12120,157.87000,157.87010,90.25110,-28.18700,62.06400,15.16300,46.90100,48.33000,,48.30700,127.84210,90.25130,53.58000,55.26900,0.90000,0.87000,1.84120,0.51870,1.09580,25.89410,9.41870,9.41870,6.47710,5.04140,0.21470,1.44390,1.57770,57.04670,3.00040,-9.98710,1.08280,1.44400,30.00900,3.7579,3.1954
2022-08-31,941.23000,692.06600,249.16400,161.21000,161.21000,87.95400,-14.75200,73.20200,28.25900,44.94300,46.53000,,46.49700,124.59400,87.95400,53.64400,55.13000,0.87000,0.84000,1.92700,0.54420,1.21500,26.47220,9.34460,9.34460,7.77730,4.94000,0.20590,1.26460,1.44870,62.12660,2.94740,-9.21440,1.01780,1.34340,29.61940,1.0491,0.519
2022-05-31,993.25800,739.73700,253.52100,166.00700,166.00700,87.51400,-17.73700,69.77700,23.61600,46.16100,47.22700,,47.20300,124.30400,87.51400,53.49700,55.07800,0.88000,0.86000,1.95160,0.54110,1.19880,25.52420,8.81080,8.81080,7.02510,4.75230,0.21500,1.36200,1.54100,58.40270,2.92470,-8.92480,1.02210,1.34220,30.37940,0.1532,-0.1954
