,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-10-22,2024-09-30,$0.71,$1.03
1,2024-07-23,2024-06-30,$0.66,$0.85
2,2024-04-23,2024-03-31,$0.63,$0.86
3,2024-01-30,2023-12-31,$0.55,$0.78
4,2023-10-24,2023-09-30,$0.53,$0.79
5,2023-07-25,2023-06-30,$0.50,$0.63
6,2023-04-25,2023-03-31,$0.45,$0.62
7,2023-02-02,2022-12-31,$0.30,$0.60
8,2022-10-25,2022-09-30,$0.38,$0.47
9,2022-07-26,2022-06-30,$0.34,$0.49
10,2022-04-26,2022-03-31,$0.32,$0.48
11,2022-02-01,2021-12-31,$0.23,$0.32
12,2021-10-26,2021-09-30,$0.40,$0.57
13,2021-07-27,2021-06-30,$0.30,$0.48
14,2021-04-27,2021-03-31,$0.24,$0.29
15,2021-02-02,2020-12-31,$0.21,$0.32
16,2020-10-22,2020-09-30,$0.30,$0.39
17,2020-07-23,2020-06-30,$0.26,$0.30
18,2020-04-21,2020-03-31,$0.23,$0.29
19,2020-02-04,2019-12-31,$0.21,$0.26
20,2019-10-22,2019-09-30,$0.27,$0.42
21,2019-07-23,2019-06-30,$0.25,$0.32
22,2019-04-23,2019-03-31,$0.27,$0.32
23,2019-02-05,2018-12-31,$0.31,$0.40
24,2018-10-23,2018-09-30,$0.34,$0.43
25,2018-07-24,2018-06-30,$0.35,$0.42
26,2018-04-24,2018-03-31,$0.26,$0.32
27,2018-02-06,2017-12-31,$0.42,$0.40
28,2017-10-24,2017-09-30,$0.46,$0.48
29,2017-07-20,2017-06-30,$0.44,$0.47
30,2017-04-20,2017-03-31,$0.35,$0.40
31,2017-01-31,2016-12-31,$0.39,$0.42
32,2016-10-18,2016-09-30,$0.43,$0.47
33,2016-07-19,2016-06-30,$0.41,$0.46
34,2016-04-19,2016-03-31,$0.37,$0.38
35,2016-02-02,2015-12-31,$0.31,$0.36
36,2015-10-20,2015-09-30,$0.35,$0.38
37,2015-07-21,2015-06-30,$0.31,$0.35
38,2015-04-21,2015-03-31,$0.27,$0.31
39,2015-02-03,2014-12-31,$0.25,$0.27
