Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,267.98600,90.72800,177.25800,29.99100,69.30600,6.19700,171.06100,-12.35600,158.70500,158.70500,158.70500,158.70500,218.58700,171.06100,47.94200,50.15100,3.31000,3.16000,2.21370,0.21250,0.31440,66.14450,63.83210,63.83210,59.22140,59.22140,0.06960,10.57680,1.57740,57.05660,5.58870,5.60490,4.12420,4.40090,56.20500,4.7558,9.1565
2024-06-30,380.66000,86.45400,294.20600,37.10800,43.32500,40.46000,253.74600,-26.42500,227.32100,227.32100,227.32100,227.32100,303.14500,253.74600,50.02500,52.35400,4.54000,4.34000,2.66540,0.22190,0.33550,77.28840,66.65950,66.65950,59.71760,59.71760,0.09520,10.98250,1.67160,53.84140,7.76440,7.78620,5.68380,6.04130,55.05880,5.1742,6.5102
2024-03-31,391.33600,79.70000,311.63600,30.08900,11.33000,66.66900,244.96700,-30.77600,214.19100,214.19100,214.19100,214.19100,295.85500,244.96700,49.90530,52.06940,4.29000,4.11000,1.59950,0.26100,0.42690,79.63390,62.59760,62.59760,54.73330,54.73330,0.09300,9.73610,1.67140,53.84850,7.77110,7.79420,5.08850,5.74310,50.50320,4.26600,5.00660
2023-12-31,336.31310,86.18200,250.13100,32.12800,-5.61600,88.40400,161.72710,-40.83700,120.89000,120.89000,120.89000,120.89000,215.18810,161.72700,52.36900,54.52800,2.53000,2.43000,1.13060,0.31250,0.54100,74.37450,48.08830,48.08820,35.94570,35.94570,0.07950,11.02640,1.65260,54.45820,4.73390,4.74910,2.85880,3.25470,48.08520,2.7878,3.358
2023-09-30,291.17900,81.09800,210.08100,24.64700,7.12700,68.67200,141.40900,-41.04100,100.36800,100.36800,100.36800,100.36800,194.50400,141.40900,49.90700,51.94400,2.01000,1.93000,0.82860,0.22250,0.38540,72.14840,48.56430,48.56430,34.46950,34.46950,0.06760,9.56120,1.51220,59.51400,4.10510,4.11890,2.32900,3.19170,46.03710,4.0068,4.6264
2023-06-30,329.29900,80.60200,248.69700,27.20900,,77.91900,170.77800,-38.37500,132.40300,132.40300,132.40300,132.40300,222.87600,170.77800,53.04000,55.22800,2.50000,2.40000,1.21330,0.21300,0.37300,75.52320,51.86110,51.86110,40.20750,40.20750,0.07620,9.47590,1.63370,55.09010,5.46130,5.47980,3.06460,4.29780,44.48930,4.4006,4.4006
2023-03-31,384.43100,80.94300,303.48800,22.27100,,72.25200,231.23600,-37.99900,193.23700,193.23700,193.23700,193.23700,282.37700,231.23600,56.83480,59.11200,3.40000,3.27000,1.69960,0.24460,0.40860,78.94470,60.15020,60.15020,50.26570,50.26570,0.08190,9.67750,1.64570,54.68670,7.56660,7.59100,4.11770,5.71590,42.95370,4.67720,4.67720
2022-12-31,493.75710,119.63800,374.11910,26.38400,12.70800,64.87500,309.24410,-44.84100,264.40300,264.40300,264.40300,264.40300,345.64110,309.24400,55.45500,63.51100,4.73000,4.49000,1.45240,0.22010,0.40220,75.76990,62.63080,62.63080,53.54920,53.54920,0.10830,7.65930,1.78440,50.43570,10.54740,10.58200,5.79940,8.22550,40.91880,4.9026,4.7943
2022-09-30,489.99600,109.52200,380.47400,26.49000,2.73200,74.74700,305.72700,-39.56200,266.16500,266.16500,266.16500,266.16500,363.74300,305.72700,55.00300,62.82100,4.84000,4.31000,1.53730,0.30430,0.48520,77.64840,62.39380,62.39380,54.31980,54.31980,0.10530,,,,12.54680,12.59550,5.72180,8.72850,37.68330,5.0406,6.3161
2022-06-30,405.07300,100.40800,304.66500,22.80300,-1.48000,75.10200,229.56300,-38.43200,191.13100,191.13100,191.13100,191.13100,288.24200,229.56300,55.59500,64.41900,3.44000,3.06000,1.53130,0.32730,0.54930,75.21240,56.67200,56.67200,47.18430,47.18430,0.08790,7.55230,1.96200,45.87080,9.84820,9.89120,4.14630,6.62470,32.86810,2.0703,6.396
2022-03-31,174.04700,86.85500,87.19200,12.45400,-67.73800,134.02000,-46.82800,-37.62000,-84.44800,-84.44800,-84.44800,-84.44800,13.30000,-46.82800,55.40900,55.40900,-1.52000,-1.52000,1.16010,0.52020,1.28560,50.09680,-26.90540,-26.90540,-48.52020,-48.52020,0.03680,5.64980,2.47670,36.33880,-4.82250,-4.84710,-1.78800,-2.31380,29.47990,0.09990,4.17530
2021-12-31,147.90800,85.07200,62.83600,12.80800,,72.89900,-10.06300,-35.92900,-45.99200,-45.99200,-45.99200,-45.99200,56.63500,-10.06290,54.71900,54.71900,-0.82000,-0.82000,0.54790,0.53670,1.38370,42.48320,-6.80350,-6.80350,-31.09500,-31.09500,0.02950,9.68820,3.88530,23.16450,-2.50370,-2.51590,-0.91730,-1.15990,31.47040,0.9181,1.667
2021-09-30,119.27100,86.54200,32.72900,13.05400,,73.16900,-40.44000,-32.82700,-73.26700,-73.26700,-73.26700,-73.26700,27.39700,-40.44000,54.75700,54.75700,-1.34000,-1.34000,0.49940,0.41530,0.87200,27.44090,-33.90600,-33.90600,-61.42900,-61.42900,0.02370,10.13490,2.92680,30.75080,-3.88880,-3.90720,-1.45550,-2.27360,32.27790,-0.0545,-0.8034
2021-06-30,139.44200,81.99400,57.44800,13.32400,,72.74600,-15.29800,-37.48400,-52.78200,-52.78200,-52.78200,-52.78200,52.27900,-15.29800,54.45750,54.45750,-0.97000,-0.97000,0.70910,0.52680,1.30690,41.19850,-10.97090,-10.97090,-37.85230,-37.85230,0.02710,9.76580,4.39460,20.47950,-2.69650,-2.70880,-1.02400,-1.27600,33.53460,0.5097,0.5097
2021-03-31,134.16500,84.68700,49.47800,13.56000,,74.18500,-24.70700,-37.68700,-62.39400,-62.39400,-62.39400,-62.39400,43.93500,-24.70700,54.31900,54.31900,-1.15000,-1.15000,0.93620,0.43220,0.84110,36.87850,-18.41540,-18.41540,-46.50540,-46.50540,0.02580,10.45000,2.97580,30.24440,-3.10750,-3.12130,-1.19930,-1.76440,34.61870,-0.03370,-0.03370
2020-12-31,138.23600,87.01600,51.22000,14.31800,,76.84400,-25.62400,-50.63700,-76.26100,-76.26100,-76.26100,-76.26100,45.10800,-25.62410,54.66600,56.39200,-1.39000,-1.18000,0.59630,0.50540,1.16920,37.05260,-18.53640,-18.53650,-55.16720,-55.16720,0.02680,9.39600,4.18680,21.49610,-3.69170,-3.70760,-1.47830,-1.82590,35.55970,0.1017,0.1017
2020-09-30,177.25000,86.34400,90.90600,15.86100,,77.40400,13.50200,-33.68500,-20.18300,-20.18300,-20.18300,-20.18300,83.56100,13.50200,54.90500,54.90500,-0.37000,-0.37000,0.68910,0.49400,1.12980,51.28690,7.61750,7.61750,-11.38670,-11.38670,0.03370,9.55770,2.96340,30.37100,-0.94250,-0.94760,-0.38400,-0.47690,36.92160,2.5929,4.538
2020-06-30,346.23900,82.66400,263.57500,18.74700,,80.45800,183.11700,-39.17600,143.94100,143.94100,143.94100,143.94100,253.96600,183.11700,54.82700,61.59400,2.63000,2.40000,0.85380,0.49730,1.14590,76.12520,52.88750,52.88750,41.57270,41.57270,0.06470,8.42990,3.01270,29.87320,6.62180,6.65720,2.69090,3.32860,36.96390,4.0274,2.0823
2020-03-31,254.16700,85.68300,168.48400,17.26100,,77.29900,91.18500,-44.55800,46.62700,46.62700,46.62700,46.62700,160.52600,91.18500,54.66720,61.69280,0.85000,0.82000,0.55410,0.51300,1.24430,66.28870,35.87600,35.87600,18.34500,18.34500,0.04830,8.68380,1.71110,52.59660,2.30190,2.31510,0.88520,1.12100,34.52400,0.71490,0.71490
2019-12-31,221.62300,87.89400,133.72900,15.75900,,74.87190,58.85710,-46.81400,12.04300,12.04300,12.04300,12.04300,126.05200,58.85710,49.85800,49.85800,0.28000,0.28000,0.62310,0.52610,1.29110,60.34080,26.55730,26.55730,5.43400,5.43400,0.04290,10.16590,2.83500,31.74610,0.60920,0.61270,0.23320,0.28870,33.96770,1.3081,-0.1939
2019-09-30,136.06700,73.02200,63.04500,15.29600,,66.93800,-3.89300,-41.39600,-45.28900,-45.28900,-45.28900,-45.28900,56.18100,-3.89300,48.52900,48.52900,-0.93000,-0.93000,0.68160,0.52820,1.30010,46.33380,-2.86110,-2.86110,-33.28430,-33.28430,0.02630,7.66150,2.20680,40.78230,-2.30590,-2.31950,-0.87600,-1.08780,33.78030,0.3753,-2.274
2019-06-30,150.80500,70.10400,80.70100,15.52800,,65.79200,14.90900,-44.62900,-29.72000,-29.72000,-29.72000,-29.72000,73.72200,14.90900,48.14900,48.14900,-0.62000,-0.62000,1.15070,0.56210,1.50920,53.51350,9.88630,9.88630,-19.70760,-19.70760,0.03210,8.00180,2.67060,33.70050,-1.62840,-1.63880,-0.63340,-0.71300,35.20300,0.9831,1.3588
2019-03-31,195.83000,69.67100,126.15900,15.71200,,66.06000,60.09900,-45.62300,14.47600,14.47600,14.47600,14.47600,115.44700,60.09900,48.07100,48.55700,0.30000,0.30000,1.47770,0.56820,1.50790,64.42270,30.68940,30.68940,7.39210,7.39210,0.04120,8.01740,2.98960,30.10400,0.78110,0.78600,0.30440,0.33730,36.05780,1.53570,1.16000
