Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,30.62660,46.58010,-15.95350,0.78030,13.47250,,14.25270,-30.20620,-3.73980,-33.94600,-33.94600,-33.94600,-33.94600,-21.16220,-30.20620,226.21800,226.21800,-0.15000,-0.15000,1.12470,0.34410,1.05790,-52.09020,-98.62740,-98.62740,-110.83820,-110.83820,0.03930,0.21650,0.62860,143.18340,-12.10480,-37.19510,-4.35090,-7.93930,1.23970,0.1067,0.1017
2024-06-30,30.27600,45.48960,-15.21360,1.38300,15.21880,,16.60190,-31.81540,12.55000,-19.26540,-19.26540,-19.26540,-19.26540,-22.70730,-31.81540,214.06000,214.06000,-0.09000,-0.09000,2.49180,0.44920,0.91800,-50.24960,-105.08460,-105.08460,-63.63260,-63.63260,0.03920,0.19780,0.51720,174.02500,-6.19270,-15.04580,-2.49580,-3.41090,,-0.053,-0.0613
2024-03-31,55.48090,66.62460,-11.14370,,14.87830,,14.87830,-26.02200,4.32480,-21.69720,-21.69720,-21.69720,-21.69720,-17.93470,-26.02200,226.20200,226.20200,-0.10000,-0.10000,2.65180,0.42670,0.82610,-20.08560,-46.90270,-46.90270,-39.10760,-39.10760,0.06880,0.28060,0.67270,133.78430,-6.54000,-14.08020,-2.69140,-3.74950,1.46660,-0.19320,-0.21010
2023-12-31,60.42880,69.47980,-9.05100,,16.15820,,53.58280,-62.63390,6.09130,-56.54250,-56.54250,-56.54250,-56.54250,-54.27440,-62.63390,224.31100,224.31100,-0.25000,-0.25000,2.44760,0.38310,0.69650,-14.97810,-103.64910,-103.64910,-93.56890,-93.56890,0.07180,0.27840,0.79890,112.65760,-15.75380,-30.86200,-6.72230,-9.71800,1.58680,-0.1092,-0.1584
2023-09-30,80.34760,74.98260,5.36500,,18.16350,,18.16350,-12.79850,-7.05410,-19.85260,-19.85260,-19.85260,-19.85260,-5.55840,-12.79850,226.13400,226.13400,-0.09000,-0.09000,2.90040,0.32640,0.49530,6.67730,-15.92890,-15.92890,-24.70840,-24.70840,0.09370,0.31910,0.78370,114.83450,-4.85080,-9.14890,-2.31510,-3.26750,1.80940,-0.2009,-0.3082
2023-06-30,58.01580,57.59690,0.41890,,17.94550,,17.94550,-17.52660,5.73900,-11.78760,-11.78760,-11.78760,-11.78760,-11.96520,-17.52660,235.75170,235.75170,-0.05000,-0.05000,2.83850,0.26260,0.36770,0.72210,-30.21000,-30.21000,-20.31790,-20.31790,0.07240,0.27510,0.67140,134.04390,-2.71980,-4.72200,-1.47060,-2.00560,1.91830,-0.0102,-0.0777
2023-03-31,54.70340,56.96070,-2.25730,,18.86230,,18.86230,-21.11960,5.53620,-15.58350,-15.58350,-15.58350,-15.58350,-16.20600,-21.11960,220.77800,220.77800,-0.07000,-0.07000,3.68030,0.20980,0.26560,-4.12640,-38.60750,-38.60750,-28.48720,-28.48720,0.07510,0.32570,0.61350,146.70190,-3.60250,-5.86680,-2.13980,-2.84660,1.93360,-0.17030,-0.29530
2022-12-31,46.76870,51.53340,-4.76470,,15.64010,,15.64010,-20.40480,15.76710,-4.63780,-4.63780,-4.63780,-4.63780,-16.68130,-20.40480,193.11400,200.59200,-0.03000,-0.02000,3.98930,0.20200,0.25320,-10.18780,-43.62920,-43.62930,-9.91650,-9.91650,0.06580,0.30820,0.74270,121.18020,-1.06100,-1.62300,-0.65280,-0.84670,2.00440,-0.1322,-0.3093
2022-09-30,40.97800,44.79770,-3.81960,,17.39870,,17.39870,-21.21840,4.01870,-17.19970,-17.19970,-17.19970,-17.19970,-18.17190,-21.21840,191.79170,191.79170,-0.09000,-0.09000,3.18430,0.10690,0.14430,-9.32120,-51.77990,-51.77990,-41.97300,-41.97300,0.06670,0.27300,0.76150,118.18100,-4.31830,-6.31330,-2.80060,-3.85670,2.04550,-0.1967,-0.3195
2022-06-30,29.52100,32.97220,-3.45120,,18.42530,,18.42530,-21.87650,59.38730,37.51080,37.51080,37.51080,37.51080,-19.13730,-21.87650,190.00300,196.66700,0.20000,0.19000,3.57100,0.00900,0.03450,-11.69050,-74.10470,-74.10470,127.06480,127.06480,0.05160,0.21730,0.89260,100.83220,9.13490,12.78720,6.55050,9.05250,2.16120,-0.0934,-0.259
2022-03-31,22.64680,23.55860,-0.91180,,16.35290,,16.35290,-17.26470,19.36710,2.10240,2.10240,2.10240,2.10240,-15.28140,-17.26470,190.00300,198.49900,0.01000,0.01000,5.39340,0.00010,0.03440,-4.02610,-76.23460,-76.23460,9.28360,9.28360,0.03880,0.16280,0.58130,154.82750,0.55650,0.75010,0.36020,0.55640,1.98850,-0.17370,-0.35400
2021-12-31,22.87040,20.69060,2.17980,,16.97090,,16.97090,-14.79110,43.05680,28.26570,28.26570,28.26570,28.26570,-13.14810,-14.79110,162.24500,162.24500,0.36000,0.41000,6.88660,0.00020,0.03550,9.53110,-64.67350,-64.67340,123.59080,123.59080,0.03870,0.17840,0.60350,149.14110,7.66670,9.85620,4.78590,7.66540,1.94040,-0.4093,-0.4856
2021-09-30,11.92540,13.15270,-1.22730,,15.17760,,15.17760,-16.40500,139.41790,123.01300,123.01300,123.01300,123.01300,-15.03610,-16.40500,189.00800,204.71000,0.65000,0.60000,7.76920,0.00020,0.03990,-10.29170,-137.56330,-137.56330,1031.52200,1031.52200,0.02160,0.14650,0.40020,224.87810,36.96090,46.62510,22.32680,36.95340,1.75660,-0.0773,-0.0954
2021-06-30,16.68890,15.78910,0.89980,,63.34040,-13.65490,76.99530,-76.09550,-102.39470,-178.49010,-178.49010,-178.49010,-178.49010,-74.54690,-76.09550,158.20000,158.20000,-1.13000,-1.13000,10.48720,0.00040,0.06830,5.39160,-455.96370,-455.96370,-1069.51200,-1069.51200,0.03030,0.26530,0.63650,141.40280,-88.31500,-126.47810,-32.36020,-88.28050,1.82820,-0.2296,-0.2473
2021-03-31,6.22550,8.03230,-1.80680,,10.65360,,10.65360,-12.46040,-3.65350,-16.11390,-16.11390,-16.11390,-16.11390,-11.47660,-12.46040,110.55130,110.55130,-0.15000,-0.15000,0.49200,-0.21500,-0.83170,-29.02300,-200.15120,-200.15120,-258.83740,-258.83740,0.04420,0.16790,0.42420,212.17390,14.25470,9.99800,-11.43120,17.31880,-1.02250,-0.09100,-0.10110
2020-12-31,13.50420,9.81920,3.68490,,35.49790,,35.49800,-31.81300,-19.95770,-51.77070,-51.77070,-51.77070,-51.77070,-30.86580,-31.81300,110.55130,110.55130,-0.47000,-0.47000,0.54790,-0.24770,-0.77820,27.28740,-235.57880,-235.57880,-383.36760,-383.36760,0.10630,0.25790,0.72980,123.32890,54.13880,37.59210,-40.75770,67.55000,-0.86500,-0.1065,-0.1147
2020-09-30,2.61250,3.14480,-0.53230,,35.79320,,35.79330,-36.32550,-2.26250,-38.58810,-38.58810,-38.58810,-38.58810,-35.61510,-36.32550,110.55130,110.55130,-0.35000,-0.35000,3.15000,,,-20.37590,-1390.43900,-1390.43900,-1477.04300,-1477.04300,0.00810,,,,-771.76050,-771.75670,-12.01410,-771.76050,0.52710,-0.0623,-0.0686
2020-06-30,6.07750,5.02850,1.04890,,2.00460,0.00000,2.00460,-0.95560,-0.36800,-1.32360,-1.32360,-1.32360,-1.32360,-0.40270,-0.95560,110.55130,110.55130,-0.01000,-0.01000,,,3.43690,17.25940,-15.72390,-15.72390,-21.77940,-21.77940,56.54200,,,,-5515.14600,-5515.14500,-1231.44900,-5515.14600,0.00060,-0.0263,-0.0302
2020-03-31,1.22840,2.28470,-1.05620,,2.36760,0.00000,2.36760,-3.42390,-2.24540,-5.66930,-5.66930,-5.66930,-5.66930,-2.93830,-3.42390,110.55130,110.55130,-0.05000,-0.05000,,,,-85.98210,-278.71580,-278.71580,-461.50270,-461.50270,,,,,,,,,,-0.04970,-0.05750
2019-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,0,0
